pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	10	24	98	2048	4.47938495714e-08	2.23969247857e-06	PA14_09420,PA14_09440,PA14_09450,PA14_09470,PA14_09480,PA14_39890,PA14_39910,PA14_39925,PA14_39960,PA14_39970
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	6	9	98	2048	7.7231929746e-07	1.93079824365e-05	PA14_09210,PA14_09220,PA14_09240,PA14_09270,PA14_09280,PA14_09290
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	13	57	98	2048	1.32719720801e-06	2.21199534669e-05	PA14_06740,PA14_10500,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_44360,PA14_57540,PA14_57560,PA14_57570
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	15	111	98	2048	0.000164001957726	0.00205002447158	PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_09520,PA14_09530,PA14_33750,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	35	444	98	2048	0.000772925268642	0.00772925268642	PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_09150,PA14_09210,PA14_09220,PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_31820,PA14_33500,PA14_33510,PA14_35270,PA14_35520,PA14_35530,PA14_36310,PA14_36320,PA14_36330,PA14_38200,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_55580,PA14_56300,PA14_58030,PA14_61040
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	8	52	98	2048	0.00270445666635	0.0225371388863	PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_18670,PA14_55580
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	62	1049	98	2048	0.00931528676943	0.0665377626388	PA14_01900,PA14_01910,PA14_02760,PA14_02770,PA14_03050,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06740,PA14_09150,PA14_09210,PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_10500,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_31820,PA14_33500,PA14_33510,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_35520,PA14_35530,PA14_36310,PA14_36320,PA14_36330,PA14_38200,PA14_38510,PA14_38640,PA14_38660,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_44360,PA14_49250,PA14_49260,PA14_53070,PA14_56300,PA14_57540,PA14_57560,PA14_57570,PA14_58030,PA14_61040,PA14_63570,PA14_63580,PA14_63940
pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	11	98	2048	0.0132463828654	0.0735910159189	PA14_36310,PA14_36320,PA14_36330
pau00643	Styrene degradation - Pseudomonas aeruginosa UCBPP-PA14	3	11	98	2048	0.0132463828654	0.0735910159189	PA14_02760,PA14_02770,PA14_38510
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	3	14	98	2048	0.0263272876646	0.131636438323	PA14_09150,PA14_58000,PA14_61040
pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	38	98	2048	0.0323974252755	0.14726102398	PA14_02760,PA14_02770,PA14_38200,PA14_38640,PA14_38660
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	4	29	98	2048	0.0466854355174	0.194522647989	PA14_35270,PA14_35290,PA14_35300,PA14_35320
pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	1	2	98	2048	0.0934356108024	0.359367733855	PA14_57570
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	2	12	98	2048	0.109507922315	0.391099722553	PA14_49250,PA14_49260
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	27	98	2048	0.135799093969	0.452663646562	PA14_31820,PA14_38510,PA14_53070
pau01220	Degradation of aromatic compounds - Pseudomonas aeruginosa UCBPP-PA14	3	29	98	2048	0.158672153685	0.486750678222	PA14_01900,PA14_01910,PA14_03050
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	4	45	98	2048	0.165495230596	0.486750678222	PA14_35520,PA14_35530,PA14_38640,PA14_38660
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	47	98	2048	0.184703751195	0.513065975541	PA14_33500,PA14_35520,PA14_35530,PA14_38200
pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	3	32	98	2048	0.194967784101	0.513073116055	PA14_09460,PA14_31820,PA14_39945
pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	3	34	98	2048	0.220215438638	0.548654756699	PA14_01900,PA14_01910,PA14_03050
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	12	202	98	2048	0.254056027127	0.548654756699	PA14_10160,PA14_10180,PA14_20030,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_45340,PA14_48115,PA14_54980,PA14_62000
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	6	98	2048	0.25515175066	0.548654756699	PA14_31820
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	21	98	2048	0.265921970446	0.548654756699	PA14_09210,PA14_53070
pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	21	98	2048	0.265921970446	0.548654756699	PA14_31820,PA14_53070
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	18	323	98	2048	0.274327378349	0.548654756699	PA14_01900,PA14_01910,PA14_02760,PA14_02770,PA14_03050,PA14_06660,PA14_33500,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_38510,PA14_49250,PA14_49260,PA14_56300,PA14_58030,PA14_63570,PA14_63580
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	24	98	2048	0.320158437453	0.595626081783	PA14_35520,PA14_35530
pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	26	98	2048	0.355836771121	0.595626081783	PA14_09150,PA14_61040
pau00680	Methane metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	26	98	2048	0.355836771121	0.595626081783	PA14_63570,PA14_63580
pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	63	98	2048	0.355949902627	0.595626081783	PA14_09150,PA14_61040,PA14_63570,PA14_63580
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	9	98	2048	0.35737564907	0.595626081783	PA14_33510
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	14	268	98	2048	0.405140129321	0.637578100653	PA14_06170,PA14_06180,PA14_06740,PA14_10500,PA14_15190,PA14_15200,PA14_20000,PA14_28980,PA14_44360,PA14_47390,PA14_57540,PA14_57560,PA14_57570,PA14_64690
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	2	29	98	2048	0.408049984418	0.637578100653	PA14_56300,PA14_58030
pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	13	98	2048	0.47237445079	0.715718864833	PA14_38200
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	34	98	2048	0.490239179156	0.720939969347	PA14_49250,PA14_49260
pau00720	Other carbon fixation pathways - Pseudomonas aeruginosa UCBPP-PA14	2	35	98	2048	0.505824191172	0.722605987389	PA14_56300,PA14_58030
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	17	98	2048	0.566966210428	0.787453070039	PA14_38200
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	6	129	98	2048	0.592025402154	0.800034327235	PA14_09150,PA14_56300,PA14_58030,PA14_61040,PA14_63570,PA14_63580
pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	43	98	2048	0.619063064203	0.814556663425	PA14_35520,PA14_35530
pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	23	98	2048	0.678270819314	0.869577973479	PA14_63940
pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	25	98	2048	0.708664830757	0.881436528223	PA14_31820
pau00770	Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	26	98	2048	0.722777953143	0.881436528223	PA14_38200
pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	62	98	2048	0.807661417112	0.896092345431	PA14_56300,PA14_58030
pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	1	34	98	2048	0.813829016278	0.896092345431	PA14_33750
pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	1	35	98	2048	0.822887981722	0.896092345431	PA14_35270
pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	36	98	2048	0.831510424738	0.896092345431	PA14_35320
pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	2	67	98	2048	0.841186124343	0.896092345431	PA14_17700,PA14_17710
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	5	146	98	2048	0.842326804705	0.896092345431	PA14_09460,PA14_31820,PA14_33500,PA14_38200,PA14_39945
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	6	184	98	2048	0.889399652641	0.926457971501	PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_53070
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2	86	98	2048	0.925806954685	0.938235592605	PA14_60620,PA14_68030
pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	56	98	2048	0.938235592605	0.938235592605	PA14_33500
pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	0	8	98	2048	1	1	
pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	18	98	2048	1	1	
pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	4	98	2048	1	1	
pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	6	98	2048	1	1	
pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	27	98	2048	1	1	
pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	0	31	98	2048	1	1	
pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2048	1	1	
pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	33	98	2048	1	1	
pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	67	98	2048	1	1	
pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	98	2048	1	1	
pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	98	2048	1	1	
pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	41	98	2048	1	1	
pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	16	98	2048	1	1	
pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	0	22	98	2048	1	1	
pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	48	98	2048	1	1	
pau00332	Carbapenem biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2048	1	1	
pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	4	98	2048	1	1	
pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2048	1	1	
pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	19	98	2048	1	1	
pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	7	98	2048	1	1	
pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	98	2048	1	1	
pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	98	2048	1	1	
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	16	98	2048	1	1	
pau00520	Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	27	98	2048	1	1	
pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	8	98	2048	1	1	
pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	5	98	2048	1	1	
pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	98	2048	1	1	
pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	21	98	2048	1	1	
pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	0	30	98	2048	1	1	
