pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	55	58	1581	2055	0.000213303002238	0.0156489435791	PA14_01290,PA14_01300,PA14_01310,PA14_01320,PA14_01360,PA14_01380,PA14_01730,PA14_06740,PA14_10500,PA14_11690,PA14_13030,PA14_13040,PA14_29320,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_29940,PA14_29980,PA14_29990,PA14_30010,PA14_30020,PA14_33240,PA14_40510,PA14_44020,PA14_44030,PA14_44050,PA14_44060,PA14_44340,PA14_44350,PA14_44360,PA14_44370,PA14_44380,PA14_44390,PA14_44400,PA14_47150,PA14_47160,PA14_47180,PA14_47190,PA14_47210,PA14_57540,PA14_57560,PA14_57570,PA14_58870,PA14_69230,PA14_73230,PA14_73240,PA14_73250,PA14_73260,PA14_73280,PA14_73290,PA14_73300
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	129	146	1581	2055	0.000226796283755	0.0156489435791	PA14_00290,PA14_02730,PA14_03030,PA14_03330,PA14_03860,PA14_03880,PA14_04110,PA14_04310,PA14_04320,PA14_04380,PA14_04630,PA14_05080,PA14_05150,PA14_05220,PA14_05230,PA14_06920,PA14_07090,PA14_07130,PA14_07190,PA14_07230,PA14_07910,PA14_07940,PA14_08340,PA14_08350,PA14_08480,PA14_09730,PA14_09820,PA14_12010,PA14_14700,PA14_16070,PA14_16090,PA14_16950,PA14_17320,PA14_18610,PA14_18740,PA14_19140,PA14_22890,PA14_23270,PA14_23280,PA14_23290,PA14_23310,PA14_23500,PA14_23750,PA14_23760,PA14_23790,PA14_23800,PA14_23850,PA14_25250,PA14_25980,PA14_27330,PA14_27500,PA14_27960,PA14_29110,PA14_30180,PA14_30190,PA14_31820,PA14_33010,PA14_33030,PA14_33500,PA14_37560,PA14_38140,PA14_38200,PA14_39590,PA14_39945,PA14_40670,PA14_41470,PA14_41830,PA14_41920,PA14_42760,PA14_44070,PA14_44290,PA14_45050,PA14_46120,PA14_47100,PA14_49380,PA14_49620,PA14_50660,PA14_51270,PA14_51350,PA14_51360,PA14_52210,PA14_52580,PA14_52610,PA14_52990,PA14_53260,PA14_53950,PA14_54880,PA14_56240,PA14_57210,PA14_57770,PA14_57780,PA14_57800,PA14_58830,PA14_60420,PA14_60890,PA14_61770,PA14_62130,PA14_62150,PA14_62160,PA14_62830,PA14_62940,PA14_64090,PA14_65250,PA14_65560,PA14_66260,PA14_66560,PA14_66570,PA14_66600,PA14_66610,PA14_66940,PA14_66950,PA14_67770,PA14_67880,PA14_67890,PA14_67920,PA14_67930,PA14_68340,PA14_68480,PA14_68770,PA14_69500,PA14_69670,PA14_70280,PA14_71060,PA14_71180,PA14_71720,PA14_71740,PA14_72510,PA14_72690,PA14_72850
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	174	202	1581	2055	0.000435583773847	0.020036853597	PA14_00360,PA14_01670,PA14_01680,PA14_01690,PA14_01800,PA14_02330,PA14_02340,PA14_02360,PA14_03855,PA14_03920,PA14_03940,PA14_03950,PA14_03960,PA14_04080,PA14_04220,PA14_04230,PA14_04240,PA14_04250,PA14_04910,PA14_04920,PA14_10140,PA14_10160,PA14_10170,PA14_10180,PA14_11530,PA14_12920,PA14_12940,PA14_12960,PA14_13010,PA14_13990,PA14_14100,PA14_14500,PA14_14510,PA14_17610,PA14_17620,PA14_18600,PA14_19500,PA14_19510,PA14_19520,PA14_19540,PA14_19570,PA14_19580,PA14_20030,PA14_20170,PA14_20300,PA14_20330,PA14_20580,PA14_21140,PA14_21150,PA14_21160,PA14_21175,PA14_22330,PA14_22660,PA14_22980,PA14_22990,PA14_23000,PA14_23010,PA14_25430,PA14_25440,PA14_25450,PA14_26210,PA14_26220,PA14_26230,PA14_26240,PA14_29090,PA14_29480,PA14_30470,PA14_30520,PA14_30540,PA14_30550,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_34260,PA14_34270,PA14_34280,PA14_34370,PA14_34390,PA14_34410,PA14_34420,PA14_34770,PA14_34780,PA14_34790,PA14_37840,PA14_37850,PA14_37870,PA14_37880,PA14_39320,PA14_39330,PA14_39350,PA14_40240,PA14_40390,PA14_40410,PA14_40420,PA14_41130,PA14_41140,PA14_41150,PA14_41160,PA14_45110,PA14_45340,PA14_45350,PA14_45380,PA14_46220,PA14_46910,PA14_46920,PA14_46930,PA14_46950,PA14_47920,PA14_47940,PA14_47950,PA14_47960,PA14_48115,PA14_48460,PA14_50520,PA14_50530,PA14_50540,PA14_50550,PA14_50560,PA14_52750,PA14_52770,PA14_52780,PA14_52790,PA14_54970,PA14_54980,PA14_57830,PA14_57840,PA14_57850,PA14_57870,PA14_57880,PA14_57930,PA14_58350,PA14_58360,PA14_58390,PA14_58420,PA14_58450,PA14_58470,PA14_58490,PA14_62000,PA14_62010,PA14_64280,PA14_64290,PA14_64300,PA14_64310,PA14_64860,PA14_64870,PA14_64880,PA14_64890,PA14_64900,PA14_66080,PA14_67270,PA14_67280,PA14_67300,PA14_68060,PA14_68070,PA14_68080,PA14_68090,PA14_68890,PA14_68900,PA14_70200,PA14_70810,PA14_70830,PA14_70850,PA14_71000,PA14_71020,PA14_71160,PA14_71940,PA14_71960,PA14_72550,PA14_72580,PA14_72590,PA14_72620,PA14_72630
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	838	1053	1581	2055	0.00205776409121	0.0709928611469	PA14_00060,PA14_00120,PA14_00190,PA14_00280,PA14_00290,PA14_01190,PA14_01240,PA14_01290,PA14_01300,PA14_01310,PA14_01320,PA14_01360,PA14_01380,PA14_01600,PA14_01620,PA14_01660,PA14_01830,PA14_01900,PA14_01910,PA14_02050,PA14_02300,PA14_02310,PA14_02380,PA14_02450,PA14_02680,PA14_02700,PA14_02730,PA14_02740,PA14_02760,PA14_02770,PA14_02830,PA14_02840,PA14_03030,PA14_03050,PA14_03330,PA14_03450,PA14_03730,PA14_03810,PA14_03830,PA14_03860,PA14_03880,PA14_03900,PA14_04110,PA14_04150,PA14_04310,PA14_04320,PA14_04380,PA14_04480,PA14_04630,PA14_04760,PA14_04950,PA14_04980,PA14_05050,PA14_05080,PA14_05150,PA14_05220,PA14_05230,PA14_05270,PA14_05480,PA14_05590,PA14_05690,PA14_05740,PA14_05750,PA14_05770,PA14_05810,PA14_05820,PA14_05840,PA14_06290,PA14_06420,PA14_06430,PA14_06450,PA14_06500,PA14_06510,PA14_06530,PA14_06540,PA14_06570,PA14_06600,PA14_06620,PA14_06640,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06740,PA14_06750,PA14_06920,PA14_07090,PA14_07130,PA14_07170,PA14_07190,PA14_07230,PA14_07290,PA14_07580,PA14_07590,PA14_07600,PA14_07740,PA14_07780,PA14_07790,PA14_07910,PA14_07930,PA14_07940,PA14_08340,PA14_08350,PA14_08390,PA14_08400,PA14_08460,PA14_08470,PA14_08480,PA14_08520,PA14_08620,PA14_09150,PA14_09420,PA14_09440,PA14_09450,PA14_09580,PA14_09600,PA14_09630,PA14_09710,PA14_09730,PA14_09820,PA14_10040,PA14_10240,PA14_10500,PA14_10550,PA14_10570,PA14_10590,PA14_10610,PA14_10620,PA14_10630,PA14_10640,PA14_10650,PA14_10730,PA14_10990,PA14_11000,PA14_11020,PA14_11030,PA14_11190,PA14_11250,PA14_11260,PA14_11430,PA14_11460,PA14_11470,PA14_11510,PA14_11550,PA14_11560,PA14_11810,PA14_11860,PA14_12010,PA14_12020,PA14_12060,PA14_12120,PA14_12130,PA14_12390,PA14_12400,PA14_12410,PA14_12710,PA14_13030,PA14_13040,PA14_13090,PA14_13230,PA14_13250,PA14_13290,PA14_13300,PA14_13320,PA14_13330,PA14_13500,PA14_13780,PA14_13800,PA14_13830,PA14_14010,PA14_14020,PA14_14470,PA14_14680,PA14_14700,PA14_14820,PA14_14880,PA14_14960,PA14_15310,PA14_15340,PA14_15740,PA14_15890,PA14_16070,PA14_16090,PA14_16690,PA14_16700,PA14_16860,PA14_16950,PA14_17080,PA14_17120,PA14_17130,PA14_17180,PA14_17190,PA14_17210,PA14_17220,PA14_17270,PA14_17290,PA14_17310,PA14_17320,PA14_17340,PA14_17420,PA14_17450,PA14_17520,PA14_17675,PA14_17860,PA14_18010,PA14_18120,PA14_18140,PA14_18150,PA14_18275,PA14_18300,PA14_18340,PA14_18350,PA14_18360,PA14_18370,PA14_18470,PA14_18500,PA14_18550,PA14_18565,PA14_18580,PA14_18610,PA14_18710,PA14_18740,PA14_18750,PA14_19050,PA14_19090,PA14_19130,PA14_19140,PA14_19530,PA14_19560,PA14_19900,PA14_19910,PA14_19920,PA14_20200,PA14_20380,PA14_20420,PA14_20430,PA14_20560,PA14_20650,PA14_20890,PA14_20940,PA14_20950,PA14_21210,PA14_21310,PA14_21340,PA14_21410,PA14_22050,PA14_22510,PA14_22530,PA14_22540,PA14_22890,PA14_22910,PA14_22930,PA14_23070,PA14_23080,PA14_23090,PA14_23210,PA14_23220,PA14_23240,PA14_23250,PA14_23270,PA14_23280,PA14_23290,PA14_23310,PA14_23320,PA14_23380,PA14_23450,PA14_23470,PA14_23500,PA14_23560,PA14_23620,PA14_23750,PA14_23760,PA14_23790,PA14_23800,PA14_23850,PA14_23860,PA14_23880,PA14_23920,PA14_23930,PA14_24270,PA14_24445,PA14_24640,PA14_24690,PA14_24730,PA14_24830,PA14_24890,PA14_24900,PA14_24910,PA14_24940,PA14_24950,PA14_25195,PA14_25210,PA14_25250,PA14_25390,PA14_25510,PA14_25530,PA14_25550,PA14_25590,PA14_25640,PA14_25650,PA14_25660,PA14_25690,PA14_25740,PA14_25900,PA14_25920,PA14_25930,PA14_25970,PA14_25980,PA14_25990,PA14_26010,PA14_26470,PA14_26480,PA14_26485,PA14_26500,PA14_26510,PA14_26530,PA14_26890,PA14_27100,PA14_27330,PA14_27390,PA14_27500,PA14_27520,PA14_27570,PA14_27755,PA14_27850,PA14_27960,PA14_28180,PA14_29110,PA14_29320,PA14_29600,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_29940,PA14_29980,PA14_29990,PA14_30010,PA14_30020,PA14_30110,PA14_30180,PA14_30190,PA14_30340,PA14_30460,PA14_30490,PA14_30670,PA14_30750,PA14_31500,PA14_31530,PA14_31540,PA14_31580,PA14_31760,PA14_31820,PA14_32080,PA14_32100,PA14_32240,PA14_32340,PA14_32650,PA14_32670,PA14_32690,PA14_32985,PA14_33000,PA14_33010,PA14_33030,PA14_33040,PA14_33500,PA14_33510,PA14_33860,PA14_34180,PA14_34190,PA14_34350,PA14_34360,PA14_34600,PA14_34640,PA14_34970,PA14_35190,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_35340,PA14_35440,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_35970,PA14_36050,PA14_36070,PA14_36100,PA14_36320,PA14_36330,PA14_36370,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36690,PA14_36810,PA14_37270,PA14_37290,PA14_37310,PA14_37340,PA14_37530,PA14_37550,PA14_37560,PA14_37570,PA14_37830,PA14_38140,PA14_38200,PA14_38330,PA14_38350,PA14_38440,PA14_38460,PA14_38470,PA14_38480,PA14_38490,PA14_38510,PA14_38530,PA14_38550,PA14_38590,PA14_38640,PA14_38660,PA14_38690,PA14_38840,PA14_38860,PA14_39020,PA14_39100,PA14_39280,PA14_39530,PA14_39590,PA14_39640,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40070,PA14_40310,PA14_40510,PA14_40670,PA14_40770,PA14_41350,PA14_41380,PA14_41470,PA14_41530,PA14_41540,PA14_41560,PA14_41563,PA14_41830,PA14_41840,PA14_41920,PA14_42080,PA14_42090,PA14_42230,PA14_42690,PA14_42730,PA14_42740,PA14_42760,PA14_42850,PA14_43110,PA14_43130,PA14_43280,PA14_43320,PA14_43440,PA14_43600,PA14_43610,PA14_43640,PA14_43680,PA14_43690,PA14_43780,PA14_43790,PA14_44020,PA14_44030,PA14_44050,PA14_44060,PA14_44070,PA14_44140,PA14_44260,PA14_44290,PA14_44340,PA14_44350,PA14_44360,PA14_44370,PA14_44380,PA14_44390,PA14_44400,PA14_44470,PA14_44500,PA14_44590,PA14_44710,PA14_44740,PA14_44770,PA14_44820,PA14_44830,PA14_44840,PA14_44850,PA14_44860,PA14_44970,PA14_45000,PA14_45010,PA14_45050,PA14_45170,PA14_45190,PA14_45940,PA14_46120,PA14_46440,PA14_46490,PA14_46960,PA14_46970,PA14_47100,PA14_47150,PA14_47160,PA14_47180,PA14_47190,PA14_47210,PA14_47550,PA14_47600,PA14_47650,PA14_47660,PA14_47670,PA14_47680,PA14_47690,PA14_47720,PA14_47730,PA14_47750,PA14_47760,PA14_47790,PA14_47850,PA14_47860,PA14_47970,PA14_48000,PA14_48010,PA14_48020,PA14_48440,PA14_48450,PA14_48470,PA14_48490,PA14_49070,PA14_49080,PA14_49250,PA14_49260,PA14_49300,PA14_49380,PA14_49460,PA14_49470,PA14_49620,PA14_49650,PA14_49710,PA14_49820,PA14_49840,PA14_50660,PA14_50760,PA14_50800,PA14_51040,PA14_51050,PA14_51170,PA14_51240,PA14_51270,PA14_51330,PA14_51350,PA14_51360,PA14_51670,PA14_51680,PA14_52040,PA14_52160,PA14_52180,PA14_52210,PA14_52580,PA14_52610,PA14_52630,PA14_52660,PA14_52670,PA14_52690,PA14_52700,PA14_52720,PA14_52800,PA14_52850,PA14_52870,PA14_52900,PA14_52910,PA14_52990,PA14_53070,PA14_53220,PA14_53230,PA14_53260,PA14_53290,PA14_53340,PA14_53420,PA14_53470,PA14_53480,PA14_53510,PA14_53950,PA14_53970,PA14_53980,PA14_54000,PA14_54170,PA14_54290,PA14_54450,PA14_54620,PA14_54880,PA14_55130,PA14_56060,PA14_56240,PA14_56300,PA14_56450,PA14_56900,PA14_57160,PA14_57200,PA14_57210,PA14_57260,PA14_57320,PA14_57330,PA14_57500,PA14_57540,PA14_57560,PA14_57570,PA14_57770,PA14_57780,PA14_57800,PA14_57810,PA14_57890,PA14_57900,PA14_58030,PA14_58110,PA14_58170,PA14_58180,PA14_58190,PA14_58220,PA14_58515,PA14_58560,PA14_58630,PA14_58700,PA14_58780,PA14_58830,PA14_58870,PA14_60100,PA14_60120,PA14_60200,PA14_60330,PA14_60380,PA14_60420,PA14_60490,PA14_60710,PA14_60890,PA14_61040,PA14_61110,PA14_61210,PA14_61400,PA14_61460,PA14_61470,PA14_61580,PA14_61660,PA14_61710,PA14_61750,PA14_61770,PA14_61860,PA14_62130,PA14_62150,PA14_62160,PA14_62200,PA14_62570,PA14_62580,PA14_62590,PA14_62600,PA14_62620,PA14_62630,PA14_62830,PA14_62840,PA14_62850,PA14_62910,PA14_62930,PA14_62940,PA14_63090,PA14_63100,PA14_63110,PA14_63120,PA14_63250,PA14_63270,PA14_63370,PA14_63570,PA14_63580,PA14_63605,PA14_63620,PA14_63850,PA14_63920,PA14_63940,PA14_63990,PA14_64090,PA14_64200,PA14_64220,PA14_64350,PA14_64370,PA14_64390,PA14_64440,PA14_64610,PA14_64620,PA14_64800,PA14_64810,PA14_64950,PA14_64960,PA14_64980,PA14_65110,PA14_65230,PA14_65250,PA14_65320,PA14_65420,PA14_65480,PA14_65500,PA14_65560,PA14_65710,PA14_65760,PA14_65795,PA14_65820,PA14_65840,PA14_66040,PA14_66060,PA14_66100,PA14_66220,PA14_66230,PA14_66240,PA14_66250,PA14_66260,PA14_66290,PA14_66310,PA14_66440,PA14_66550,PA14_66560,PA14_66570,PA14_66600,PA14_66610,PA14_66670,PA14_66820,PA14_66900,PA14_66940,PA14_66950,PA14_67240,PA14_67250,PA14_67260,PA14_67320,PA14_67440,PA14_67490,PA14_67500,PA14_67580,PA14_67770,PA14_67880,PA14_67890,PA14_67920,PA14_67930,PA14_68170,PA14_68190,PA14_68200,PA14_68210,PA14_68330,PA14_68340,PA14_68370,PA14_68480,PA14_68510,PA14_68580,PA14_68730,PA14_68770,PA14_68860,PA14_68955,PA14_68980,PA14_69220,PA14_69240,PA14_69440,PA14_69450,PA14_69500,PA14_69670,PA14_69870,PA14_69940,PA14_69990,PA14_70040,PA14_70100,PA14_70110,PA14_70140,PA14_70160,PA14_70240,PA14_70260,PA14_70270,PA14_70280,PA14_70370,PA14_70440,PA14_70470,PA14_70690,PA14_70720,PA14_70940,PA14_70950,PA14_71060,PA14_71180,PA14_71220,PA14_71260,PA14_71280,PA14_71300,PA14_71310,PA14_71420,PA14_71470,PA14_71500,PA14_71510,PA14_71530,PA14_71560,PA14_71570,PA14_71600,PA14_71620,PA14_71630,PA14_71650,PA14_71720,PA14_71740,PA14_71890,PA14_71970,PA14_71990,PA14_72000,PA14_72510,PA14_72540,PA14_72690,PA14_72780,PA14_72850,PA14_72870,PA14_72880,PA14_73050,PA14_73070,PA14_73170,PA14_73220,PA14_73230,PA14_73240,PA14_73250,PA14_73260,PA14_73280,PA14_73290,PA14_73300
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	48	52	1581	2055	0.00319347432596	0.0881398913966	PA14_00280,PA14_01360,PA14_01380,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_08470,PA14_09160,PA14_11030,PA14_12390,PA14_18670,PA14_23560,PA14_25920,PA14_25930,PA14_25970,PA14_25990,PA14_26470,PA14_26480,PA14_26485,PA14_26500,PA14_26510,PA14_26530,PA14_30340,PA14_39640,PA14_41563,PA14_44470,PA14_47150,PA14_47650,PA14_47660,PA14_47670,PA14_47680,PA14_47690,PA14_47720,PA14_47730,PA14_47760,PA14_47790,PA14_55580,PA14_61580,PA14_61710,PA14_64520,PA14_66550,PA14_69240,PA14_69440,PA14_69450,PA14_72870
pau03430	Mismatch repair - Pseudomonas aeruginosa UCBPP-PA14	20	20	1581	2055	0.00513185137987	0.118032581737	PA14_00020,PA14_09200,PA14_11570,PA14_12200,PA14_14460,PA14_15230,PA14_16220,PA14_17260,PA14_17500,PA14_22380,PA14_25760,PA14_41050,PA14_44630,PA14_44660,PA14_55080,PA14_56080,PA14_59150,PA14_60080,PA14_65350,PA14_71870
pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	33	36	1581	2055	0.0199289381218	0.392884780116	PA14_04480,PA14_05270,PA14_05690,PA14_05740,PA14_05750,PA14_05770,PA14_05810,PA14_07290,PA14_10730,PA14_14820,PA14_17080,PA14_17290,PA14_17450,PA14_18710,PA14_19090,PA14_23320,PA14_24640,PA14_25740,PA14_26890,PA14_44140,PA14_49460,PA14_49470,PA14_52160,PA14_58110,PA14_60100,PA14_60120,PA14_61470,PA14_62910,PA14_62930,PA14_70260,PA14_70370,PA14_72540,PA14_73070
pau01232	Nucleotide metabolism - Pseudomonas aeruginosa UCBPP-PA14	44	50	1581	2055	0.0370986656948	0.639951983235	PA14_01660,PA14_01830,PA14_04480,PA14_05050,PA14_05270,PA14_05690,PA14_07290,PA14_10730,PA14_14820,PA14_15310,PA14_15340,PA14_16700,PA14_17080,PA14_17290,PA14_17450,PA14_18830,PA14_18850,PA14_19090,PA14_23320,PA14_24730,PA14_25740,PA14_30110,PA14_32340,PA14_39530,PA14_44140,PA14_44500,PA14_44710,PA14_44740,PA14_44770,PA14_49460,PA14_49470,PA14_49840,PA14_52160,PA14_58110,PA14_60100,PA14_60120,PA14_60200,PA14_61460,PA14_61470,PA14_65230,PA14_69940,PA14_70260,PA14_70440,PA14_72540
pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	37	42	1581	2055	0.0536981921238	0.741484666748	PA14_04110,PA14_05080,PA14_05220,PA14_05230,PA14_07090,PA14_08390,PA14_14700,PA14_16070,PA14_19130,PA14_23240,PA14_23250,PA14_23270,PA14_23500,PA14_23800,PA14_23930,PA14_25210,PA14_27570,PA14_29110,PA14_33030,PA14_39590,PA14_40670,PA14_42690,PA14_42730,PA14_42740,PA14_45940,PA14_50660,PA14_52210,PA14_52580,PA14_54880,PA14_60200,PA14_63110,PA14_63120,PA14_65480,PA14_66260,PA14_66440,PA14_68730,PA14_71060
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	354	444	1581	2055	0.0636599267278	0.741484666748	PA14_00060,PA14_00280,PA14_00290,PA14_01360,PA14_01380,PA14_02300,PA14_02730,PA14_03030,PA14_03330,PA14_03810,PA14_03830,PA14_03860,PA14_03880,PA14_04110,PA14_04310,PA14_04320,PA14_04380,PA14_04630,PA14_05080,PA14_05150,PA14_05220,PA14_05230,PA14_05480,PA14_05840,PA14_06290,PA14_06430,PA14_06450,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06920,PA14_07090,PA14_07130,PA14_07190,PA14_07230,PA14_07580,PA14_07910,PA14_07930,PA14_07940,PA14_08340,PA14_08350,PA14_08390,PA14_08400,PA14_08470,PA14_08480,PA14_09150,PA14_09420,PA14_09440,PA14_09450,PA14_09730,PA14_09820,PA14_10230,PA14_10240,PA14_10280,PA14_10900,PA14_11020,PA14_11030,PA14_11250,PA14_11430,PA14_11510,PA14_11550,PA14_11560,PA14_11810,PA14_11860,PA14_12010,PA14_12390,PA14_13090,PA14_13290,PA14_13300,PA14_13320,PA14_13500,PA14_14110,PA14_14680,PA14_14700,PA14_14820,PA14_14880,PA14_15310,PA14_15740,PA14_15890,PA14_16070,PA14_16090,PA14_16700,PA14_16860,PA14_17110,PA14_17120,PA14_17130,PA14_17270,PA14_17320,PA14_17340,PA14_17420,PA14_17450,PA14_17675,PA14_18010,PA14_18610,PA14_18740,PA14_19140,PA14_19900,PA14_19910,PA14_19920,PA14_20940,PA14_22510,PA14_22540,PA14_22890,PA14_22930,PA14_23070,PA14_23080,PA14_23220,PA14_23270,PA14_23280,PA14_23290,PA14_23310,PA14_23500,PA14_23560,PA14_23750,PA14_23760,PA14_23790,PA14_23800,PA14_23850,PA14_23860,PA14_23920,PA14_24950,PA14_25250,PA14_25590,PA14_25640,PA14_25650,PA14_25660,PA14_25900,PA14_25980,PA14_25990,PA14_26010,PA14_26650,PA14_26730,PA14_27100,PA14_27330,PA14_27390,PA14_27500,PA14_27960,PA14_29110,PA14_30110,PA14_30180,PA14_30190,PA14_30340,PA14_31500,PA14_31530,PA14_31540,PA14_31580,PA14_31760,PA14_31820,PA14_32985,PA14_33000,PA14_33010,PA14_33030,PA14_33040,PA14_33500,PA14_33510,PA14_34640,PA14_34970,PA14_35270,PA14_35440,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_35970,PA14_36320,PA14_36330,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36810,PA14_37560,PA14_38140,PA14_38200,PA14_38350,PA14_38840,PA14_38860,PA14_39590,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40310,PA14_40670,PA14_41470,PA14_41563,PA14_41830,PA14_41920,PA14_42080,PA14_42090,PA14_42230,PA14_42690,PA14_42760,PA14_43130,PA14_43320,PA14_43440,PA14_43600,PA14_43640,PA14_44020,PA14_44030,PA14_44050,PA14_44060,PA14_44070,PA14_44140,PA14_44290,PA14_44470,PA14_44590,PA14_45050,PA14_45170,PA14_45190,PA14_46120,PA14_46970,PA14_47100,PA14_47150,PA14_48440,PA14_48450,PA14_48470,PA14_48490,PA14_49620,PA14_50760,PA14_51240,PA14_51270,PA14_51350,PA14_51360,PA14_51380,PA14_51390,PA14_51410,PA14_51420,PA14_51430,PA14_52040,PA14_52580,PA14_52610,PA14_52800,PA14_52900,PA14_53220,PA14_53230,PA14_53260,PA14_53950,PA14_54170,PA14_54880,PA14_55580,PA14_56240,PA14_56300,PA14_57160,PA14_57210,PA14_57770,PA14_57780,PA14_57800,PA14_58030,PA14_58630,PA14_58830,PA14_60330,PA14_60380,PA14_60420,PA14_60470,PA14_60890,PA14_61040,PA14_61210,PA14_61400,PA14_61460,PA14_61580,PA14_61710,PA14_61750,PA14_61770,PA14_62130,PA14_62150,PA14_62160,PA14_62580,PA14_62590,PA14_62600,PA14_62620,PA14_62630,PA14_62830,PA14_62910,PA14_62930,PA14_62940,PA14_63110,PA14_63120,PA14_63250,PA14_63270,PA14_63370,PA14_63620,PA14_63850,PA14_63990,PA14_64090,PA14_64200,PA14_64220,PA14_65250,PA14_65320,PA14_65500,PA14_65560,PA14_65760,PA14_65820,PA14_66040,PA14_66260,PA14_66290,PA14_66310,PA14_66550,PA14_66560,PA14_66570,PA14_66600,PA14_66610,PA14_66900,PA14_66940,PA14_66950,PA14_67490,PA14_67770,PA14_67880,PA14_67890,PA14_67920,PA14_67930,PA14_68170,PA14_68190,PA14_68200,PA14_68210,PA14_68330,PA14_68340,PA14_68480,PA14_68580,PA14_68730,PA14_68770,PA14_68860,PA14_68955,PA14_68980,PA14_69240,PA14_69440,PA14_69450,PA14_69500,PA14_69670,PA14_69940,PA14_70270,PA14_70280,PA14_70690,PA14_70720,PA14_71060,PA14_71180,PA14_71570,PA14_71600,PA14_71620,PA14_71630,PA14_71890,PA14_71970,PA14_72510,PA14_72690,PA14_72850,PA14_72870,PA14_72880
