rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PA14_22910	22914.9009962831	-4.6160604537506	0.11532492968623	-40.0265620478567	0	0
PA14_22980	13858.6940585217	-4.68390193201481	0.0931074416025873	-50.3064185997852	0	0
PA14_23090	9688.81331057301	-3.67689006924254	0.103055993432827	-35.6785660568027	8.50009641377752e-279	1.23846404748738e-275
PA14_72990	7695.18682473858	-3.38976762964014	0.0988871223058801	-34.2791614377738	1.60437818906824e-257	1.55838601431495e-254
PA14_72980	4014.2464467411	-3.048281026312	0.0918392325629399	-33.1914906216462	1.42831013400421e-241	1.18917020871093e-238
PA14_35340	5733.61153775997	-5.75760771097555	0.174290246512775	-33.0345950285493	2.58918179031812e-239	1.88621893424675e-236
PA14_35360	6101.18741798377	-6.11598482812654	0.193394273901761	-31.6244359501217	1.70393777756953e-219	1.10339437418614e-216
PA14_23080	8138.09229113461	-4.76106313796949	0.153235932086973	-31.0701483204815	6.09768576461861e-212	3.23066478510884e-209
PA14_23070	22729.9771383358	-4.46611407159225	0.144419564107378	-30.9245779766488	5.58297865184291e-210	2.71146663191171e-207
PA14_40390	4802.85472943637	-3.93516765847496	0.131042681306306	-30.0296637648667	4.02454797379929e-198	1.56367103942015e-195
PA14_22890	19885.6364453693	-4.11993234956373	0.139047907608421	-29.6295889699115	6.214908502612e-193	2.01224926406793e-190
PA14_35320	5143.63763466354	-5.71454184030653	0.193902720247128	-29.4711793265375	6.74091113213395e-191	1.87076333705127e-188
PA14_22930	7318.34678320921	-3.46451087983541	0.118738612115278	-29.1776265371189	3.72885967081496e-187	9.05491423396233e-185
PA14_40380	7348.13523006663	-4.71529797443681	0.16338148310547	-28.8606633065809	3.72348811107464e-183	8.346341812055e-181
PA14_63110	15217.6077262417	-4.48779362313267	0.162851401323622	-27.557599054456	3.58836096926977e-167	7.21136818238076e-165
PA14_34640	3528.78571567258	-3.40521943363461	0.124400060145558	-27.3731333381209	5.72958123494203e-165	1.11306664790807e-162
PA14_63150	8306.82112529586	-3.5125919344402	0.128956914393726	-27.2384924139523	2.2747493335985e-163	4.14288722381627e-161
PA14_73000	7364.94243078399	-4.64953630911322	0.170960870319709	-27.1964941475687	7.14559669453951e-163	1.26195568290231e-160
PA14_63130	14057.5494971731	-3.96347944792287	0.146021749911102	-27.1430759481778	3.05638553533857e-162	5.23900438233918e-160
PA14_35330	2240.26220227473	-4.89300330355725	0.183990287283107	-26.5938130529051	8.00406237444373e-156	1.29576876439606e-153
PA14_63220	3954.13474765031	-3.10322329656232	0.116831449365539	-26.5615406931488	1.88947557680451e-155	2.9761793680045e-153
PA14_63160	6195.78772994488	-3.38337832136391	0.128004596502927	-26.4316939687907	5.92452101143432e-154	8.85336114221519e-152
PA14_40410	1796.45095336571	-2.68004655948972	0.10641172904365	-25.185631166564	5.75615122734518e-140	7.13762752190802e-138
PA14_34660	5929.1979735718	-1.88154164896645	0.074910760334123	-25.1171078837572	3.23443501941543e-139	3.92714318607357e-137
PA14_23010	5069.82290706888	-3.91677192490386	0.156813719119433	-24.9772274192461	1.08097191628149e-137	1.28569476083439e-135
PA14_73010	26134.6478161878	-4.87488911257546	0.199788398548827	-24.4002612162891	1.69929873170168e-131	1.94186529575635e-129
PA14_09950	4582.17940803215	-3.64238303884663	0.15032521181505	-24.2300209982605	1.07405192474053e-129	1.20376434949766e-127
PA14_18330	3867.72581333806	-2.26251222021807	0.0940118607573551	-24.0662423016775	5.64382477793925e-128	6.09115014922777e-126
PA14_18360	5327.65032880889	-2.47178304651309	0.103586940918202	-23.8619175796007	7.61669598940735e-126	7.78773758355545e-124
PA14_18350	12975.5880160375	-2.40902803166296	0.101862734241546	-23.6497483559636	1.18737378805444e-123	1.15333573946355e-121
PA14_63120	34099.9868547502	-4.51250275568845	0.193076479972901	-23.3715818535836	8.31650814821457e-121	7.6934300774277e-119
PA14_43910	486.401231887642	-1.67886454534909	0.0719444627972017	-23.3355630172888	1.93162690670162e-120	1.75898775191516e-118
PA14_40420	4350.46422371209	-1.77301620484916	0.078404715034503	-22.6136426115307	3.18167777252587e-113	2.76758478481803e-111
PA14_18340	3631.20692988622	-2.49659701812898	0.113573427091252	-21.982228432035	4.26028897045979e-107	3.59840059707821e-105
PA14_11280	2529.04060028049	-2.24553524283554	0.102216601749188	-21.9684004790678	5.7767270968141e-107	4.80953793146179e-105
PA14_22940	2606.72054597675	-2.89634339375569	0.132068676426551	-21.9305854508694	1.32709005977868e-106	1.08933533357608e-104
PA14_73070	9377.37748769551	-2.8408781923699	0.129914372634358	-21.8673125595234	5.32001343632856e-106	4.18987004147606e-104
PA14_18370	9022.51105663231	-2.5513652541586	0.116767644563436	-21.8499333757865	7.78464055128519e-106	6.04918468438534e-104
PA14_54190	6166.28683198203	-2.46152850933559	0.114431262583447	-21.5109792006408	1.22882940384686e-102	9.42318127055195e-101
PA14_41470	23491.6130247484	-1.77724749601082	0.0834490685876448	-21.2973916436732	1.20020846309282e-100	8.96771143962176e-99
PA14_44311	30743.6510501991	-3.64109050603486	0.176031939398817	-20.6842605862884	4.80077614251397e-95	3.41206382421603e-93
PA14_17690	2681.02194413866	-2.84956516994746	0.138088879333401	-20.6357324623331	1.31143426267119e-94	9.2084805817442e-93
PA14_11310	4171.56764330617	-2.64732809933808	0.129505166512092	-20.4418724799748	7.09636545589598e-93	4.92352593773354e-91
PA14_18320	702.797496615236	-2.22281044754772	0.108791843992421	-20.4317747174371	8.72716605212495e-93	5.98375573550402e-91
PA14_63550	652.6464228183	-1.53985714373582	0.0755826595101273	-20.3731537592891	2.89425342606168e-92	1.93881712265373e-90
PA14_23000	1730.07166225804	-2.79765710434218	0.137723599705921	-20.3135636181161	9.75622987674033e-92	6.46128496836849e-90
PA14_18300	9354.99834697872	-2.33955840297317	0.117436988147633	-19.9218188398365	2.63252733701563e-88	1.64971713119646e-86
PA14_69190	12075.3198191159	-2.14234587283701	0.107874838043309	-19.8595512326694	9.11211253444453e-88	5.64950977135561e-86
PA14_11290	9498.44662612636	-2.6792312357119	0.135567717278812	-19.7630474975228	6.19492565408229e-87	3.76083611583245e-85
PA14_34630	3515.85757880055	-3.50954479411887	0.177732799928279	-19.7461852597556	8.65110291598811e-87	5.19779667983286e-85
PA14_19680	3123.62487202382	-5.3059551089352	0.269045635756431	-19.721394454206	1.41279238798656e-86	8.40178983386291e-85
PA14_39130	5040.16587372329	-1.73214571200756	0.0882422707075061	-19.6294326757417	8.66770714596577e-86	5.10256537845338e-84
PA14_10750	718.501162027158	-1.80001366560684	0.0918064287282737	-19.6066189540438	1.35762427501998e-85	7.83389532160043e-84
PA14_49270	1318.08239181993	-3.31681115225069	0.170615906935045	-19.4402222620041	3.52634760068949e-84	1.97611094392484e-82
PA14_22990	1358.002865988	-2.57032056073514	0.132349580162591	-19.4206929676505	5.15891155886154e-84	2.86344157762334e-82
PA14_39630	1910.47312734901	-4.42761021692866	0.232522599173393	-19.0416339429742	7.70849145978567e-81	4.15973039144731e-79
PA14_21760	18916.6742886171	-2.05794430863612	0.110190249206001	-18.6762832779223	7.72117255316208e-78	3.9822118265335e-76
PA14_44050	3973.65134521276	-1.87186206339173	0.101490982042998	-18.4436294310238	5.86677434492512e-76	2.87324041027089e-74
PA14_35300	4140.3782474647	-3.91732939025274	0.212521719590634	-18.4326072544416	7.19313781597093e-76	3.49346726595655e-74
PA14_56780	14087.9065504101	-2.20620869987809	0.12078388467343	-18.2657537952445	1.5505684668521e-74	7.40714182361807e-73
PA14_64520	4969.78578291326	-2.86492047846554	0.159068526970245	-18.0106054480623	1.60859460792009e-72	7.56039465722443e-71
PA14_29940	20424.5627701919	-2.39811435110073	0.133750839143136	-17.9297144336743	6.91338444929297e-72	3.22329636563836e-70
PA14_30180	18805.1640223547	-1.51092367503095	0.085477986590724	-17.676172957435	6.39954597025238e-70	2.91379327458054e-68
PA14_18310	1094.35255318879	-2.25709923838934	0.128336548096409	-17.5873457083617	3.07968910249469e-69	1.39135101467744e-67
PA14_73060	4341.84417921203	-3.47009859304856	0.19734121023007	-17.5842571807629	3.25215350103602e-69	1.45796543107984e-67
PA14_29920	3528.82002215152	-2.42964810017924	0.13846575156208	-17.5469245843795	6.27892178381982e-69	2.77223910273499e-67
PA14_35270	5512.8579788179	-3.70574332351432	0.211352927977893	-17.5334373598171	7.96080916583206e-69	3.4883906630428e-67
PA14_24360	1731.80024023624	-1.52882959535922	0.0883160855251364	-17.3108849454621	3.89384048079739e-67	1.62095016586337e-65
PA14_34610	169.990297604279	-3.5411458275836	0.206368443388117	-17.1593377817159	5.35204027937668e-66	2.1965979400146e-64
PA14_56300	3304.28148221435	-2.41029244532217	0.140488160211973	-17.1565521371015	5.61496331160313e-66	2.28839204056105e-64
PA14_29930	5167.67839483632	-2.29996021900849	0.13442265075984	-17.1099156727507	1.25180582168357e-65	5.0663363394249e-64
PA14_26420	11416.974564871	-3.9912642304404	0.233899606586678	-17.0640057445386	2.7503193970409e-65	1.09786722232564e-63
PA14_44060	7105.14912388482	-1.829534081531	0.107829601909193	-16.9669000825183	1.44353785268152e-64	5.64626752042142e-63
PA14_11550	5815.2281839156	-1.67434641705275	0.0988809036620853	-16.9329603092488	2.57117343250647e-64	9.98986584309847e-63
PA14_29980	4827.16960390754	-2.13385792801329	0.127644134830974	-16.7172422833132	9.81574055167233e-63	3.78848582351963e-61
PA14_25920	940.419639556574	-2.45197567545265	0.146942503141554	-16.6866333635992	1.63959654774343e-62	6.2865583422689e-61
PA14_41920	4046.6138562786	-1.581333362338	0.0954545234315966	-16.5663533323405	1.22003933967265e-61	4.58734791716918e-60
PA14_19690	4055.24103323658	-4.38684120808397	0.264817828939401	-16.5655055237532	1.23735823654757e-61	4.62264346320464e-60
PA14_29890	1225.75334497525	-2.25032006752412	0.136851800048255	-16.44348168406	9.33957197405642e-61	3.44500161169625e-59
PA14_73020	5223.47713165882	-3.99234074843161	0.243828016435214	-16.3735931858856	2.95255703071883e-60	1.06219150463144e-58
PA14_73050	9660.32121285205	-3.54684848908149	0.216694624925322	-16.3679578591477	3.23901076158141e-60	1.15809538150285e-58
PA14_54370	6184.79480685177	-1.55915655471657	0.0955559516384676	-16.3166870088383	7.51023661059804e-60	2.65270660403427e-58
PA14_60710	2785.0456268561	-1.80718812396891	0.110761107406683	-16.3160893411207	7.58410879046487e-60	2.6626618090861e-58
PA14_29990	13036.6164756154	-2.13940637458391	0.132832844011444	-16.1060044336595	2.31507931604489e-58	7.84435014762188e-57
PA14_68450	1876.44675097535	-1.56159953318822	0.097122052716554	-16.0787327852889	3.5966081446017e-58	1.21162036223923e-56
PA14_44290	31242.8808072876	-1.64274354968603	0.103003862195905	-15.9483684850735	2.92437293484351e-57	9.68366219560682e-56
PA14_26400	2181.62285380905	-3.33898927568565	0.210116815323957	-15.8911092886003	7.30238085628825e-57	2.35128594643359e-55
PA14_52380	711.89677883409	-2.76038612000473	0.174308006620328	-15.8362554510609	1.74932514208186e-56	5.5407972435071e-55
PA14_54180	39038.3090648547	-3.64448196361517	0.230890299506107	-15.7844741481605	3.97951847457781e-56	1.24691578870105e-54
PA14_29900	1902.52275895582	-2.16762436113057	0.137878636606948	-15.7212488785324	1.08170285118937e-55	3.37121081108644e-54
PA14_41090	6683.16159908446	-1.94309722068498	0.124389281013788	-15.6210985773734	5.22967440312182e-55	1.59573520530859e-53
PA14_25930	664.492656220719	-2.43967719114904	0.158946534125105	-15.3490430261839	3.59449697438445e-53	1.03706576072835e-51
