pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	53	58	1359	2055	5.90924504826e-06	0.000498218182157	PA14_01290,PA14_01310,PA14_01320,PA14_01360,PA14_01380,PA14_06740,PA14_10500,PA14_11690,PA14_13030,PA14_13040,PA14_29320,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_29940,PA14_29980,PA14_29990,PA14_30010,PA14_30020,PA14_33240,PA14_40510,PA14_44020,PA14_44030,PA14_44050,PA14_44060,PA14_44340,PA14_44350,PA14_44360,PA14_44370,PA14_44380,PA14_44390,PA14_44400,PA14_47150,PA14_47160,PA14_47180,PA14_47190,PA14_47210,PA14_57540,PA14_57560,PA14_57570,PA14_58870,PA14_73230,PA14_73240,PA14_73250,PA14_73260,PA14_73280,PA14_73290,PA14_73300,PA14_73310
pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	60	67	1359	2055	7.22055336459e-06	0.000498218182157	PA14_07560,PA14_08570,PA14_08600,PA14_08720,PA14_08730,PA14_08740,PA14_08750,PA14_08790,PA14_08810,PA14_08840,PA14_08850,PA14_08860,PA14_08870,PA14_08880,PA14_08890,PA14_08900,PA14_08910,PA14_08920,PA14_08930,PA14_08940,PA14_08950,PA14_08960,PA14_08970,PA14_08980,PA14_08990,PA14_09000,PA14_09010,PA14_09020,PA14_09030,PA14_09040,PA14_09070,PA14_09080,PA14_09090,PA14_09100,PA14_09130,PA14_15970,PA14_16000,PA14_17060,PA14_17700,PA14_17710,PA14_23330,PA14_25630,PA14_55631,PA14_55637,PA14_57580,PA14_57590,PA14_60400,PA14_60450,PA14_60460,PA14_61780,PA14_62060,PA14_62090,PA14_65150,PA14_65170,PA14_65180,PA14_66710,PA14_70180,PA14_70190,PA14_70880,PA14_70910
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	321	444	1359	2055	0.00104485136967	0.0480631630048	PA14_00060,PA14_00280,PA14_00290,PA14_00440,PA14_00450,PA14_00770,PA14_01360,PA14_01380,PA14_02300,PA14_02730,PA14_03000,PA14_03330,PA14_03810,PA14_03830,PA14_03980,PA14_04110,PA14_04310,PA14_04320,PA14_04380,PA14_04630,PA14_05080,PA14_05150,PA14_05220,PA14_05480,PA14_06290,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_07130,PA14_07190,PA14_07230,PA14_07580,PA14_07910,PA14_07930,PA14_07940,PA14_08340,PA14_08390,PA14_08470,PA14_08480,PA14_09150,PA14_09210,PA14_09220,PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_09490,PA14_09820,PA14_10240,PA14_11020,PA14_11030,PA14_11400,PA14_11410,PA14_11420,PA14_11550,PA14_11560,PA14_11810,PA14_11860,PA14_12010,PA14_12390,PA14_13290,PA14_13300,PA14_13320,PA14_13500,PA14_14110,PA14_14680,PA14_14820,PA14_14880,PA14_15310,PA14_15740,PA14_15890,PA14_16070,PA14_16090,PA14_16700,PA14_16860,PA14_17110,PA14_17120,PA14_17130,PA14_17270,PA14_17320,PA14_17400,PA14_17420,PA14_17450,PA14_17675,PA14_17930,PA14_17960,PA14_18010,PA14_18380,PA14_18610,PA14_19370,PA14_19430,PA14_19470,PA14_19870,PA14_19900,PA14_19910,PA14_19920,PA14_20670,PA14_22510,PA14_22540,PA14_23070,PA14_23270,PA14_23280,PA14_23310,PA14_23500,PA14_23560,PA14_23750,PA14_23760,PA14_23790,PA14_23800,PA14_23850,PA14_23860,PA14_23920,PA14_24950,PA14_25080,PA14_25090,PA14_25250,PA14_25640,PA14_25650,PA14_25660,PA14_25900,PA14_25990,PA14_26010,PA14_26730,PA14_27100,PA14_27330,PA14_27390,PA14_27500,PA14_29110,PA14_30050,PA14_30110,PA14_30340,PA14_31530,PA14_31580,PA14_31760,PA14_31820,PA14_33000,PA14_33010,PA14_33030,PA14_33040,PA14_33450,PA14_33500,PA14_33510,PA14_34340,PA14_34640,PA14_34970,PA14_35150,PA14_35270,PA14_35440,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_35890,PA14_36310,PA14_36320,PA14_36330,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36810,PA14_36840,PA14_37560,PA14_38140,PA14_38200,PA14_38350,PA14_38840,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40040,PA14_40670,PA14_41170,PA14_41470,PA14_41670,PA14_41830,PA14_41900,PA14_41920,PA14_42230,PA14_42690,PA14_42760,PA14_43600,PA14_43830,PA14_43940,PA14_43950,PA14_43970,PA14_44000,PA14_44010,PA14_44020,PA14_44030,PA14_44050,PA14_44060,PA14_44070,PA14_44140,PA14_44290,PA14_46970,PA14_47100,PA14_47150,PA14_49340,PA14_51270,PA14_51360,PA14_51380,PA14_51390,PA14_51410,PA14_51420,PA14_51430,PA14_51990,PA14_52040,PA14_52050,PA14_52580,PA14_52610,PA14_52800,PA14_53360,PA14_53950,PA14_54170,PA14_54880,PA14_55580,PA14_56240,PA14_56300,PA14_57210,PA14_57710,PA14_57770,PA14_57780,PA14_57800,PA14_58030,PA14_58630,PA14_58830,PA14_60330,PA14_60380,PA14_60420,PA14_60470,PA14_60890,PA14_61040,PA14_61210,PA14_61400,PA14_61460,PA14_61710,PA14_61750,PA14_61770,PA14_62120,PA14_62130,PA14_62150,PA14_62160,PA14_62580,PA14_62590,PA14_62600,PA14_62620,PA14_62830,PA14_62910,PA14_62930,PA14_62940,PA14_63250,PA14_63850,PA14_63990,PA14_64090,PA14_64100,PA14_64110,PA14_64200,PA14_64220,PA14_64740,PA14_65320,PA14_65500,PA14_65560,PA14_65760,PA14_65820,PA14_66040,PA14_66260,PA14_66550,PA14_66560,PA14_66570,PA14_66600,PA14_66900,PA14_67490,PA14_67600,PA14_67770,PA14_67880,PA14_67890,PA14_67920,PA14_67930,PA14_68170,PA14_68190,PA14_68200,PA14_68210,PA14_68330,PA14_68340,PA14_68350,PA14_68480,PA14_68580,PA14_68730,PA14_68870,PA14_68955,PA14_68980,PA14_69440,PA14_69500,PA14_69720,PA14_69940,PA14_70270,PA14_70280,PA14_70670,PA14_70680,PA14_70690,PA14_70720,PA14_71060,PA14_71440,PA14_71460,PA14_71600,PA14_71620,PA14_71800,PA14_71890,PA14_72510
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	15	16	1359	2055	0.0120577629207	0.400402053875	PA14_33450,PA14_34340,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36740,PA14_36840,PA14_38350,PA14_42230,PA14_62620,PA14_70270
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	42	52	1359	2055	0.0145073207926	0.400402053875	PA14_00280,PA14_01360,PA14_01380,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_08470,PA14_09160,PA14_11030,PA14_12390,PA14_18670,PA14_23560,PA14_25920,PA14_25930,PA14_25970,PA14_25990,PA14_26470,PA14_26480,PA14_26485,PA14_26500,PA14_26510,PA14_26530,PA14_30340,PA14_47150,PA14_47650,PA14_47660,PA14_47670,PA14_47680,PA14_47690,PA14_47720,PA14_47730,PA14_47760,PA14_47790,PA14_55580,PA14_57180,PA14_61710,PA14_64520,PA14_66550,PA14_69440
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	9	9	1359	2055	0.0239750054506	0.501926161444	PA14_09210,PA14_09220,PA14_09240,PA14_09270,PA14_09280,PA14_09290,PA14_49340,PA14_54920,PA14_54940
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	134	184	1359	2055	0.025460022682	0.501926161444	PA14_00280,PA14_01360,PA14_01380,PA14_02300,PA14_04580,PA14_04760,PA14_04980,PA14_05250,PA14_05260,PA14_05460,PA14_06510,PA14_06530,PA14_06540,PA14_06570,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_07170,PA14_07590,PA14_07600,PA14_07740,PA14_08470,PA14_08630,PA14_11020,PA14_11030,PA14_11400,PA14_11410,PA14_11420,PA14_11860,PA14_12120,PA14_12130,PA14_12390,PA14_12400,PA14_12410,PA14_13280,PA14_13290,PA14_13300,PA14_13320,PA14_13850,PA14_14730,PA14_14820,PA14_16700,PA14_17080,PA14_17190,PA14_17290,PA14_18710,PA14_19630,PA14_22540,PA14_23270,PA14_23560,PA14_23880,PA14_24640,PA14_24900,PA14_24910,PA14_25660,PA14_25690,PA14_25710,PA14_25920,PA14_25930,PA14_25970,PA14_26470,PA14_26480,PA14_26485,PA14_26500,PA14_26510,PA14_26530,PA14_26890,PA14_29600,PA14_30110,PA14_30340,PA14_33010,PA14_35490,PA14_37830,PA14_38350,PA14_41170,PA14_41350,PA14_41820,PA14_41900,PA14_43600,PA14_43690,PA14_43830,PA14_43970,PA14_44970,PA14_47150,PA14_47650,PA14_47660,PA14_47670,PA14_47680,PA14_47690,PA14_47720,PA14_47730,PA14_47750,PA14_47760,PA14_47790,PA14_51990,PA14_53070,PA14_54290,PA14_56900,PA14_57180,PA14_58700,PA14_58780,PA14_60380,PA14_60890,PA14_61710,PA14_62570,PA14_62580,PA14_62590,PA14_62600,PA14_62850,PA14_62910,PA14_62930,PA14_63850,PA14_64740,PA14_64950,PA14_64960,PA14_65740,PA14_65760,PA14_66260,PA14_66550,PA14_66900,PA14_67580,PA14_68730,PA14_68955,PA14_68980,PA14_69440,PA14_69720,PA14_70240,PA14_70370,PA14_70720,PA14_71460,PA14_72780,PA14_73070
pau04156	Integrated stress response (ISR) signaling pathway - Pseudomonas aeruginosa UCBPP-PA14	8	8	1359	2055	0.0363263035954	0.594880960385	PA14_07470,PA14_43850,PA14_50590,PA14_52320,PA14_57010,PA14_61830,PA14_62790,PA14_62970
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	24	29	1359	2055	0.0387965843729	0.594880960385	PA14_10240,PA14_19470,PA14_35490,PA14_41470,PA14_43940,PA14_43950,PA14_43970,PA14_44000,PA14_44010,PA14_44020,PA14_44030,PA14_44050,PA14_44060,PA14_44070,PA14_44290,PA14_53950,PA14_56300,PA14_58030,PA14_61400,PA14_63850,PA14_68580,PA14_71720,PA14_71740,PA14_71890
pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	29	36	1359	2055	0.0434213751567	0.599214977163	PA14_04480,PA14_05250,PA14_05260,PA14_05270,PA14_05690,PA14_05810,PA14_10730,PA14_14820,PA14_17080,PA14_17290,PA14_17450,PA14_18710,PA14_19090,PA14_23320,PA14_24640,PA14_25740,PA14_26890,PA14_44140,PA14_49470,PA14_52160,PA14_60100,PA14_60120,PA14_61470,PA14_62910,PA14_62930,PA14_70260,PA14_70370,PA14_72540,PA14_73070
