rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PA14_33530	2230.88220293651	4.37886895645568	0.138891435157582	31.5272784926409	3.67391422293074e-218	2.14115720912403e-214
PA14_33610	200243.428202272	6.73953784577245	0.219718662474978	30.6734884049277	1.28509620623873e-206	3.74477034497965e-203
PA14_20020	237851.875604748	7.96352721837181	0.263065813579742	30.271995855356	2.67951143339835e-201	5.2053975446152e-198
PA14_33630	104304.588585825	6.45466546159559	0.218235575388621	29.5765960710187	2.98890066870235e-192	4.35482827429933e-189
PA14_20040	4320.73114065056	6.56679929967821	0.222149263579394	29.560301906341	4.84161643933498e-192	5.64338812168885e-189
PA14_33540	1766.29104729276	5.12050463364801	0.173820699574389	29.4585434656855	9.78584398463898e-191	9.50531645707933e-188
PA14_33650	120430.952389762	6.12328796903991	0.208468873066456	29.372672663165	1.22705998762155e-189	1.02161508683691e-186
PA14_33280	205380.276322447	7.25136167398187	0.24755437013965	29.2919962184116	1.31154848962598e-188	9.55463074692524e-186
PA14_33710	8137.27475815123	5.31264020811896	0.190931501138031	27.8248491027066	2.17133831751203e-170	1.40606219049557e-167
PA14_33580	3755.01537960701	5.13100770381769	0.184961531300603	27.7409451994571	2.24087036608117e-169	1.30597924935211e-166
PA14_33820	13159.1209835039	5.77596064745174	0.210427255801407	27.4487286613805	7.19465785511201e-166	3.81186054359934e-163
PA14_33550	2584.08029872621	5.22707940736239	0.196325803409213	26.6245155582901	3.53188104693186e-156	1.71531689512657e-153
PA14_20030	6172.05694316455	6.7008994530163	0.253695683917296	26.41313935479	9.67996045952538e-154	4.33960073523953e-151
PA14_33750	2690.12182526344	3.22062561807646	0.128206325494129	25.1206452229531	2.95902522675912e-139	1.23179993011087e-136
PA14_33570	2029.82189527885	4.74647166580907	0.191899922430235	24.7340989287509	4.59771995292725e-135	1.786367459044e-132
PA14_33560	3002.77522345842	4.58364385574324	0.190561242079215	24.0533899009635	7.69307628747483e-128	2.80220303771271e-125
PA14_33810	33105.5140255763	6.15854716545188	0.257162327410659	23.9480923487576	9.67288980241919e-127	3.31609422167642e-124
PA14_33720	8642.32553716854	5.38616347941693	0.226322318434127	23.7986404375962	3.44979769681921e-125	1.11696783205902e-122
PA14_33590	3589.99005834834	5.17500805267997	0.218073693655041	23.7305470730736	1.74507391838545e-124	5.35278462965811e-122
PA14_33520	7019.95159777239	6.36281505539888	0.269434693960801	23.6154259195906	2.67598922674877e-123	7.79783260674591e-121
PA14_33510	5983.93099693765	6.504408838173	0.276542273441068	23.5204866049498	2.51751823721068e-122	6.98671251736373e-120
PA14_33830	5869.46895607452	6.29549716950905	0.26960053246522	23.3512045096617	1.3398660168774e-120	3.54942688470976e-118
PA14_33740	6938.03110823266	4.74173204244272	0.205401780469355	23.0851555016105	6.52727691809018e-118	1.65395521211433e-115
PA14_33270	3444.98790245479	6.30398244163727	0.275214166751683	22.905733800125	4.07338666182873e-116	9.89154061047411e-114
PA14_33600	5275.04203862622	4.69589341635205	0.20862252191171	22.5090434787256	3.3849483981437e-112	7.8909917057526e-110
PA14_33730	5042.70543317929	5.17654425261107	0.23153113788262	22.3578750571141	1.01218477403539e-110	2.26885110118395e-108
PA14_33770	3724.1390391996	3.06132057205734	0.137670213016651	22.2366226141241	1.51973851679093e-109	3.2803837317991e-107
PA14_20050	3666.48336432458	4.1900996113389	0.191562944035901	21.8732262255983	4.67333561104137e-106	9.7272142646961e-104
PA14_33760	4013.77620982893	2.94145713396418	0.143452881648469	20.5046918553524	1.95503883085654e-93	3.92895389870067e-91
PA14_33700	5855.90743920318	3.52363672132944	0.177774572168942	19.8208139574701	1.96898221304967e-87	3.82507611255117e-85
PA14_55160	931.020152654931	3.65514335539771	0.186852343648731	19.5616671646844	3.28170167015642e-85	6.16959913989407e-83
