metric	value
target_n_obs	20072
target_n_vars	28692
target_nnz	18583698
source_n_obs_columns	19913
source_n_vars_rows	27998
source_nnz_header	45229770
source_features	27998
source_barcodes	19913
target_feature_membership	27998/28692
target_feature_order_exact	False
target_barcode_membership	4/20072
rows_exact_after_feature_mapping	0/20072
selected_total_hash_exact	False
target_feature_sha256	5af2b3078ff039211d174d9aee6b59e8f66cbb08ff5dc24d0065fa2543199955
source_feature_sha256	5a7eea6699f10935f927fdb52e3bc45c844e3a9c39086e698f9dbeb829124b9d
target_barcode_sha256	d1514541c934b0c2c7f964cf859ed5433179ced30417767ab44c7fed81d0a5dd
source_barcode_sha256	d5ff61001c4ab8f90bf69c96df348e0e30d7d3dc67dafc35a2c4a6b3116dd5b1
