metric	value
target_features	28692
source_features	32285
target_feature_set_membership_in_source	27734/28692
target_feature_order_is_prefix_of_source	False
target_barcodes	20072
source_barcodes	49450
target_barcode_membership_in_source	18/20072
target_feature_sha256	5af2b3078ff039211d174d9aee6b59e8f66cbb08ff5dc24d0065fa2543199955
target_barcode_sha256	d1514541c934b0c2c7f964cf859ed5433179ced30417767ab44c7fed81d0a5dd
source_feature_sha256	0997d41561b51e9541f4a7d505165f751b73fc3451c6a3c942d966b32ab16856
source_barcode_sha256	b8139ac01a3dabc84ec36eab72fd0208a520f6b9fcc4e628193428f95b4dd818
