metric	value
sei_total_tracks	21907
sei_cistrome_linked_tracks	19905
sei_unique_cistrome_ids	19905
sei_reused_cistrome_ids	0
sei_rows_with_malformed_id	0
cistrome_api_samples	100000
cistrome_duplicate_ids	0
sei_cistrome_ids_missing_from_api	0
sei_linked_rows_with_external_id	19905
sei_linked_rows_without_external_id	0
sei_external_id_type:ENCODE	1662
sei_external_id_type:GEO	18243
borzoi_total_tracks	7611
borzoi_unique_identifiers	7611
borzoi_direct_gsm_tokens	169
borzoi_encode_experiments	5267
borzoi_encode_experiments_in_metadata	5266
borzoi_gsm_from_encode_dbxrefs	3007
direct_overlap_unique_external_accessions	102
encode_dbxref_only_overlap_unique_external_accessions	2302
expanded_overlap_unique_external_accessions	2404
direct_example_1	2340 | 38635 | GSM1208745 | LoVo_Colon | FOXD2 | ID:38635
direct_example_2	2342 | 38641 | GSM1208713 | LoVo_Colon | ATF5 | ID:38641
direct_example_3	2343 | 38647 | GSM1208739 | LoVo_Colon | ETV7 | ID:38647
direct_example_4	2345 | 38650 | GSM1208777 | LoVo_Colon | NFYA | ID:38650
direct_example_5	2346 | 38653 | GSM1208646 | LoVo_Colon | MED12 | ID:38653
direct_example_6	2348 | 38657 | GSM1208609 | LoVo_Colon | EHF | ID:38657
direct_example_7	2349 | 38658 | GSM1208794 | LoVo_Colon | SOX2 | ID:38658
direct_example_8	2351 | 38661 | GSM1208594 | LoVo_Colon | CAMTA2 | ID:38661
direct_example_9	2352 | 38662 | GSM1208811 | LoVo_Colon | H3K4me3 | ID:38662
direct_example_10	2353 | 38663 | GSM1208654 | LoVo_Colon | MYC | ID:38663
encode_only_example_1	8 | 1014 | GSM667611 | H9_Embryonic_Stem_Cell_Embryo | H2BK12ac | ID:1014
encode_only_example_2	9 | 1017 | GSM706062 | H9_Embryonic_Stem_Cell_Embryo | H2BK15ac | ID:1017
encode_only_example_3	10 | 1018 | GSM667613 | H9_Embryonic_Stem_Cell_Embryo | H2BK5ac | ID:1018
encode_only_example_4	11 | 1019 | GSM667612 | H9_Embryonic_Stem_Cell_Embryo | H2BK5ac | ID:1019
encode_only_example_5	12 | 1020 | GSM706064 | H9_Embryonic_Stem_Cell_Embryo | H3K18ac | ID:1020
encode_only_example_6	13 | 1024 | GSM667621 | H9_Embryonic_Stem_Cell_Embryo | H3K23me2 | ID:1024
encode_only_example_7	14 | 1025 | GSM665037 | H9_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:1025
encode_only_example_8	15 | 1026 | GSM605307 | H9_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:1026
encode_only_example_9	19 | 1031 | GSM667622 | H9_Embryonic_Stem_Cell_Embryo | H3K27me3 | ID:1031
encode_only_example_10	22 | 1035 | GSM605310 | H9_Embryonic_Stem_Cell_Embryo | H3K36me3 | ID:1035
