0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0735061548985928e-283	7.712742029104294e-266	0.0	4.0842217973073417e-259	4.200960535812153e-65	1.2130948688120061e-216	2.769241046503649e-130	2.003554815407305e-126	7.640243652151906e-111	1.5226956483415185e-120	1.3911202087499933e-114	1.1351729369020656e-126	4.512364854730758e-93	4.1256898082291616e-185	8.566696125260306e-124	3.645953093897648e-104	0.06679915165417095	2.410757232524521e-82	2.2411542478741687e-78	8.143908792892869e-50	7.887334211562024e-52	8.54640085921551e-34	1.462897652118042e-32	1.3049344047079548e-25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53690436293908e-267	2.9324185080396125e-245	0.0	1.0196904615489514e-221	2.875962348484714e-193	4.005501016652249e-62	3.0687967821379625e-165	2.2758279540613786e-133	7.830039758136816e-102	1.883900707456831e-91	9.392159171288297e-121	5.201220011181596e-111	1.5194240769999735e-166	1.1830185139027095e-67	2.9488611460480644e-126	7.92406428698084e-88	4.472995154194518e-99	0.09094572063420997	2.380406188368979e-66	1.9419963523404234e-73	2.8167146744161773e-51	1.5829567177267481e-47	4.326822524402376e-32	2.7125403407133415e-31	1.192952148784848e-23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2267419843999989e-256	1.4392300678212083e-224	3.856937731328001e-251	3.031856455599457e-292	5.696261723323999e-204	5.251181671527791e-54	4.5205036048483267e-184	2.459094966855257e-104	2.7605213431631797e-95	1.1606920802347321e-88	2.5410180529203446e-106	4.8623553928860166e-86	2.1149176287115605e-135	5.784475410608649e-63	1.9905977450772238e-116	6.852110737703487e-85	2.071713737642443e-117	0.09258843394164365	2.5018260090187424e-62	1.3046317811207756e-60	2.0561260783331818e-54	5.536525489427655e-41	3.850908888811814e-32	3.658761870217869e-23	5.574165614110516e-23
0.0	0.0	1.2017716207e-314	5.387451589985714e-233	0.0	0.0	0.0	3.5853553212181802e-273	3.2982328360704836e-249	1.0100621833542843e-223	3.221345849505393e-302	1.2018845962455286e-222	4.1138190874718326e-50	3.4550812002033334e-173	1.953887420616763e-104	6.148836730845777e-94	5.865340843590639e-86	2.73546887230301e-112	1.0098019255082499e-89	4.822993714396406e-110	1.941632348865964e-59	3.494800152485543e-106	2.3735850796247658e-84	2.3942008474183484e-94	0.12096437322334928	1.8969160826907435e-59	1.487030355032447e-58	2.2824047040362725e-41	1.6339179593280313e-41	6.49481874489987e-31	3.3191417257873983e-23	8.852555662039998e-21
0.0	0.0	1.5349161730454523e-273	6.56615170373408e-213	0.0	1.7049155552634e-311	0.0	6.164686640707213e-261	9.302538601769584e-223	7.6703587087975575e-202	7.689030904130433e-187	1.4497456672762016e-193	2.516014079046988e-44	8.021644065158215e-161	2.342057440045632e-101	3.724202011193663e-81	4.1714745004203475e-83	2.2248454625746842e-100	4.2416912938223544e-78	8.329011671885374e-108	1.0623239166254472e-58	2.6355599512283754e-118	9.428284903425179e-81	1.2510308970038283e-94	0.1384868877688656	1.721759877520304e-56	2.1875306171445985e-55	7.280908860532079e-41	7.317862856311992e-38	4.4064849033096386e-29	2.497657163978377e-22	4.668551364936162e-21
0.0	0.0	1.0212945321671078e-234	3.0029229867045394e-221	0.0	1.6729345589328024e-281	0.0	2.183055570845806e-251	4.057035298568994e-189	1.4049164783023351e-207	5.515859900371611e-206	6.315182041313583e-178	2.478177617408586e-43	3.6854148608049377e-146	2.7939635079209985e-100	5.980661254456732e-80	1.625153916441283e-85	4.048384787350292e-106	1.817443716907336e-81	1.9349270942671888e-101	3.9491629969553366e-57	6.113933888315945e-100	1.5926659550083025e-83	3.041468986773801e-84	0.167660313969142	1.203411778734049e-53	1.4058379682633865e-59	1.323766356595559e-42	4.1156378934454635e-39	7.233869855783695e-29	2.965041742729686e-22	7.459327882569838e-20
0.0	0.0	6.96427239641415e-231	1.947443506748778e-204	0.0	1.0399044584756016e-252	0.0	1.082974198402969e-224	3.3418349771911186e-191	1.1801735751913348e-214	5.1207344552895387e-172	6.558852899875505e-181	3.140721936453928e-46	5.743884262024606e-131	5.735513587336431e-100	1.0491029701164655e-71	2.9329396607424314e-80	3.576757869982851e-104	6.150957639622661e-76	8.184323795695589e-87	6.657092910905138e-54	1.449974584253992e-91	2.871901469494986e-73	3.106779987467785e-87	0.17565332823103544	2.236766583978526e-53	1.0934491395905367e-51	3.669849678344888e-39	3.0744392708270084e-37	3.76721898061491e-27	3.9752190986594384e-22	2.4111907334608463e-20
0.0	0.0	7.871580397624121e-227	2.4658876984574628e-158	3.9877253075e-314	3.641419789241667e-209	0.0	3.577e-321	6.411554666979447e-191	1.3196652912849255e-163	1.9756889884062488e-161	2.0274055716871278e-162	1.154855226455434e-41	5.031180014011838e-124	2.009587768306557e-98	8.301038291438227e-71	6.698664824056591e-78	1.522685767472911e-112	1.2867114778048926e-66	4.44308723858507e-80	1.4644559938160153e-52	2.1549971992534264e-83	9.376070705377594e-72	3.99392256327456e-74	0.1877581290208267	2.2417914847363235e-51	3.7170253628721976e-52	1.3150362030462744e-38	2.2343228519929602e-36	6.467234889827329e-27	2.0471536373334137e-20	3.147702696339262e-19
0.0	0.0	1.3620344206607161e-205	4.813112747916543e-146	1.0831875523281e-310	1.9066097544550254e-176	0.0	1.0039968025524756e-193	5.972489012666325e-188	9.214353015974251e-164	4.187195190729688e-154	2.4133387386407827e-157	1.7637941720970234e-37	7.167800216275444e-125	1.135558599244864e-85	2.253857087966328e-66	2.8649167905373234e-79	6.311474718536677e-97	4.544925074220398e-67	2.1416670931660933e-80	1.7811514330447561e-47	2.1818673459321575e-88	6.332431151103262e-69	3.814337871479918e-80	0.20000032581671157	1.5853541254252714e-50	2.6479294444865997e-52	8.413467422610252e-37	1.7734925551080933e-35	2.1347175730930635e-26	3.7634071886679886e-20	4.934451710073981e-20
5.144996259665254e-296	0.0	5.262041052981899e-151	9.687678301754209e-134	1.2753949135256055e-303	2.7231310862620437e-235	0.0	2.2821393120929384e-190	8.428358539552166e-183	8.528167367801261e-164	4.877345686901009e-158	3.380533319029135e-153	1.615175328963437e-36	1.3772522903959052e-126	8.160909693706985e-81	2.462081944779464e-65	8.930373882367058e-84	1.0225951626697655e-99	2.1007205203888047e-60	4.2116914629895025e-76	3.559170963493896e-47	1.0464936271649652e-76	1.2270965432980539e-64	5.178892285047173e-66	0.2174211210608535	1.1417984419253521e-49	6.211186640742855e-53	1.2215098453696647e-36	1.3286281175038502e-35	1.1379691701875055e-24	2.138897553692458e-19	1.5103383478558514e-19
