0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
67.113945	74.17274	57.775093	55.72927	119.67041	71.098785	150.48752	160.22401	84.371284	113.43697	177.38939	114.02491	25.168436	79.838715	64.94773	51.53797	56.594913	64.0098	61.469536	84.77155	46.038826	100.33649	75.81008	86.12375	1.8564018	85.32033	81.04442	43.656445	62.700554	38.362896	45.385498	32.19414
60.684223	72.96146	55.16042	54.41444	119.14703	60.22476	145.49509	79.51994	74.48745	112.48285	107.785385	97.41524	21.722208	77.64947	50.04146	49.813244	42.54445	55.22077	60.20823	82.06799	34.749176	93.58631	64.09752	76.65979	1.7096428	51.424778	68.23289	43.108627	47.2455	34.200172	45.204376	27.313667
53.793606	65.94931	42.04455	47.968323	101.958496	55.60569	137.10022	77.022125	70.08919	87.9205	97.608536	94.95203	21.585403	77.112816	45.78267	45.18627	41.809395	51.869225	40.991703	79.12069	30.633688	80.85144	53.790188	75.61223	1.7010043	47.877934	46.441784	42.77521	44.49171	34.146423	26.768967	25.583715
52.32637	58.70124	41.725555	37.886955	99.803505	54.96405	127.143105	76.6557	66.55536	76.119156	91.72745	87.99645	20.011517	75.02162	45.21573	42.985043	39.29809	51.41464	36.3564	59.68987	29.427174	73.72631	53.667877	70.99954	1.5663671	43.487637	44.403763	31.688286	42.881985	32.827446	25.989105	23.793165
51.780437	58.685356	39.40496	36.548023	98.50298	53.242077	114.12325	73.75963	62.633427	70.92341	77.69348	81.04827	18.412706	73.55933	44.223354	36.141804	38.742302	49.754925	35.81899	55.350117	28.66034	64.64821	50.324516	68.079575	1.4952953	41.02555	41.486076	29.682625	37.750668	29.540716	24.960827	23.462448
50.97314	55.01544	36.31818	36.31709	82.0639	51.97935	113.556274	70.5632	56.533573	66.931175	72.408	79.2174	18.16588	68.1298	43.13342	34.209866	38.66509	48.879055	34.400635	54.052704	28.224762	63.224003	49.112347	60.126266	1.3916461	37.202305	39.06757	29.570675	37.029396	28.982033	24.698112	22.37477
47.510605	53.26699	36.227882	35.39949	81.75293	48.248085	107.52768	61.82975	55.941746	66.067924	63.630196	76.26697	18.108746	57.26344	42.149586	31.683409	36.91094	48.659683	34.113506	43.243504	26.346575	55.802837	43.385986	59.77306	1.3656428	35.794373	37.571106	28.850485	34.747715	26.202183	23.807724	22.217596
44.488354	52.365543	35.713196	30.97933	76.45044	41.820145	107.34858	54.986965	55.792267	59.22868	63.089127	73.669785	17.570198	56.448006	40.49642	30.91722	35.88879	47.341747	29.834866	39.942184	25.540537	46.878895	42.26176	51.392433	1.3279192	33.6272	37.172913	27.676594	34.083275	25.969568	21.56981	21.245052
44.332016	48.399494	33.173576	29.32079	70.42344	41.633465	105.35526	53.20482	53.90279	58.73022	61.642025	72.08005	16.081842	54.55114	35.12287	29.144413	35.509785	46.812164	29.361526	39.610264	23.25448	46.24936	41.281853	50.431126	1.2915622	33.52016	36.96582	26.837738	33.35156	24.994432	21.240498	20.992935
39.811623	46.652386	28.055227	28.002302	70.03703	40.630287	104.990776	52.478622	52.854225	58.59257	61.62455	70.420876	15.766189	52.666298	32.9217	27.764202	35.381878	46.68388	26.564941	37.04275	23.191532	42.696728	37.901485	41.275593	1.24262	33.07238	35.66689	25.98518	33.18246	22.76764	19.950045	20.981836
