0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0735061548985928e-280	5.7131422437809585e-264	0.0	8.168443594614683e-256	7.638110065113006e-63	9.704758950496048e-215	2.914990575266999e-128	1.602843852325844e-124	4.129861433595625e-109	3.806739120853796e-118	1.9873145839285618e-112	3.7218784816461167e-125	4.2974903378388174e-91	3.7506270983901472e-183	2.284452300069415e-122	1.1953944570156223e-102	0.0969508732281146	6.887877807212917e-81	4.112209629126915e-77	1.0308745307459327e-48	1.0310240799427482e-50	7.034074781247333e-33	1.179756171062937e-31	7.053699484907863e-25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.591896267697923e-265	1.172967403215845e-242	0.0	5.998179185582066e-220	1.1503849393938855e-190	6.675835027753749e-60	1.5343983910689813e-163	3.251182791516255e-131	4.015405004172726e-100	6.977410027617893e-90	2.6834740489395134e-118	6.9349600149087945e-109	8.441244872222075e-165	7.886790092684731e-66	1.3106049537991397e-124	1.4539567499047412e-86	1.4429016626433928e-97	0.12191115366516082	5.535828345044138e-65	3.236660587234039e-72	3.61117265950792e-50	1.978695897158435e-46	3.4476673501214152e-31	2.1700322725706732e-30	6.328658614243225e-23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.022104866885242e-255	4.7974335594040275e-222	2.5712918208853343e-249	2.4254851644795654e-290	3.7975078155493325e-201	6.5639770894097386e-52	2.739699154453531e-182	1.5865128818421012e-102	1.2547824287105362e-93	4.072603790297305e-87	3.38802407056046e-104	4.862355392886016e-84	7.8330282544872615e-134	3.5057426730961505e-61	6.984553491499031e-115	1.2235912031613368e-83	8.124367598597817e-116	0.12320483558435616	5.438752193519005e-61	2.038487158001212e-59	2.687746507625074e-53	6.2208151566602866e-40	3.0807271110494513e-31	2.5856974347829466e-22	2.9492939757198495e-22
0.0	0.0	2.4035432415e-313	9.620449267831632e-232	0.0	0.0	0.0	1.3279093782289555e-271	1.6491164180352418e-246	6.121588990025965e-222	2.6844548745878277e-300	1.2018845962455286e-219	4.8397871617315674e-48	1.9743321144019047e-171	1.3025916137445087e-102	2.673407274280773e-92	1.9230625716690621e-84	4.9735797678236546e-110	1.062949395271842e-87	1.2366650549734375e-108	1.1095041993519793e-57	1.0590303492380432e-104	4.201035539158878e-83	7.041767198289259e-93	0.15092248686631227	3.951908505605716e-58	2.2530762955037076e-57	2.5219941481063786e-40	1.856724953781854e-40	5.114030507795173e-30	2.354001223962694e-22	4.4823066643240495e-20
0.0	0.0	2.6928353913078108e-272	9.51616188946968e-212	0.0	8.7431566936585e-310	0.0	2.0548955469024046e-259	2.657868171934167e-220	3.93351728656285e-200	3.343056914839319e-185	7.248728336381008e-191	2.5160140790469877e-42	3.8198305072181977e-159	1.2659769946192606e-99	1.379334078219875e-79	1.2269042648295138e-81	2.1189004405473183e-98	3.3933530350578836e-76	2.031466261435457e-106	5.742291441218634e-57	9.583854368103184e-117	1.6397017223348138e-79	3.734420588071129e-93	0.1698183786252184	3.375999759843734e-55	3.081029038231829e-54	8.00099874783745e-40	7.354636036494464e-37	3.3637289338241516e-28	1.7107240849166967e-21	2.3758531119268e-20
0.0	0.0	1.5357812513791094e-233	4.804676778727263e-220	0.0	7.273628517099141e-280	0.0	6.516583793569569e-250	5.795764712241421e-187	7.594143125958568e-206	2.690663366034932e-204	1.804337726089595e-175	2.3601691594367485e-41	1.4452607297274267e-144	1.4705071094321044e-98	2.174785910711539e-78	5.242431988520268e-84	5.0604809841878644e-104	1.5803858407889877e-79	4.252587020367448e-100	2.025211793310429e-55	1.6303823702175854e-98	2.79415079826018e-82	7.41821704091171e-83	0.19150236326321968	2.249367810717849e-52	2.146317508799063e-58	1.4873779287590552e-41	4.3551723740163634e-38	5.480204436199769e-28	2.0239192783137788e-21	3.7111083992884766e-19
0.0	0.0	9.808834361146693e-230	2.64958300237929e-203	0.0	3.466348194918672e-251	0.0	2.8129199958518676e-223	6.076063594892943e-189	6.556519862174082e-213	1.896568316773903e-170	2.1862842999585014e-178	3.306023091004135e-44	1.980649745525726e-129	2.941289019146888e-98	3.2280091388198937e-70	8.03545112532173e-79	3.974175411092057e-102	4.393541171159043e-74	1.544212036923696e-85	3.1700442432881607e-52	3.4523204386999806e-90	4.632099144346752e-72	8.069558409007234e-86	0.19648023292062128	4.142160340700975e-52	1.4293452805105056e-50	3.8834388130633735e-38	3.074439270827008e-36	2.7102294824567695e-26	2.7042306793601623e-21	1.2116536349049477e-19
0.0	0.0	1.0782986846060441e-225	2.6232847855930454e-157	1.399201862264e-312	8.468418114515505e-208	0.0	1.7449e-319	1.0685924444965744e-188	4.71309032601759e-162	6.477668814446717e-160	5.068513929217819e-160	9.623793553795282e-40	1.5722437543786995e-122	9.569465563364558e-97	2.5154661489206747e-69	1.69586451241939e-76	3.045371534945822e-110	7.352637016027957e-65	7.863871218734637e-79	6.811423227051234e-51	4.7362575807767614e-82	1.500171312860415e-70	8.150862374029714e-73	0.2054246488192852	3.9329675170812693e-50	4.9232124011552285e-51	1.3557074258209015e-37	2.2013033024561182e-35	4.636010673711346e-26	1.3380089132898128e-19	1.5280110176404187e-18
0.0	0.0	1.631178946899061e-204	4.62799302684283e-145	3.735129490786587e-309	3.204386141941219e-175	0.0	2.0916600053176576e-192	7.9633186835551e-186	3.350673823990637e-162	1.2499090121581158e-152	5.3629749747572955e-155	1.2598529800693023e-35	2.2754921321509347e-123	4.45317097743084e-84	6.628991435195082e-65	7.639778108099529e-78	4.2076498123577845e-95	2.6734853377767044e-65	3.858859627326294e-79	8.096142877476165e-46	5.0157870021428915e-87	9.817722714888777e-68	8.668949707908906e-79	0.21703779253034353	2.7100070520090107e-49	3.5782830330899996e-51	8.330165764960645e-36	1.7302366391298472e-34	1.5139840943922438e-25	2.451731067536149e-19	2.461073172106724e-19
8.72033264350043e-295	0.0	4.805516943362465e-150	8.8877782584901e-133	4.3233725882223917e-302	7.460633113046696e-234	0.0	4.51908774671869e-189	9.36484282172463e-181	3.1585805065930596e-162	1.5733373183551642e-156	6.76106663805827e-151	1.0767835526422914e-34	4.442749323857759e-125	3.022559145817402e-79	6.83911651327629e-64	2.706173903747593e-82	8.892131849302309e-98	9.133567479951325e-59	7.078473047041181e-75	1.5818537615528426e-45	2.0519482885587554e-75	1.8045537401441968e-63	9.166181035481722e-65	0.23555917774740356	1.918988978025802e-48	8.508474850332678e-52	1.1975586719310438e-35	1.3025765857880886e-34	7.87521917084779e-24	1.3537326289192773e-18	7.4036193522345655e-19
