metric	value
cells	600
threshold_nm	260
state_00_transitions	119663
p_next_00_given_00	0.809690548
p_next_01_given_00	0.144347041
p_next_10_given_00	0.0390513358
p_next_11_given_00	0.00691107527
state_01_transitions	21761
p_next_00_given_01	0.770277101
p_next_01_given_01	0.136161022
p_next_10_given_01	0.0786728551
p_next_11_given_01	0.0148890216
state_10_transitions	6741
p_next_00_given_10	0.762646492
p_next_01_given_10	0.191662958
p_next_10_given_10	0.0360480641
p_next_11_given_10	0.00964248628
state_11_transitions	1235
p_next_00_given_11	0.702024291
p_next_01_given_11	0.187854251
p_next_10_given_11	0.0923076923
p_next_11_given_11	0.0178137652
contact0_tx0_transition_count	101563
contact0_tx1_transition_count	18100
contact1_tx0_transition_count	5384
contact1_tx1_transition_count	1357
tx0_contact0_transition_count	114163
tx0_contact1_transition_count	5500
tx1_contact0_transition_count	19725
tx1_contact1_transition_count	2036
contact_to_transcription_turnon_n_cells	600
contact_to_transcription_turnon_pooled_effect	NA
contact_to_transcription_turnon_cell_mean_effect	0.0569834149
contact_to_transcription_turnon_cell_median_effect	0.0347024817
contact_to_transcription_turnon_cell_sd_effect	0.146495785
contact_to_transcription_turnon_cell_t	9.52793898
contact_to_transcription_turnon_positive_cell_fraction	0.605
transcription_to_contact_turnon_n_cells	600
transcription_to_contact_turnon_pooled_effect	NA
transcription_to_contact_turnon_cell_mean_effect	0.0498840027
transcription_to_contact_turnon_cell_median_effect	0.0384383307
transcription_to_contact_turnon_cell_sd_effect	0.0718732511
transcription_to_contact_turnon_cell_t	17.0008106
transcription_to_contact_turnon_positive_cell_fraction	0.723333333
