metric	value
rows	150000
cells	600
timepoints_per_cell_min	250
timepoints_per_cell_max	250
distance_threshold_nm	260
contact_rows	8004
contact_fraction	0.05336
transcription_rows	23086
transcription_fraction	0.153906667
distance_mean_nm	526.066998
distance_median_nm	536.482648
joint_contact0_tx0	120150
joint_contact0_tx1	21846
joint_contact1_tx0	6764
joint_contact1_tx1	1240
p_tx1_given_contact0	0.153849404
p_tx1_given_contact1	0.154922539
same_time_tx_probability_difference	0.00107313452
p_contact1_given_tx0	0.0532959327
p_contact1_given_tx1	0.0537122065
same_time_contact_probability_difference	0.000416273853
lag1_contact_to_transcription_n_source0	141424
lag1_contact_to_transcription_n_source1	7976
lag1_contact_to_transcription_p_target1_source0	0.1512261
lag1_contact_to_transcription_p_target1_source1	0.201980943
lag1_contact_to_transcription_pooled_effect	0.0507548426
lag1_contact_to_transcription_n_cells	600
lag1_contact_to_transcription_cell_mean_effect	0.0575945465
lag1_contact_to_transcription_cell_sd_effect	0.134168844
lag1_contact_to_transcription_cell_t	10.5149039
lag1_transcription_to_contact_n_source0	126404
lag1_transcription_to_contact_n_source1	22996
lag1_transcription_to_contact_p_target1_source0	0.045947913
lag1_transcription_to_contact_p_target1_source1	0.0944512089
lag1_transcription_to_contact_pooled_effect	0.0485032959
lag1_transcription_to_contact_n_cells	600
lag1_transcription_to_contact_cell_mean_effect	0.0501272771
lag1_transcription_to_contact_cell_sd_effect	0.0706238112
lag1_transcription_to_contact_cell_t	17.3859565
lag1_contact_to_transcription_turnon_n_source0	119663
lag1_contact_to_transcription_turnon_n_source1	6741
lag1_contact_to_transcription_turnon_p_target1_source0	0.151258117
lag1_contact_to_transcription_turnon_p_target1_source1	0.201305444
lag1_contact_to_transcription_turnon_pooled_effect	0.0500473278
lag1_contact_to_transcription_turnon_n_cells	600
lag1_contact_to_transcription_turnon_cell_mean_effect	0.0569834149
lag1_contact_to_transcription_turnon_cell_sd_effect	0.146495785
lag1_contact_to_transcription_turnon_cell_t	9.52793898
lag1_transcription_to_contact_turnon_n_source0	119663
lag1_transcription_to_contact_turnon_n_source1	21761
lag1_transcription_to_contact_turnon_p_target1_source0	0.0459624111
lag1_transcription_to_contact_turnon_p_target1_source1	0.0935618768
lag1_transcription_to_contact_turnon_pooled_effect	0.0475994656
lag1_transcription_to_contact_turnon_n_cells	600
lag1_transcription_to_contact_turnon_cell_mean_effect	0.0498840027
lag1_transcription_to_contact_turnon_cell_sd_effect	0.0718732511
lag1_transcription_to_contact_turnon_cell_t	17.0008106
lag2_contact_to_transcription_n_source0	140862
lag2_contact_to_transcription_n_source1	7938
lag2_contact_to_transcription_p_target1_source0	0.154370945
lag2_contact_to_transcription_p_target1_source1	0.146258503
lag2_contact_to_transcription_pooled_effect	-0.00811244121
lag2_contact_to_transcription_n_cells	600
lag2_contact_to_transcription_cell_mean_effect	-0.00773075239
lag2_contact_to_transcription_cell_sd_effect	0.104906812
lag2_contact_to_transcription_cell_t	-1.80506855
lag2_transcription_to_contact_n_source0	125902
lag2_transcription_to_contact_n_source1	22898
lag2_transcription_to_contact_p_target1_source0	0.0536766692
lag2_transcription_to_contact_p_target1_source1	0.0521006201
lag2_transcription_to_contact_pooled_effect	-0.00157604901
lag2_transcription_to_contact_n_cells	600
lag2_transcription_to_contact_cell_mean_effect	-0.00158911122
lag2_transcription_to_contact_cell_sd_effect	0.0391550364
lag2_transcription_to_contact_cell_t	-0.994127955
lag2_contact_to_transcription_turnon_n_source0	119192
lag2_contact_to_transcription_turnon_n_source1	6710
lag2_contact_to_transcription_turnon_p_target1_source0	0.154507014
lag2_contact_to_transcription_turnon_p_target1_source1	0.149329359
lag2_contact_to_transcription_turnon_pooled_effect	-0.00517765473
lag2_contact_to_transcription_turnon_n_cells	600
lag2_contact_to_transcription_turnon_cell_mean_effect	-0.00475781978
lag2_contact_to_transcription_turnon_cell_sd_effect	0.114075127
lag2_contact_to_transcription_turnon_cell_t	-1.02162768
lag2_transcription_to_contact_turnon_n_source0	119192
lag2_transcription_to_contact_turnon_n_source1	21670
lag2_transcription_to_contact_turnon_p_target1_source0	0.0538207262
lag2_transcription_to_contact_turnon_p_target1_source1	0.0517766497
lag2_transcription_to_contact_turnon_pooled_effect	-0.00204407648
lag2_transcription_to_contact_turnon_n_cells	600
lag2_transcription_to_contact_turnon_cell_mean_effect	-0.00196811191
lag2_transcription_to_contact_turnon_cell_sd_effect	0.0399868406
lag2_transcription_to_contact_turnon_cell_t	-1.20561411
lag3_contact_to_transcription_n_source0	140303
lag3_contact_to_transcription_n_source1	7897
lag3_contact_to_transcription_p_target1_source0	0.153973899
lag3_contact_to_transcription_p_target1_source1	0.153855895
lag3_contact_to_transcription_pooled_effect	-0.000118004703
lag3_contact_to_transcription_n_cells	600
lag3_contact_to_transcription_cell_mean_effect	-0.0015381619
lag3_contact_to_transcription_cell_sd_effect	0.105163124
lag3_contact_to_transcription_cell_t	-0.358273097
lag3_transcription_to_contact_n_source0	125386
lag3_transcription_to_contact_n_source1	22814
lag3_transcription_to_contact_p_target1_source0	0.0530282488
lag3_transcription_to_contact_p_target1_source1	0.0556237398
lag3_transcription_to_contact_pooled_effect	0.00259549104
lag3_transcription_to_contact_n_cells	600
lag3_transcription_to_contact_cell_mean_effect	0.00247728132
lag3_transcription_to_contact_cell_sd_effect	0.0404056356
lag3_transcription_to_contact_cell_t	1.50178932
lag3_contact_to_transcription_turnon_n_source0	118707
lag3_contact_to_transcription_turnon_n_source1	6679
lag3_contact_to_transcription_turnon_p_target1_source0	0.154102117
lag3_contact_to_transcription_turnon_p_target1_source1	0.153915257
lag3_contact_to_transcription_turnon_pooled_effect	-0.000186860202
lag3_contact_to_transcription_turnon_n_cells	600
lag3_contact_to_transcription_turnon_cell_mean_effect	-0.000949364216
lag3_contact_to_transcription_turnon_cell_sd_effect	0.115605289
lag3_contact_to_transcription_turnon_cell_t	-0.201154976
lag3_transcription_to_contact_turnon_n_source0	118707
lag3_transcription_to_contact_turnon_n_source1	21596
lag3_transcription_to_contact_turnon_p_target1_source0	0.0529960322
lag3_transcription_to_contact_turnon_p_target1_source1	0.056121504
lag3_transcription_to_contact_turnon_pooled_effect	0.00312547173
lag3_transcription_to_contact_turnon_n_cells	600
lag3_transcription_to_contact_turnon_cell_mean_effect	0.00308923769
lag3_transcription_to_contact_turnon_cell_sd_effect	0.0411318251
lag3_transcription_to_contact_turnon_cell_t	1.83970831
lag4_contact_to_transcription_n_source0	139734
lag4_contact_to_transcription_n_source1	7866
lag4_contact_to_transcription_p_target1_source0	0.15406415
lag4_contact_to_transcription_p_target1_source1	0.153572337
lag4_contact_to_transcription_pooled_effect	-0.000491813819
lag4_contact_to_transcription_n_cells	600
lag4_contact_to_transcription_cell_mean_effect	0.000534111886
lag4_contact_to_transcription_cell_sd_effect	0.102757368
lag4_contact_to_transcription_cell_t	0.127319492
lag4_transcription_to_contact_n_source0	124863
lag4_transcription_to_contact_n_source1	22737
lag4_transcription_to_contact_p_target1_source0	0.0534665994
lag4_transcription_to_contact_p_target1_source1	0.053217223
lag4_transcription_to_contact_pooled_effect	-0.000249376364
lag4_transcription_to_contact_n_cells	600
lag4_transcription_to_contact_cell_mean_effect	-0.0004070266
lag4_transcription_to_contact_cell_sd_effect	0.0383197239
lag4_transcription_to_contact_cell_t	-0.26018128
lag4_contact_to_transcription_turnon_n_source0	118208
lag4_contact_to_transcription_turnon_n_source1	6655
lag4_contact_to_transcription_turnon_p_target1_source0	0.154363495
lag4_contact_to_transcription_turnon_p_target1_source1	0.15176559
lag4_contact_to_transcription_turnon_pooled_effect	-0.00259790507
lag4_contact_to_transcription_turnon_n_cells	600
lag4_contact_to_transcription_turnon_cell_mean_effect	-0.000781337273
lag4_contact_to_transcription_turnon_cell_sd_effect	0.112298693
lag4_contact_to_transcription_turnon_cell_t	-0.170427418
lag4_transcription_to_contact_turnon_n_source0	118208
lag4_transcription_to_contact_turnon_n_source1	21526
lag4_transcription_to_contact_turnon_p_target1_source0	0.0534650785
lag4_transcription_to_contact_turnon_p_target1_source1	0.0536560439
lag4_transcription_to_contact_turnon_pooled_effect	0.000190965348
lag4_transcription_to_contact_turnon_n_cells	600
lag4_transcription_to_contact_turnon_cell_mean_effect	3.56035216e-05
lag4_transcription_to_contact_turnon_cell_sd_effect	0.0393807539
lag4_transcription_to_contact_turnon_cell_t	0.0221454524
lag5_contact_to_transcription_n_source0	139156
lag5_contact_to_transcription_n_source1	7844
lag5_contact_to_transcription_p_target1_source0	0.154222599
lag5_contact_to_transcription_p_target1_source1	0.151325854
lag5_contact_to_transcription_pooled_effect	-0.00289674494
lag5_contact_to_transcription_n_cells	600
lag5_contact_to_transcription_cell_mean_effect	-0.0031992577
lag5_contact_to_transcription_cell_sd_effect	0.107347613
lag5_contact_to_transcription_cell_t	-0.730016135
lag5_transcription_to_contact_n_source0	124357
lag5_transcription_to_contact_n_source1	22643
lag5_transcription_to_contact_p_target1_source0	0.0531132144
lag5_transcription_to_contact_p_target1_source1	0.0546747339
lag5_transcription_to_contact_pooled_effect	0.00156151954
lag5_transcription_to_contact_n_cells	600
lag5_transcription_to_contact_cell_mean_effect	0.00136775625
lag5_transcription_to_contact_cell_sd_effect	0.0383610706
lag5_transcription_to_contact_cell_t	0.873360638
lag5_contact_to_transcription_turnon_n_source0	117720
lag5_contact_to_transcription_turnon_n_source1	6637
lag5_contact_to_transcription_turnon_p_target1_source0	0.154442745
lag5_contact_to_transcription_turnon_p_target1_source1	0.149013108
lag5_contact_to_transcription_turnon_pooled_effect	-0.00542963717
lag5_contact_to_transcription_turnon_n_cells	600
lag5_contact_to_transcription_turnon_cell_mean_effect	-0.00612273434
lag5_contact_to_transcription_turnon_cell_sd_effect	0.115619667
lag5_contact_to_transcription_turnon_cell_t	-1.29714739
lag5_transcription_to_contact_turnon_n_source0	117720
lag5_transcription_to_contact_turnon_n_source1	21436
lag5_transcription_to_contact_turnon_p_target1_source0	0.0530920829
lag5_transcription_to_contact_turnon_p_target1_source1	0.0544877776
lag5_transcription_to_contact_turnon_pooled_effect	0.00139569466
lag5_transcription_to_contact_turnon_n_cells	600
lag5_transcription_to_contact_turnon_cell_mean_effect	0.00122260869
lag5_transcription_to_contact_turnon_cell_sd_effect	0.039578265
lag5_transcription_to_contact_turnon_cell_t	0.756669713
lag6_contact_to_transcription_n_source0	138584
lag6_contact_to_transcription_n_source1	7816
lag6_contact_to_transcription_p_target1_source0	0.15415921
lag6_contact_to_transcription_p_target1_source1	0.150716479
lag6_contact_to_transcription_pooled_effect	-0.00344273128
lag6_contact_to_transcription_n_cells	600
lag6_contact_to_transcription_cell_mean_effect	-0.00160284654
lag6_contact_to_transcription_cell_sd_effect	0.105542506
lag6_contact_to_transcription_cell_t	-0.371997626
lag6_transcription_to_contact_n_source0	123844
lag6_transcription_to_contact_n_source1	22556
lag6_transcription_to_contact_p_target1_source0	0.0534704951
lag6_transcription_to_contact_p_target1_source1	0.0525802447
lag6_transcription_to_contact_pooled_effect	-0.000890250415
lag6_transcription_to_contact_n_cells	600
lag6_transcription_to_contact_cell_mean_effect	-0.000783905908
lag6_transcription_to_contact_cell_sd_effect	0.039442155
lag6_transcription_to_contact_cell_t	-0.486831787
lag6_contact_to_transcription_turnon_n_source0	117229
lag6_contact_to_transcription_turnon_n_source1	6615
lag6_contact_to_transcription_turnon_p_target1_source0	0.153511503
lag6_contact_to_transcription_turnon_p_target1_source1	0.14829932
lag6_contact_to_transcription_turnon_pooled_effect	-0.0052121834
lag6_contact_to_transcription_turnon_n_cells	600
lag6_contact_to_transcription_turnon_cell_mean_effect	-0.00421716381
lag6_contact_to_transcription_turnon_cell_sd_effect	0.120610022
lag6_contact_to_transcription_turnon_cell_t	-0.856471071
lag6_transcription_to_contact_turnon_n_source0	117229
lag6_transcription_to_contact_turnon_n_source1	21355
lag6_transcription_to_contact_turnon_p_target1_source0	0.0531779679
lag6_transcription_to_contact_turnon_p_target1_source1	0.0521189417
lag6_transcription_to_contact_turnon_pooled_effect	-0.00105902621
lag6_transcription_to_contact_turnon_n_cells	600
lag6_transcription_to_contact_turnon_cell_mean_effect	-0.000944655124
lag6_transcription_to_contact_turnon_cell_sd_effect	0.0400273152
lag6_transcription_to_contact_turnon_cell_t	-0.578085996
lag7_contact_to_transcription_n_source0	138012
lag7_contact_to_transcription_n_source1	7788
lag7_contact_to_transcription_p_target1_source0	0.153856186
lag7_contact_to_transcription_p_target1_source1	0.155367232
lag7_contact_to_transcription_pooled_effect	0.00151104522
lag7_contact_to_transcription_n_cells	600
lag7_contact_to_transcription_cell_mean_effect	0.00156163443
lag7_contact_to_transcription_cell_sd_effect	0.113152898
lag7_contact_to_transcription_cell_t	0.338056521
lag7_transcription_to_contact_n_source0	123325
lag7_transcription_to_contact_n_source1	22475
lag7_transcription_to_contact_p_target1_source0	0.0534765863
lag7_transcription_to_contact_p_target1_source1	0.0529032258
lag7_transcription_to_contact_pooled_effect	-0.000573360449
lag7_transcription_to_contact_n_cells	600
lag7_transcription_to_contact_cell_mean_effect	-0.000171351379
lag7_transcription_to_contact_cell_sd_effect	0.0406670159
lag7_transcription_to_contact_cell_t	-0.103209797
lag7_contact_to_transcription_turnon_n_source0	116734
lag7_contact_to_transcription_turnon_n_source1	6591
lag7_contact_to_transcription_turnon_p_target1_source0	0.153477136
lag7_contact_to_transcription_turnon_p_target1_source1	0.154908208
lag7_contact_to_transcription_turnon_pooled_effect	0.00143107211
lag7_contact_to_transcription_turnon_n_cells	600
lag7_contact_to_transcription_turnon_cell_mean_effect	0.000887533745
lag7_contact_to_transcription_turnon_cell_sd_effect	0.123454128
lag7_contact_to_transcription_turnon_cell_t	0.176098187
lag7_transcription_to_contact_turnon_n_source0	116734
lag7_transcription_to_contact_turnon_n_source1	21278
lag7_transcription_to_contact_turnon_p_target1_source0	0.0534291637
lag7_transcription_to_contact_turnon_p_target1_source1	0.0524485384
lag7_transcription_to_contact_turnon_pooled_effect	-0.000980625343
lag7_transcription_to_contact_turnon_n_cells	600
lag7_transcription_to_contact_turnon_cell_mean_effect	-0.000596947031
lag7_transcription_to_contact_turnon_cell_sd_effect	0.0421392781
lag7_transcription_to_contact_turnon_cell_t	-0.34699589
lag8_contact_to_transcription_n_source0	137444
lag8_contact_to_transcription_n_source1	7756
lag8_contact_to_transcription_p_target1_source0	0.153989989
lag8_contact_to_transcription_p_target1_source1	0.152011346
lag8_contact_to_transcription_pooled_effect	-0.0019786426
lag8_contact_to_transcription_n_cells	600
lag8_contact_to_transcription_cell_mean_effect	-0.00165303018
lag8_contact_to_transcription_cell_sd_effect	0.11081132
lag8_contact_to_transcription_cell_t	-0.365403143
lag8_transcription_to_contact_n_source0	122812
lag8_transcription_to_contact_n_source1	22388
lag8_transcription_to_contact_p_target1_source0	0.0529345667
lag8_transcription_to_contact_p_target1_source1	0.0553421476
lag8_transcription_to_contact_pooled_effect	0.00240758092
lag8_transcription_to_contact_n_cells	600
lag8_transcription_to_contact_cell_mean_effect	0.00210479887
lag8_transcription_to_contact_cell_sd_effect	0.0416845435
lag8_transcription_to_contact_cell_t	1.23683332
lag8_contact_to_transcription_turnon_n_source0	116249
lag8_contact_to_transcription_turnon_n_source1	6563
lag8_contact_to_transcription_turnon_p_target1_source0	0.154220681
lag8_contact_to_transcription_turnon_p_target1_source1	0.152369343
lag8_contact_to_transcription_turnon_pooled_effect	-0.00185133818
lag8_contact_to_transcription_turnon_n_cells	600
lag8_contact_to_transcription_turnon_cell_mean_effect	-0.00129139392
lag8_contact_to_transcription_turnon_cell_sd_effect	0.122168445
lag8_contact_to_transcription_turnon_cell_t	-0.258925795
lag8_transcription_to_contact_turnon_n_source0	116249
lag8_transcription_to_contact_turnon_n_source1	21195
lag8_transcription_to_contact_turnon_p_target1_source0	0.0528090564
lag8_transcription_to_contact_turnon_p_target1_source1	0.0552016985
