gene_id	log2_fold_change	p_value	fdr
LSR1	0.090866095623739651	0.81616144718183836	0.99920587787062931
RME2	-1.1784109164725005	0.19145031640192889	0.99920587787062931
SCR1	0.22424896633606936	0.68230375924226605	0.99920587787062931
YAL001C	0.14928608448269623	0.79691893746029274	0.99920587787062931
YAL002W	0.60901939525848514	0.46223932094968723	0.99920587787062931
YAL003W	-0.35608931802778349	0.047117857801525519	0.99920587787062931
YAL005C	0.32022276141595479	0.21087589211189273	0.99920587787062931
YAL007C	0.22841447627197031	0.71102027981988669	0.99920587787062931
YAL012W	-0.30920649601618583	0.24102260727780378	0.99920587787062931
YAL016W	-0.1535960690977437	0.58947607368790256	0.99920587787062931
YAL017W	0.30603746437822704	0.67925625059389305	0.99920587787062931
YAL019W	1.1432477838829156	0.13928327737252444	0.99920587787062931
YAL021C	0.0040616692807514112	0.99564576191622078	0.99920587787062931
YAL023C	-0.29539264412224103	0.40641647282438997	0.99920587787062931
YAL025C	-0.20162536253464483	0.77928627617769242	0.99920587787062931
YAL026C	0.18732776115976674	0.69097365670214284	0.99920587787062931
YAL029C	0.57198634240769886	0.19313252281359805	0.99920587787062931
YAL035W	-0.44433526631064851	0.07508714471987972	0.99920587787062931
YAL036C	0.32642623567483747	0.55031536926121438	0.99920587787062931
YAL038W	-0.21675148263571584	0.020515440830343887	0.99920587787062931
YAL041W	-0.018337279715656372	0.97837220878732356	0.99920587787062931
YAL042W	-0.21761449951402381	0.60771493557636891	0.99920587787062931
YAL043C	0.76057581074241265	0.38771734872534502	0.99920587787062931
YAL044C	0.38731603772243073	0.43316637676773584	0.99920587787062931
YAL053W	-0.90164447863508157	0.19211526296358994	0.99920587787062931
YAL056W	-0.24258101546415747	0.6612389908432561	0.99920587787062931
YAL058W	-0.15301160325430493	0.84045583336448659	0.99920587787062931
YAL059W	0.11541756432253722	0.865434269619893	0.99920587787062931
YAL060W	0.25397581029431027	0.70009343900131404	0.99920587787062931
YAR002C-A	0.090220851637175817	0.82501284191137991	0.99920587787062931
YAR003W	-0.158040510780842	0.81802332386906051	0.99920587787062931
YAR007C	-0.034534570616352865	0.95716912005755628	0.99920587787062931
YAR014C	0.044499038196516932	0.94035490112856956	0.99920587787062931
YAR015W	-0.12898224286154394	0.61905541886011961	0.99920587787062931
YAR042W	0.87141429257673686	0.23591921537177551	0.99920587787062931
YBL001C	0.80440805702461338	0.059855214930640534	0.99920587787062931
YBL002W	-0.1336550841852451	0.71325352582269219	0.99920587787062931
YBL003C	-0.067252369881386651	0.80707743235109364	0.99920587787062931
YBL004W	-0.17975085759025428	0.63688236092854611	0.99920587787062931
YBL007C	-0.10525241881575022	0.80678915216531433	0.99920587787062931
YBL009W	-0.74278275656602188	0.39592412386215592	0.99920587787062931
YBL010C	-0.29864784628646512	0.74272097171777984	0.99920587787062931
YBL011W	0.40637787300428746	0.53151705715572384	0.99920587787062931
YBL015W	-0.25956854546892755	0.69237176231166009	0.99920587787062931
YBL016W	-0.009093967737251742	0.99002682388168795	0.99920587787062931
YBL017C	-0.30927590990608317	0.39953230185504662	0.99920587787062931
YBL020W	-1.7256016443702873	0.013788111809282065	0.99920587787062931
YBL022C	0.22241186349490688	0.5263629172910298	0.99920587787062931
YBL023C	0.052550715939995607	0.91560638008610207	0.99920587787062931
YBL024W	-0.11302036157993631	0.82356778176587953	0.99920587787062931
YBL027W	0.042489516463520734	0.8320921509059922	0.99920587787062931
YBL028C	-0.13537862792858357	0.83640304297277668	0.99920587787062931
YBL030C	-0.32870792828796119	0.25899205916400958	0.99920587787062931
YBL032W	0.49407645474841805	0.30990332681424493	0.99920587787062931
YBL033C	-0.14355263717362277	0.864290899880374	0.99920587787062931
YBL035C	0.53039608450088327	0.50525794156923598	0.99920587787062931
YBL036C	0.32656651417478066	0.60571846286984565	0.99920587787062931
YBL037W	-0.55957826599697125	0.48321710995655276	0.99920587787062931
YBL039C	0.1793087666144656	0.61578376912688326	0.99920587787062931
YBL040C	-0.57969763776044747	0.47876474673570413	0.99920587787062931
YBL041W	0.80291625171256931	0.25398486120263619	0.99920587787062931
YBL042C	-0.16745605329386898	0.72442854348259633	0.99920587787062931
YBL045C	-0.019566582113407303	0.96878015430450215	0.99920587787062931
YBL047C	-0.27884626234989329	0.4989454079564235	0.99920587787062931
YBL050W	-0.35269058087314348	0.48108531424265188	0.99920587787062931
YBL051C	0.076558404175300299	0.90630631305338694	0.99920587787062931
YBL052C	-0.13029491182469607	0.81331940331895347	0.99920587787062931
YBL054W	-0.22337513884549301	0.67574456277816708	0.99920587787062931
YBL055C	-0.23893867979629921	0.73249449037139258	0.99920587787062931
YBL056W	-0.18828770889226748	0.61251274691427182	0.99920587787062931
