 14.04	33703	7	264896	255467	G	9605	                                                            Homo
  2.61	6271	3128	30695	25098	G	9596	                                                            Pan
  0.12	277	0	857	769	G	9592	                                                            Gorilla
  0.15	371	184	1147	1083	G	9599	                                                            Pongo
  0.06	145	0	475	372	G	325166	                                                          Symphalangus
  0.05	127	0	414	373	G	325165	                                                          Nomascus
  0.04	92	0	250	212	G	9578	                                                          Hylobates
  0.11	269	34	831	734	G	9539	                                                            Macaca
  0.03	78	0	191	170	G	392815	                                                            Chlorocebus
  0.03	68	0	150	91	G	9554	                                                            Papio
  0.03	60	0	134	84	G	9564	                                                            Theropithecus
  0.02	49	0	227	110	G	9529	                                                            Cercocebus
  0.01	27	0	64	54	G	9567	                                                            Mandrillus
  0.00	2	0	7	7	G	9533	                                                            Cercopithecus
  0.00	1	0	1	1	G	54134	                                                            Allenopithecus
  0.04	87	0	208	164	G	591932	                                                            Piliocolobus
  0.03	77	31	206	188	G	542827	                                                            Rhinopithecus
  0.03	69	0	174	142	G	54136	                                                            Trachypithecus
  0.02	55	0	153	134	G	9570	                                                            Colobus
  0.06	140	0	435	363	G	9481	                                                          Callithrix
  0.02	47	0	125	86	G	9513	                                                          Cebus
  0.02	38	0	90	76	G	1532884	                                                          Sapajus
  0.02	56	0	163	135	G	9520	                                                          Saimiri
  0.03	76	0	231	203	G	9504	                                                        Aotus
  0.00	1	0	1	1	G	30595	                                                          Cacajao
  0.00	1	0	1	1	G	9518	                                                          Lagothrix
  0.02	37	0	115	91	G	1868481	                                                      Carlito
  0.01	30	0	98	90	G	13149	                                                      Microcebus
  0.01	29	0	74	53	G	9446	                                                      Lemur
  0.01	20	0	51	48	G	30600	                                                      Propithecus
  0.02	47	0	83	47	G	30610	                                                      Otolemur
  0.02	41	0	101	84	G	9469	                                                      Nycticebus
  0.04	97	9	341	270	G	10088	                                                          Mus
  0.01	14	0	20	19	G	61153	                                                          Arvicanthis
  0.01	13	6	50	39	G	10114	                                                          Rattus
  0.00	9	0	9	4	G	30639	                                                          Mastomys
  0.00	3	0	8	8	G	121588	                                                          Grammomys
  0.00	3	0	4	4	G	10128	                                                          Apodemus
  0.00	11	0	25	16	G	10067	                                                          Acomys
  0.00	4	0	8	7	G	10046	                                                          Meriones
  0.00	3	0	11	11	G	48138	                                                          Psammomys
  0.01	12	0	28	21	G	10035	                                                          Mesocricetus
  0.00	6	0	8	8	G	10043	                                                          Phodopus
  0.00	4	0	12	10	G	10028	                                                          Cricetulus
  0.01	16	6	32	28	G	10040	                                                          Peromyscus
  0.00	3	0	6	6	G	38667	                                                          Onychomys
  0.00	4	0	14	10	G	10053	                                                          Microtus
  0.00	4	0	6	4	G	447134	                                                          Myodes
  0.00	3	0	5	5	G	10049	                                                          Arvicola
  0.00	2	0	2	2	G	2162899	                                                          Alexandromys
  0.00	1	0	5	4	G	269648	                                                          Chionomys
  0.00	1	0	1	1	G	218792	                                                          Melanomys
  0.01	14	0	46	44	G	30636	                                                          Nannospalax
  0.01	22	0	45	40	G	48867	                                                          Jaculus
  0.04	96	0	230	192	G	10180	                                                      Heterocephalus
  0.01	18	0	38	29	G	423606	                                                      Fukomys
  0.01	20	0	51	35	G	10140	                                                      Cavia
  0.01	12	0	35	34	G	10159	                                                      Octodon
  0.00	11	0	33	33	G	10151	                                                      Chinchilla
  0.00	5	0	25	4	G	10148	                                                      Hydrochoerus
  0.01	19	6	36	33	G	9992	                                                          Marmota
  0.00	8	0	18	15	G	1141640	                                                          Ictidomys
  0.00	7	0	19	19	G	1141645	                                                          Urocitellus
  0.01	13	0	40	38	G	10001	                                                          Sciurus
  0.00	1	1	1	1	G	64663	                                                          Callosciurus
  0.01	17	10	32	29	G	10016	                                                        Dipodomys
  0.01	16	0	33	25	G	37442	                                                        Perognathus
  0.01	12	0	35	30	G	10184	                                                      Castor
  0.01	29	12	85	66	G	9977	                                                    Ochotona
  0.01	13	0	29	24	G	9984	                                                    Oryctolagus
  0.00	6	0	13	11	G	9980	                                                    Lepus
  0.00	8	0	27	22	G	482536	                                                  Galeopterus
  0.00	7	0	24	24	G	9456	                                                  Cynocephalus
  0.01	27	0	66	55	G	9394	                                                  Tupaia
  0.01	27	1	73	48	G	9903	                                                        Bos
  0.01	12	0	25	2	G	9944	                                                        Tragelaphus
