  1.18	2840	2840	0	0	U	0	unclassified
 98.82	237160	144196	3252607	2390725	R	1	root
 38.73	92943	559	1141104	967245	R1	131567	  cellular organisms
 38.46	92298	357	1132908	963935	D	2759	    Eukaryota
 38.31	91936	97	1128089	959550	D1	33154	      Opisthokonta
 38.27	91838	1	1127007	958085	K	33208	        Metazoa
 38.27	91837	6	1126954	958085	K1	6072	          Eumetazoa
 38.26	91831	365	1126756	958085	K2	33213	            Bilateria
 38.08	91386	17	1121603	956403	K3	33511	              Deuterostomia
 38.07	91369	4	1121443	956403	P	7711	                Chordata
 38.07	91365	0	1121386	956403	P1	89593	                  Craniata
 38.07	91365	7	1121386	956403	P2	7742	                    Vertebrata
 38.07	91358	61	1121272	956403	P3	7776	                      Gnathostomata
 38.04	91297	0	1119310	954488	P4	117570	                        Teleostomi
 38.04	91297	433	1119310	954488	P5	117571	                          Euteleostomi
 37.85	90849	25	1111265	952086	P6	8287	                            Sarcopterygii
 37.84	90824	12	1110659	952050	P7	1338369	                              Dipnotetrapodomorpha
 37.84	90812	204	1110342	952050	P8	32523	                                Tetrapoda
 37.75	90608	959	1105229	951438	P9	32524	                                  Amniota
 37.34	89626	180	1085865	934347	C	40674	                                    Mammalia
 37.27	89446	396	1082510	929180	C1	32525	                                      Theria
 37.10	89049	4130	1073803	920399	C2	9347	                                        Eutheria
 35.37	84894	5736	995387	851278	C3	1437010	                                          Boreoeutheria
 32.89	78928	2387	905028	772641	C4	314146	                                            Euarchontoglires
 31.82	76378	952	870753	747003	O	9443	                                              Primates
 31.42	75401	243	855667	734702	O1	376913	                                                Haplorrhini
 31.31	75152	5639	852298	731633	O2	314293	                                                  Simiiformes
 28.92	69401	9932	751322	654205	O3	9526	                                                    Catarrhini
 24.63	59108	8517	593263	530210	O4	314295	                                                      Hominoidea
 21.00	50404	4733	494522	444098	F	9604	                                                        Hominidae
 18.98	45559	15092	440997	398187	F1	207598	                                                          Homininae
 10.99	26372	8	264896	255467	G	9605	                                                            Homo
 10.98	26364	26364	264753	255467	S	9606	                                                              Homo sapiens
  1.67	3998	2106	30695	25098	G	9596	                                                            Pan
  0.61	1458	1458	10901	8123	S	9597	                                                              Pan paniscus
  0.18	434	431	3476	3394	S	9598	                                                              Pan troglodytes
  0.00	3	3	17	17	S1	37012	                                                                Pan troglodytes verus
  0.04	97	0	857	769	G	9592	                                                            Gorilla
  0.04	97	7	856	768	S	9593	                                                              Gorilla gorilla
  0.04	90	90	794	707	S1	9595	                                                                Gorilla gorilla gorilla
  0.05	112	0	1147	1083	F1	607660	                                                          Ponginae
  0.05	112	56	1147	1083	G	9599	                                                            Pongo
  0.02	40	40	466	455	S	9601	                                                              Pongo abelii
  0.01	16	16	145	139	S	9600	                                                              Pongo pygmaeus
  0.08	187	75	1788	1500	F	9577	                                                        Hylobatidae
  0.02	44	0	414	373	G	325165	                                                          Nomascus
  0.02	44	44	413	372	S	61853	                                                            Nomascus leucogenys
  0.02	41	0	475	372	G	325166	                                                          Symphalangus
  0.02	41	41	475	372	S	9590	                                                            Symphalangus syndactylus
  0.01	27	0	250	212	G	9578	                                                          Hylobates
  0.01	27	27	250	212	S	81572	                                                            Hylobates moloch
  0.15	361	0	4016	3155	O4	314294	                                                      Cercopithecoidea
  0.15	361	99	4016	3155	F	9527	                                                        Cercopithecidae
  0.07	176	63	2114	1620	F1	9528	                                                          Cercopithecinae
  0.02	59	11	831	734	G	9539	                                                            Macaca
  0.01	21	21	340	324	S	9544	                                                              Macaca mulatta
  0.01	14	14	191	154	S	9541	                                                              Macaca fascicularis
  0.00	10	10	98	90	S	9545	                                                              Macaca nemestrina
  0.00	3	0	92	66	S	54602	                                                              Macaca thibetana
  0.00	3	3	89	63	S1	257877	                                                                Macaca thibetana thibetana
  0.01	20	0	227	110	G	9529	                                                            Cercocebus
  0.01	20	20	227	110	S	9531	                                                              Cercocebus atys
  0.01	12	0	134	84	G	9564	                                                            Theropithecus
  0.01	12	12	134	84	S	9565	                                                              Theropithecus gelada
  0.00	11	0	191	170	G	392815	                                                            Chlorocebus
  0.00	11	11	183	162	S	60711	                                                              Chlorocebus sabaeus
  0.00	7	0	150	91	G	9554	                                                            Papio
  0.00	7	7	146	87	S	9555	                                                              Papio anubis
  0.00	3	0	64	54	G	9567	                                                            Mandrillus
  0.00	3	3	64	54	S	9568	                                                              Mandrillus leucophaeus
  0.00	1	0	7	7	G	9533	                                                            Cercopithecus
  0.00	1	1	5	5	S	36227	                                                              Cercopithecus neglectus
  0.04	86	24	985	842	F1	9569	                                                          Colobinae
  0.01	21	0	208	164	G	591932	                                                            Piliocolobus
  0.01	21	21	208	164	S	591936	                                                              Piliocolobus tephrosceles
  0.01	16	0	174	142	G	54136	                                                            Trachypithecus
  0.01	16	16	174	142	S	54180	                                                              Trachypithecus francoisi
  0.01	15	9	206	188	G	542827	                                                            Rhinopithecus
  0.00	5	5	85	76	S	61621	                                                              Rhinopithecus bieti
  0.00	1	1	45	42	S	61622	                                                              Rhinopithecus roxellana
  0.00	10	0	153	134	G	9570	                                                            Colobus
  0.00	10	0	152	133	S	54131	                                                              Colobus angolensis
  0.00	10	10	152	133	S1	336983	                                                                Colobus angolensis palliatus
  0.05	112	36	1671	1383	O3	9479	                                                    Platyrrhini
  0.03	64	14	1086	875	F	9498	                                                      Cebidae
  0.01	27	0	435	363	F1	9480	                                                        Callitrichinae
  0.01	27	0	435	363	G	9481	                                                          Callithrix
  0.01	27	0	435	363	G1	1965096	                                                            Callithrix
  0.01	27	27	435	363	S	9483	                                                              Callithrix jacchus
  0.01	16	7	342	246	F1	38070	                                                        Cebinae
  0.00	6	0	125	86	G	9513	                                                          Cebus
  0.00	6	6	125	86	S	2715852	                                                            Cebus imitator
  0.00	3	0	90	76	G	1532884	                                                          Sapajus
  0.00	3	3	90	76	S	9515	                                                            Sapajus apella
  0.00	7	0	163	135	F1	378850	                                                        Saimiriinae
  0.00	7	0	163	135	G	9520	                                                          Saimiri
  0.00	7	0	163	135	S	27679	                                                            Saimiri boliviensis
  0.00	7	7	162	134	S1	39432	                                                              Saimiri boliviensis boliviensis
  0.01	12	0	231	203	F	376918	                                                      Aotidae
  0.01	12	0	231	203	G	9504	                                                        Aotus
  0.01	12	12	231	203	S	37293	                                                          Aotus nancymaae
  0.00	6	0	115	91	O2	376912	                                                  Tarsiiformes
  0.00	6	0	115	91	F	9475	                                                    Tarsiidae
  0.00	6	0	115	91	G	1868481	                                                      Carlito
  0.00	6	6	115	91	S	1868482	                                                        Carlito syrichta
  0.01	25	4	514	409	O1	376911	                                                Strepsirrhini
  0.01	12	3	210	154	O2	376917	                                                  Lorisiformes
  0.00	5	0	83	47	F	40297	                                                    Galagidae
  0.00	5	0	83	47	G	30610	                                                      Otolemur
  0.00	5	5	83	47	S	30611	                                                        Otolemur garnettii
  0.00	4	0	101	84	F	9461	                                                    Lorisidae
  0.00	4	0	101	84	G	9469	                                                      Nycticebus
  0.00	4	4	101	84	S	9470	                                                        Nycticebus coucang
  0.00	9	1	267	229	O2	376915	                                                  Lemuriformes
  0.00	6	0	98	90	F	30615	                                                    Cheirogaleidae
  0.00	6	0	98	90	G	13149	                                                      Microcebus
  0.00	6	6	98	90	S	30608	                                                        Microcebus murinus
  0.00	1	0	74	53	F	9445	                                                    Lemuridae
  0.00	1	0	74	53	G	9446	                                                      Lemur
  0.00	1	1	74	53	S	9447	                                                        Lemur catta
  0.00	1	0	51	48	F	30599	                                                    Indriidae
  0.00	1	0	51	48	G	30600	                                                      Propithecus
  0.00	1	1	50	47	S	379532	                                                        Propithecus coquereli
  0.06	155	11	2205	1806	C5	314147	                                              Glires
  0.06	137	33	1953	1610	O	9989	                                                Rodentia
  0.03	70	2	988	822	O1	1963758	                                                  Myomorpha
  0.03	68	10	933	773	O2	337687	                                                    Muroidea
  0.02	45	3	633	517	F	10066	                                                      Muridae
  0.02	41	14	557	454	F1	39107	                                                        Murinae
  0.01	23	5	341	270	G	10088	                                                          Mus
  0.01	18	3	276	213	G1	862507	                                                            Mus
  0.01	14	14	240	177	S	10090	                                                              Mus musculus
  0.00	1	1	9	9	S	10089	                                                              Mus caroli
  0.00	3	1	50	39	G	10114	                                                          Rattus
  0.00	1	1	24	19	S	10116	                                                            Rattus norvegicus
  0.00	1	1	5	5	S	10117	                                                            Rattus rattus
  0.00	1	0	8	8	G	121588	                                                          Grammomys
  0.00	1	1	8	8	S	491861	                                                            Grammomys surdaster
  0.00	1	0	26	24	F1	10045	                                                        Gerbillinae
  0.00	1	0	11	11	G	48138	                                                          Psammomys
  0.00	1	1	11	11	S	48139	                                                            Psammomys obesus
  0.00	10	1	172	142	F	337677	                                                      Cricetidae
  0.00	4	2	46	38	F1	39087	                                                        Arvicolinae
  0.00	1	0	14	10	G	10053	                                                          Microtus
  0.00	1	1	13	9	S	111838	                                                            Microtus oregoni
  0.00	1	0	5	5	G	10049	                                                          Arvicola
  0.00	1	1	5	5	S	1047088	                                                            Arvicola amphibius
  0.00	4	0	50	43	F1	337963	                                                        Neotominae
  0.00	4	0	32	28	G	10040	                                                          Peromyscus
  0.00	3	3	15	12	S	42410	                                                            Peromyscus eremicus
  0.00	1	1	7	7	S	10041	                                                            Peromyscus leucopus
  0.00	1	0	54	43	F1	10026	                                                        Cricetinae
  0.00	1	0	28	21	G	10035	                                                          Mesocricetus
  0.00	1	1	28	21	S	10036	                                                            Mesocricetus auratus
  0.00	3	0	46	44	F	337664	                                                      Spalacidae
  0.00	3	0	46	44	F1	10061	                                                        Spalacinae
  0.00	3	0	46	44	G	30636	                                                          Nannospalax
  0.00	3	3	46	44	S	1026970	                                                            Nannospalax galili
  0.01	22	1	460	371	O1	33550	                                                  Hystricomorpha
  0.00	11	0	276	229	F	10167	                                                    Bathyergidae
  0.00	9	0	230	192	G	10180	                                                      Heterocephalus
  0.00	9	9	230	192	S	10181	                                                        Heterocephalus glaber
  0.00	2	0	38	29	G	423606	                                                      Fukomys
  0.00	2	2	38	29	S	885580	                                                        Fukomys damarensis
  0.00	5	0	25	4	F	10147	                                                    Hydrochaeridae
  0.00	5	0	25	4	G	10148	                                                      Hydrochoerus
  0.00	5	5	25	4	S	10149	                                                        Hydrochoerus hydrochaeris
  0.00	3	0	51	35	F	10139	                                                    Caviidae
  0.00	3	0	51	35	G	10140	                                                      Cavia
  0.00	3	3	51	35	S	10141	                                                        Cavia porcellus
  0.00	1	0	33	33	F	10150	                                                    Chinchillidae
  0.00	1	0	33	33	G	10151	                                                      Chinchilla
  0.00	1	1	33	33	S	34839	                                                        Chinchilla lanigera
  0.00	1	0	35	34	F	10158	                                                    Octodontidae
  0.00	1	0	35	34	G	10159	                                                      Octodon
  0.00	1	1	35	34	S	10160	                                                        Octodon degus
  0.00	7	1	126	106	O1	1963757	                                                  Castorimorpha
  0.00	4	3	89	75	F	10015	                                                    Heteromyidae
  0.00	1	0	33	25	F1	38663	                                                      Perognathinae
  0.00	1	0	33	25	G	37442	                                                        Perognathus
  0.00	1	0	30	24	S	38669	                                                          Perognathus longimembris
  0.00	1	1	30	24	S1	214514	                                                            Perognathus longimembris pacificus
  0.00	2	0	35	30	F	29132	                                                    Castoridae
  0.00	2	0	35	30	G	10184	                                                      Castor
  0.00	2	2	35	30	S	51338	                                                        Castor canadensis
  0.00	5	0	148	139	O1	33553	                                                  Sciuromorpha
  0.00	5	0	148	139	F	55153	                                                    Sciuridae
  0.00	4	0	92	86	F1	337726	                                                      Xerinae
  0.00	4	0	92	86	F2	337730	                                                        Marmotini
  0.00	2	0	36	33	G	9992	                                                          Marmota
  0.00	2	2	14	12	S	9995	                                                            Marmota monax
  0.00	2	0	19	19	G	1141645	                                                          Urocitellus
  0.00	2	2	19	19	S	9999	                                                            Urocitellus parryii
  0.00	1	0	40	38	F1	9991	                                                      Sciurinae
  0.00	1	0	40	38	F2	337752	                                                        Sciurini
  0.00	1	0	40	38	G	10001	                                                          Sciurus
  0.00	1	1	40	38	S	30640	                                                            Sciurus carolinensis
  0.00	7	2	182	144	O	9975	                                                Lagomorpha
  0.00	3	0	85	66	F	9976	                                                  Ochotonidae
  0.00	3	3	85	66	G	9977	                                                    Ochotona
  0.00	2	1	81	70	F	9979	                                                  Leporidae
  0.00	1	0	29	24	G	9984	                                                    Oryctolagus
  0.00	1	1	29	24	S	9986	                                                      Oryctolagus cuniculus
  0.00	6	0	110	99	O	30656	                                              Dermoptera
  0.00	6	5	110	99	F	30657	                                                Cynocephalidae
  0.00	1	0	27	22	G	482536	                                                  Galeopterus
  0.00	1	1	27	22	S	482537	                                                    Galeopterus variegatus
  0.00	2	0	66	55	O	9392	                                              Scandentia
  0.00	2	0	66	55	F	9393	                                                Tupaiidae
  0.00	2	0	66	55	G	9394	                                                  Tupaia
  0.00	2	2	66	55	S	246437	                                                    Tupaia chinensis
  0.10	230	92	3540	2756	C4	314145	                                            Laurasiatheria
  0.02	51	5	895	642	O	91561	                                              Artiodactyla
  0.01	24	0	332	209	O1	9845	                                                Ruminantia
  0.01	24	12	332	209	O2	35500	                                                  Pecora
  0.00	8	1	208	118	F	9895	                                                    Bovidae
  0.00	5	0	137	74	F1	27592	                                                      Bovinae
  0.00	3	0	73	48	G	9903	                                                        Bos
  0.00	3	3	37	20	S	9915	                                                          Bos indicus
  0.00	1	0	8	8	G	9900	                                                        Bison
  0.00	1	0	8	8	S	9901	                                                          Bison bison
  0.00	1	1	8	8	S1	43346	                                                            Bison bison bison
  0.00	1	1	7	7	G	9918	                                                        Bubalus
  0.00	1	0	6	6	F1	9959	                                                      Hippotraginae
  0.00	1	0	6	6	G	9957	                                                        Oryx
  0.00	1	1	6	6	S	59534	                                                          Oryx dammah
  0.00	1	0	52	26	F1	9963	                                                      Caprinae
  0.00	1	0	11	7	G	9922	                                                        Capra
  0.00	1	1	11	7	S	9925	                                                          Capra hircus
  0.00	4	1	43	38	F	9850	                                                    Cervidae
  0.00	3	0	28	24	F1	34878	                                                      Cervinae
  0.00	2	0	18	15	G	9867	                                                        Dama
  0.00	2	2	18	15	S	30532	                                                          Dama dama
  0.00	1	1	6	6	G	9859	                                                        Cervus
  0.01	12	1	288	224	O1	2653789	                                                Whippomorpha
  0.00	8	1	244	192	O2	9721	                                                  Cetacea
  0.00	5	1	144	125	O3	9722	                                                    Odontoceti
  0.00	3	0	19	16	F	9756	                                                      Ziphiidae
  0.00	3	0	19	16	G	9757	                                                        Mesoplodon
  0.00	3	3	19	16	S	48708	                                                          Mesoplodon densirostris
  0.00	1	1	34	29	F	9726	                                                      Delphinidae
  0.00	2	0	48	42	O3	9761	                                                    Mysticeti
  0.00	2	0	36	31	F	9765	                                                      Balaenopteridae
  0.00	2	1	36	31	G	9766	                                                        Balaenoptera
  0.00	1	1	9	9	S	9767	                                                          Balaenoptera acutorostrata
  0.00	3	0	35	24	O2	2653790	                                                  Ancodonta
  0.00	3	0	35	24	F	9831	                                                    Hippopotamidae
  0.00	3	0	35	24	G	9832	                                                      Hippopotamus
  0.00	3	0	35	24	S	9833	                                                        Hippopotamus amphibius
  0.00	3	3	35	24	S1	575201	                                                          Hippopotamus amphibius kiboko
  0.00	5	0	99	75	O1	9834	                                                Tylopoda
  0.00	5	3	99	75	F	9835	                                                  Camelidae
  0.00	1	1	25	23	G	9836	                                                    Camelus
  0.00	1	0	34	17	G	30539	                                                    Vicugna
  0.00	1	1	34	17	S	30538	                                                      Vicugna pacos
  0.00	5	0	115	86	O1	35497	                                                Suina
  0.00	5	0	115	86	F	9821	                                                  Suidae
  0.00	5	0	85	57	G	9822	                                                    Sus
  0.00	5	5	85	57	S	9823	                                                      Sus scrofa
  0.02	41	7	788	623	O	9397	                                              Chiroptera
  0.01	23	9	547	418	O1	30560	                                                Yangochiroptera
  0.00	8	2	181	138	F	9415	                                                  Phyllostomidae
  0.00	6	0	78	53	F1	40234	                                                    Stenodermatinae
  0.00	4	0	47	29	G	27659	                                                      Sturnira
  0.00	4	4	47	29	S	192404	                                                        Sturnira hondurensis
  0.00	2	0	25	20	G	9416	                                                      Artibeus
  0.00	2	2	25	20	S	9417	                                                        Artibeus jamaicensis
  0.00	4	0	146	111	F	9431	                                                  Vespertilionidae
  0.00	3	0	17	13	G	29077	                                                    Eptesicus
  0.00	3	3	17	13	S	29078	                                                      Eptesicus fuscus
  0.00	1	1	80	61	G	9434	                                                    Myotis
  0.00	2	0	38	33	F	981671	                                                  Miniopteridae
  0.00	2	0	38	33	G	9432	                                                    Miniopterus
  0.00	2	2	38	33	S	291302	                                                      Miniopterus natalensis
  0.00	11	2	201	168	O1	30559	                                                Yinpterochiroptera
  0.00	8	1	105	77	O2	3136022	                                                  Rhinolophoidea
  0.00	6	0	68	45	F	58055	                                                    Rhinolophidae
  0.00	6	0	68	45	F1	186995	                                                      Rhinolophinae
  0.00	6	5	68	45	G	49442	                                                        Rhinolophus
  0.00	1	1	21	13	S	59479	                                                          Rhinolophus ferrumequinum
  0.00	1	0	24	20	F	186994	                                                    Hipposideridae
  0.00	1	0	24	20	G	58068	                                                      Hipposideros
  0.00	1	1	24	20	S	186990	                                                        Hipposideros armiger
  0.00	1	0	84	79	O2	3136023	                                                  Pteropodoidea
  0.00	1	0	84	79	F	9398	                                                    Pteropodidae
  0.00	1	0	47	45	F1	77225	                                                      Pteropodinae
  0.00	1	0	47	45	G	9401	                                                        Pteropus
  0.00	1	1	10	10	S	132908	                                                          Pteropus vampyrus
  0.01	19	1	540	418	O	33554	                                              Carnivora
  0.01	12	3	361	278	O1	379584	                                                Caniformia
  0.00	5	0	120	91	O2	3072906	                                                  Musteloidea
  0.00	5	2	120	91	F	9655	                                                    Mustelidae
  0.00	2	0	34	26	F1	169418	                                                      Mustelinae
  0.00	2	2	29	21	G	9665	                                                        Mustela
  0.00	1	0	34	23	F1	169417	                                                      Lutrinae
  0.00	1	0	11	11	G	71112	                                                        Lontra
  0.00	1	1	11	11	S	76717	                                                          Lontra canadensis
  0.00	3	0	87	65	O2	3072905	                                                  Pinnipedia
  0.00	3	0	52	40	F	9709	                                                    Phocidae
  0.00	2	0	14	9	G	9710	                                                      Halichoerus
  0.00	2	2	14	9	S	9711	                                                        Halichoerus grypus
  0.00	1	0	9	9	G	9714	                                                      Mirounga
  0.00	1	1	7	7	S	9716	                                                        Mirounga angustirostris
  0.00	1	0	41	30	F	9632	                                                  Ursidae
  0.00	1	0	23	13	G	9645	                                                    Ailuropoda
  0.00	1	1	23	13	S	9646	                                                      Ailuropoda melanoleuca
  0.00	6	3	149	113	O1	379583	                                                Feliformia
  0.00	2	0	91	70	F	9681	                                                  Felidae
  0.00	1	0	7	7	F1	338151	                                                    Acinonychinae
  0.00	1	0	7	7	G	32535	                                                      Acinonyx
  0.00	1	1	7	7	S	32536	                                                        Acinonyx jubatus
  0.00	1	0	17	16	F1	338153	                                                    Pantherinae
  0.00	1	0	13	12	G	9688	                                                      Panthera
