0 - Unknown	208.714	74.9695	111.741	178.646	84.1709	101.269	48.4481	103.29	118.344	88.2314
1 - Epidermis	90.3399	61.3768	175.154	38.2019	47.1126	60.8409	32.0521	114.993	168.953	74.0495
10 - Xylem	67.1854	100.773	60.7812	49.0016	95.9086	75.2993	105.943	113.136	78.1932	231.767
10 - Xylem 	1.87	1.03667	1.29667	5.30667	1.51	0.403333	3.18333	22.2333	2.67333	45.23
11 - Endodermis/Phloem	82.1934	135.351	72.5854	74.1935	150.311	83.1423	158.428	99.6362	91.2662	136.475
12 - G2/M	120.631	138.535	156.663	239.378	117.576	135.862	198.129	85.9888	95.6146	98.7897
13 - Phloem	15.7863	14.9309	19.1067	24.4393	50.7461	343.409	18.3747	25.2422	20.4463	27.32
14 - Root Cap	82.6248	79.4079	84.2494	57.8067	82.0712	68.3841	55.1379	173.15	84.0475	110.715
2 - Cortex	289.579	130.895	116.586	109.114	66.5836	69.7935	54.5579	95.1341	140.457	82.2643
3 - G1/S	103.153	109.538	139.376	345.777	92.7241	153.429	153.309	79.3058	77.4075	82.8589
4 - Provascular Cells	97.852	157.26	74.3851	88.5677	186.286	92.2042	252.692	122.411	97.6964	178.312
5 - Unknown	106.505	99.2091	80.6218	71.1975	107.256	73.8523	60.5542	156.486	79.6885	98.3359
6 - Pericycle	53.2909	69.7753	42.388	49.2879	232.321	112.184	98.0663	76.2377	52.2779	84.6508
7 - Epidermis	145.838	176.44	241.87	334.117	144.326	177.282	258.625	116.992	130.248	126.59
8 - Root Hair	62.9755	59.5159	98.0664	29.7109	48.3935	41.5027	43.3038	69.0489	205.124	59.673
9 - Endodermis	99.4036	248.166	66.6263	60.1228	100.26	54.5057	110.721	96.659	85.2251	104.541
