rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	4.111259479943653e-07	6.495789978310972e-05	12.703703703703704	186.79991169329	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
2	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	11/27	1.3930556725406133e-06	0.00011005139813070843	8.736959505833905	117.80925719235604	IL10;IL1A;CSF3;H2-EB1;IL6;IFNB1;IL1B;PDGFA;CXCL1;IL12A;CXCL3
3	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	22/99	2.2428544660856e-06	0.00011812366854717494	3.6465125469274846	47.43296437995626	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;NR4A1;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
4	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	14/49	7.263792843512849e-06	0.00028691981731875755	5.088583218707015	60.211212717453634	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
5	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	1.6944232494222634e-05	0.0005354377468174353	7.054564852918762	77.4985080583164	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
6	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	12/41	2.4911567697863947e-05	0.0006560046160437506	5.258525956801819	55.74131271725183	C1QB;FCGR1;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;LAT;SIGLECE;C1QC
7	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	4.304708214211408e-05	0.0009716341397791463	11.094113620807668	111.5315217537536	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
8	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	30/190	5.533282280484643e-05	0.0010928232503957	2.395514603616133	23.48117978083953	GSK3B;SHC2;CXCL9;CCL12;ADCY4;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;ADCY6;PIK3R5;CCL8;CCL7;CCL4;CCL3;CCL2;CSK;CCR5;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
9	WikiPathways_2019_Mouse	Eicosanoid Synthesis WP318	7/18	0.00017496059393626225	0.003071530426881	8.067139568166262	69.78841932815351	ALOX5;ALOX5AP;ALOX12;PTGS2;LTC4S;PTGS1;PTGES
10	WikiPathways_2019_Mouse	Focal Adhesion WP85	28/185	0.00020191676262853688	0.0031902848495308	2.275743099787686	19.361237188207244	GSK3B;ITGAM;ITGB3;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
