file_accession	ENCFF051GHB
dataset	/experiments/ENCSR597URK/
file_title	ENCFF051GHB
file_size_bytes	3462040222
filtered_mapq	30
bed_read_count	75818424
coverage_count_sum	76275859
start_count_sum	75818424
input_track_sum	1000001.144000
coverage_correlation	1.000000000
coverage_rmse	0.000277307
coverage_max_abs_diff	0.000499935
coverage_rows_within_0.0005	308837
start_correlation	0.999703984
start_rmse	0.226782819
start_max_abs_diff	32.870478401
start_rows_within_0.0005	27957
first_coverage_values	[0.0, 0.2622061588319838, 0.0, 0.0, 1.0226040194447368]
first_start_values	[0.0, 0.2637881262211412, 0.0, 0.0, 1.0287736922624506]
