gene	log2_fold_change	p_value	fdr
CFLAR	-0.0607058525572545	0.554645106046547	0.7585821803133124
ARF5	0.0953797945612669	0.489872116013793	0.7165069127775948
SKAP2	-0.09608706353372	0.506083849372053	0.7281738052298297
POLR2J	-0.0106885727230928	0.920762080085541	0.9623627414628264
KMT2E	0.0572691719514234	0.564666136524124	0.7662943106296042
MYCBP2	0.0739272715337851	0.576749495893919	0.7768699237309331
FBXL3	0.110048136935034	0.455718732563422	0.6905854388474337
ITGAL	0.195256933752711	0.181616330799378	0.41725038056641667
KDM7A	0.0881365455456092	0.626189469722255	0.8061484254352274
IFRD1	0.0414031477149676	0.876905879825072	0.9478252783728108
PAFAH1B1	-0.196648449089735	0.124272028377479	0.33890215372407917
PSMB1	-0.365436098278104	0.0004819608238033	0.012754111429905846
JARID2	-0.0721779461830333	0.670005889068693	0.8436626123430123
CDKL5	0.878888885572153	8.66215037464664e-07	0.00020630354808950083
SPAG9	0.344100745595667	0.0021675005436612	0.029498650256112903
ST3GAL1	-0.122937594688146	0.514747189796231	0.7326772875327212
SEC62	-0.003075947790894	0.984094657205709	0.9910933276293925
RPS20	0.11483287288846	0.222320590785539	0.4681291102964148
CSDE1	0.0740960644402197	0.414888825302661	0.6517059505788761
ZNF207	0.046871835605605	0.545822651594424	0.7534087310313785
IDS	0.356572088157437	0.0426602496060847	0.1777303110410934
BTK	0.316764149011302	0.0164110441569222	0.10064970858472887
AKAP8L	0.0204244418684915	0.877256203430006	0.9478252783728108
SLC25A39	-0.302983262470893	0.116094312321997	0.3227602574088205
CLK1	0.347778552973467	0.010462748353274	0.07869088103593971
RNF14	-0.176231061300313	0.345066316035341	0.5856667127524514
CAPN1	-0.0545026285095615	0.742965601103064	0.8862252453892141
WAS	-0.243116958507014	0.0507073269064005	0.1933251137988401
RALBP1	-0.320791482982154	0.0558308476018449	0.20532669911433582
CD74	0.200541605234507	0.320792824690587	0.5687505539489439
SERPINB1	-0.301315891336176	0.0142881582593146	0.09266877270081635
RTF2	-0.155916756366122	0.345283107205461	0.5856667127524514
RNF10	0.199001640466417	0.0592904402198784	0.21341571555215677
RB1CC1	0.203558713866655	0.195689184242382	0.43489866917941505
STRAP	-0.190753598838223	0.30446338440156	0.5539491783082948
UBR2	0.158733169008375	0.307998450399608	0.5591188308921653
PHF20	0.173156692724109	0.11671129480603	0.32384551510255705
