cell_type	gene	eye1_mean_norm	eye2_mean_norm	eye1_detection	eye2_detection
cone cell	ARR3	18.0135035164521	14.8865238455801	0.995283018867924	0.980281690140845
cone cell	PDE6C	2.89668168613874	2.72154780395132	0.688679245283019	0.661971830985915
cone cell	GNAT2	1.57195682179549	1.20834552764225	0.504716981132076	0.388732394366197
cone cell	CNGB3	15.1432364326749	15.8868953043368	0.981132075471698	0.985915492957746
cone cell	OPN1SW	0.914895409753949	0.925617745482897	0.0660377358490566	0.0619718309859155
cone cell	OPN1MW	0.252034329989575	0.635351717320088	0.0849056603773585	0.16056338028169
cone cell	OPN1LW	4.8428911429846	4.97274101366644	0.731132075471698	0.698591549295775
cone cell	GNGT2	2.40146869569749	1.57605812796239	0.622641509433962	0.48169014084507
rod cell	RHO	10.2093346188378	11.6170760365342	0.832575757575758	0.834950091381977
rod cell	PDE6A	102.770872641997	94.696737124457	0.996818181818182	0.995360607338676
rod cell	PDE6B	7.04397460933946	8.82847540130808	0.769242424242424	0.804442569942359
rod cell	GNAT1	8.03005483215363	7.245729154846	0.752121212121212	0.69253479544496
rod cell	SAG	25.6386317545774	22.9387846401687	0.953787878787879	0.92759735695206
rod cell	NRL	6.93786333610257	4.21907314623483	0.726818181818182	0.563194151553494
rod cell	NR2E3	3.85568726682598	2.94908762618853	0.561666666666667	0.438211725010544
rod cell	GNGT1	10.8866423481834	8.53939698024142	0.846666666666667	0.752565724729369
rod cell	ROM1	8.13716715443801	8.10723453084342	0.731818181818182	0.689441867004077
horizontal cell	LHX1	0.410250754890378	0.359087853679372	0.128640776699029	0.109090909090909
horizontal cell	LHX3	0.147314208297157	0.103321924834797	0.0315533980582524	0.0262626262626263
horizontal cell	ONECUT1	1.96434458871659	1.55468972465946	0.194174757281553	0.16969696969697
horizontal cell	ONECUT2	1.33664958699354	1.2895934245373	0.233009708737864	0.2
horizontal cell	CALB1	2.30246196822246	1.15192254697106	0.223300970873786	0.149494949494949
horizontal cell	VSX1	2.37507623366786	1.97703175189022	0.288834951456311	0.286868686868687
horizontal cell	GRIK1	66.2116924469519	72.3146649344318	0.764563106796116	0.818181818181818
horizontal cell	PROX1	1.82166558375976	1.25543719452099	0.347087378640777	0.276767676767677
bipolar cell	VSX2	2.67865483750833	2.13581729509128	0.498470948012232	0.440191387559809
bipolar cell	CABP5	2.52908374600277	1.97686362429448	0.434250764525994	0.379585326953748
bipolar cell	GRM6	6.02008800020888	6.59089041559375	0.738532110091743	0.738437001594896
bipolar cell	TRPM1	16.1435702625943	16.2091538469189	0.889908256880734	0.869218500797448
bipolar cell	PRKCA	19.9029433904802	16.6394005578086	0.735474006116208	0.692185007974482
bipolar cell	PCP4	4.64073607191794	4.05415017290902	0.636085626911315	0.556618819776715
bipolar cell	ISL1	3.33455557436889	2.91515820877494	0.553516819571865	0.515151515151515
bipolar cell	CALB2	0.142369154215672	0.145427867275467	0.0397553516819572	0.0318979266347687
bipolar cell	GNAO1	6.26772754054019	6.58077292146387	0.833333333333333	0.82615629984051
Schwann cell	S100B	0.197526962430372	0.129493421734176	0.0588235294117647	0.0357142857142857
Schwann cell	SOX10	0.0711546261180171	0	0.0588235294117647	0
Schwann cell	PLP1	0.0777780370379012	0.157818319550533	0.0588235294117647	0.0357142857142857
Schwann cell	MPZ	0.535247033120197	0.239614395744137	0.117647058823529	0.0714285714285714
Schwann cell	PMP22	2.16578245069688	2.00499336838642	0.470588235294118	0.321428571428571
Schwann cell	MBP	1.71018232791832	2.39461642675199	0.411764705882353	0.5
Schwann cell	GFAP	1.50115374358341	0.917128401914393	0.294117647058824	0.25
Schwann cell	NCAM1	20.3919831711219	21.3793202835036	1	1
muller glia cell	RLBP1	5.20846036645666	5.33629408739101	0.800711743772242	0.830845771144279
muller glia cell	GLUL	20.610676399244	18.9884787200174	0.98932384341637	0.960199004975124
muller glia cell	SLC1A3	12.0295395732015	11.4965572323263	0.907473309608541	0.845771144278607
muller glia cell	SOX9	0.300427439879949	0.556326512509354	0.117437722419929	0.124378109452736
muller glia cell	KCNJ10	0.303558027786779	0.0775450254127565	0.096085409252669	0.0298507462686567
muller glia cell	VIM	4.40920838930759	4.79223485354255	0.665480427046263	0.666666666666667
muller glia cell	CLDN11	0.0240003607854486	0.029016914208119	0.00711743772241993	0.00995024875621891
muller glia cell	AQP4	1.02855713748193	0.567564149942931	0.284697508896797	0.189054726368159
muller glia cell	DIO2	0.573890064848759	0.59561666698988	0.192170818505338	0.174129353233831
muller glia cell	RAX	0.815062511979313	0.60029624862949	0.241992882562278	0.199004975124378
