group	file_id	file_name	metric	value	status
Animals	1428854at2759	1428854at2759.faa.mafft.clipkit.treefile	treeness	0.0336	ok
Animals	777920at2759	777920at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1038775at2759	1038775at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	39650at2759	39650at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1096688at2759	1096688at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	996662at2759	996662at2759.faa.mafft.clipkit.treefile	treeness	0.0419	ok
Animals	1379600at2759	1379600at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1364586at2759	1364586at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	674160at2759	674160at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1112002at2759	1112002at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1358374at2759	1358374at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1488436at2759	1488436at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	919955at2759	919955at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1014314at2759	1014314at2759.faa.mafft.clipkit.treefile	treeness	0.0884	ok
Animals	1287401at2759	1287401at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1129824at2759	1129824at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	156083at2759	156083at2759.faa.mafft.clipkit.treefile	treeness	0.0143	ok
Animals	324863at2759	324863at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1041560at2759	1041560at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	271586at2759	271586at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1626636at2759	1626636at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
Animals	1157302at2759	1157302at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
