gene	log2_fold_change	p_value	fdr
MTATP6P1	1.62547953489762	3.74190865660982e-13	5.347187470295432e-10
MTND1P23	-2.94972363375022	1.0202300691343e-08	7.289543843964573e-06
CLTA	-0.6225233864228	1.79511917146274e-07	8.550750986734185e-05
MS4A4E	0.843861168465849	4.4948962233625e-07	0.00016058016757962532
UFD1	-0.77231689769049	6.50147742759597e-07	0.00018581222488069283
CDKL5	0.878888885585659	8.6621502237822e-07	0.00020630354449641274
BLOC1S1	-0.647507389979665	1.67262120286514e-06	0.0002937491808793464
CBX3	-0.424870048599794	1.90813474228155e-06	0.0002937491808793464
DNAJC21	-0.628364446711857	2.05562757788206e-06	0.0002937491808793464
FOSB	1.12493301496939	1.75514216026583e-06	0.0002937491808793464
CFL1	-0.3909222098441	2.50308126455734e-06	0.0003251730115502217
SIRT2	0.553166087487945	3.1006717346046e-06	0.00036923832572916443
COX6A1	-0.473354840162372	6.68827802934324e-06	0.0007351961003024224
PFN1	-0.470958821850535	1.19604291390473e-05	0.0012208180885498992
H1-2	-1.50534129791911	1.45176551068006e-05	0.0013079784226911703
TAF2	0.523301927015898	1.46449648446877e-05	0.0013079784226911703
TMEM212	0.55423539122896	3.38656046093156e-05	0.0028467028815712934
ACTG1	-0.606872142776928	3.72806399643769e-05	0.002959668583838588
MT-ND4L	0.839688574959633	4.38305418336058e-05	0.0031902908521069173
POMP	-0.557443521193864	4.46506767264789e-05	0.0031902908521069173
TRA2A	0.45944935082004	4.75943029882446e-05	0.0032386789985810256
TSGA10	0.602084905457121	5.75102446341723e-05	0.003735551799192373
OPHN1	0.584260488767916	9.1248888725322e-05	0.00557307069746921
TXNL1	-0.528208497114122	9.35995078651232e-05	0.00557307069746921
MT-ND2	0.718157925201489	0.0001153683088684	0.006444366123924765
PSMD13	-0.448252824534564	0.0001172522877691	0.006444366123924765
MED12	0.475633893069537	0.0001427791072012	0.006798769080193469
MT-ND3	0.812661979784097	0.0001434153818802	0.006798769080193469
NDUFA13	-0.635851960769669	0.0001474890423275	0.006798769080193469
SNX6	-0.424224798390048	0.0001303703340613	0.006798769080193469
TNFAIP3	1.00861595887136	0.0001342030036177	0.006798769080193469
GAPDH	-0.468065842006014	0.0001778041924871	0.007851986643702723
ORC4	0.526365341281671	0.0001868212357494	0.007851986643702723
PRELID1	-0.542152805346956	0.0001826509349889	0.007851986643702723
ARIH1	0.507398610088395	0.0002134117425366	0.008044954503183854
