gene	log2_fold_change	p_value	fdr
ABHD17A	0.10256546128316402	0.2459291105998731	0.4193707625861798
ABI1	0.11187269572805056	0.19338502771780053	0.362071375686872
ABTB1	-0.12467619938887761	0.411577851100685	0.5912229159154329
ACAP2	0.11020685161181804	0.3347977817939797	0.5133326504115847
ACER3	-0.024995721787498152	0.8819575139843446	0.9351207023060786
ACP1	-0.2806804259068927	0.03225635026540386	0.10645340537935824
ACSL6	-0.11330913576060123	0.53589756116458	0.709071865652023
ACTB	-0.32563847517768263	0.008420555523137859	0.042821970969978654
ACTG1	-0.5955812593149877	6.191899356878285e-07	4.2134400861805094e-05
ACTN1	0.29003572947320483	0.046246220211643645	0.13583741523804246
ACTR2	-0.060886650301963545	0.31739421380727395	0.49568997981485735
ACTR3	-0.36702531452147247	0.005891532962246402	0.03301568863941219
ADAM10	0.24448120291594852	0.015055736161721364	0.06272491829475169
ADAM17	-0.21022300339133024	0.27544168124934154	0.4504510078194036
ADAR	0.00924123518259136	0.9258352276492223	0.9566055000354785
ADD1	-0.10870535171421207	0.11934349172441117	0.2611666916909396
ADD3	0.052678503606288514	0.6046795813382952	0.7667221258829761
ADIPOR1	-0.07715123645600885	0.5049969079995613	0.6814358654687187
ADSL	-0.29141124237672955	0.09737365773121168	0.22790705494348165
AFF4	0.11654961397328954	0.13423947836943706	0.28251577995570776
AGFG1	-0.2948552106111984	0.0649466729076846	0.1731507380318681
AGO2	-0.07555695986139588	0.6181227965101288	0.775502613005245
AHCTF1	0.18609811737062493	0.24803100539565692	0.4214462624380425
AK3	0.17070628082705908	0.08053864113845334	0.2015223294286186
AKAP13	0.009596839364178903	0.9198196304670183	0.9559434559544503
AKAP8L	-0.003328741804721912	0.9698158862776344	0.9842804698087639
AKAP9	-0.04178089573948879	0.8514036651707538	0.916156504163409
AKIRIN1	-0.07280579863374814	0.3418889829042525	0.5181352785219425
AKIRIN2	-0.015356285419983256	0.9171420326726536	0.9559434559544503
AKT3	0.1977822481258707	0.14655121349744515	0.2982794882209967
ALDH2	0.26873044972911786	0.027579913055312863	0.0966796474461575
ALDOA	-0.46994965764154617	9.24670382599786e-05	0.0015730404484941595
AMD1	0.27614045950865973	0.058207960078966274	0.15934707845372184
ANAPC16	0.03466325408494013	0.6160009784173	0.7741999983802301
ANAPC5	0.2822388343485918	0.0483422671532441	0.13899617658347246
ANK2	0.06844381313705426	0.6224862486405892	0.7782439626486457
ANKLE2	0.33609574624504257	0.0013031252351031247	0.011288743234101733
ANKRD11	0.08848708455924625	0.4120848018819169	0.5912341183627101
ANKRD12	-0.0353024865334882	0.5822799043270812	0.7462582809716584
ANKRD13A	-0.06148024668263684	0.5657217937079555	0.7302768231333951
ANP32A	-0.14985897979663487	0.1467393143592447	0.2982794882209967
ANP32B	0.015187462344351602	0.8944217385574783	0.9413360055430856
ANXA11	-0.1812558711031457	0.015597412045692153	0.06386447510972518
ANXA5	-0.43422685065270544	0.0021262147285767666	0.015742802316767873
ANXA7	-0.21445859295608086	0.016872435403790163	0.06734835249166521
AP1M1	0.11852414067403917	0.38902861344462736	0.5646484399049647
AP1S2	-0.0912869587372348	0.5602707589921576	0.7258630232092415
AP2A1	-0.16398672378254708	0.25317851516880385	0.42613910268106087
AP2M1	-0.15986780887425528	0.012594486833784096	0.05558971436507872
AP2S1	-0.26199135737528517	0.0007290774090639999	0.007641368802851397
AP3S1	-0.10509476691993033	0.4498758940940786	0.6267594902759408
APH1A	-0.08628901585117862	0.31058625045177923	0.4887970835854543
APLP2	-0.006299363197850407	0.9615984555903999	0.9780243366823355
APOL1	0.32192679757118275	0.008324720926652013	0.042485807872091885
ARF1	-0.06986712156834488	0.3412370470999312	0.5181352785219425
ARF4	0.10337706882986945	0.3336172100319348	0.512678505243533
ARF5	0.049157733812693595	0.6537779983786329	0.7988332393944895
ARFGAP2	0.03330154432848202	0.738257476148408	0.8500966425592869
ARGLU1	-0.03622437045120985	0.6167577951242527	0.77447002568766
ARHGAP4	-0.06168458171033718	0.5674890966610966	0.7318970389248258
ARHGAP45	0.036914824242922084	0.7700153875032941	0.8737669260113164
ARHGDIA	0.04857850462499118	0.6703094606973674	0.8083377131995172
ARHGDIB	-0.15049678266330777	0.1721164159547851	0.33417711739047273
ARHGEF12	0.1482525471982257	0.27089294930576346	0.4467241340502656
ARID1A	0.19671673533666306	0.1456711489638521	0.2969530269177527
ARID1B	0.07143377491798614	0.5388452441611274	0.7107348534972933
ARID4B	-0.0008188667360530908	0.9944106456565456	0.9979022560696655
ARIH1	0.5185122552163057	8.834437783564677e-05	0.0015585693324338178
ARL2	-0.300356804552547	0.12587337002022264	0.2708931412031599
ARL6IP1	-0.05241682893069838	0.6121194925808817	0.7713651671488038
ARL6IP5	-0.2542554190561381	0.07549486301623616	0.19171994625318373
ARMC10-1	0.5666264256363762	1.4515115305698194e-05	0.00042330815860903504
ARPC1B	-0.27069010298744106	0.02880841167229982	0.09825112238595808
ARPC2	-0.23500142971771767	0.0015085604271062333	0.012248482104175042
ARPC3	-0.2695413194363989	0.0017964369308461204	0.013924930399466396
ARPC4	-0.13990904460112852	0.0921325425613377	0.22032202543661403
ARPC5	-0.14488458104489668	0.18473417478304233	0.3501129121551293
ARPP19	0.03318344463046796	0.7646781118068049	0.8706972285035253
ASAH1	-0.036027572360364066	0.8122266163456874	0.8941606426169522
ASAP1	-0.024412823822754396	0.8199186493256023	0.8998953532152733
ASB8	-0.24833483148936447	0.011126537215652427	0.050957910278473406
ATE1	0.09643811499380715	0.30132311031426096	0.47790313500452714
ATF4	0.09644856846836299	0.5115467494868723	0.6876766745218631
ATG12	-0.06960265419968907	0.44471550414739913	0.6233375330499207
ATG2A	0.41808983883959977	0.0015310328644606921	0.012352978011405011
ATL1	0.1685510780295245	0.1075145652709284	0.24387033932088364
ATP11B	0.31284058208936005	0.005494491162603141	0.03153264205365417
ATP1A1	0.09588206915886438	0.2536174033229257	0.4263756109981892
ATP5F1B	-0.3867148508734477	0.0014848388550344073	0.012130046483912091
ATP5F1D	-0.01522189043378768	0.825792612848449	0.902875014353813
ATP5F1E	-0.24541833448832168	0.0029657034990523265	0.020092935412111556
ATP5ME	-0.21633483288158672	0.04429036617425281	0.13158198183577394
ATP5MF	-0.4550070391803984	1.155163290524753e-05	0.0003588539874260591
