 17.63	939	939	U	0	unclassified
 82.37	4387	30	R	1	root
 78.20	4165	9	R1	131567	  cellular organisms
 75.55	4024	0	D	2759	    Eukaryota
 75.55	4024	0	D1	33154	      Opisthokonta
 75.55	4024	0	K	33208	        Metazoa
 75.55	4024	0	K1	6072	          Eumetazoa
 75.55	4024	0	K2	33213	            Bilateria
 75.55	4024	0	K3	33511	              Deuterostomia
 75.55	4024	0	P	7711	                Chordata
 75.55	4024	0	P1	89593	                  Craniata
 75.55	4024	0	P2	7742	                    Vertebrata
 75.55	4024	0	P3	7776	                      Gnathostomata
 75.55	4024	0	P4	117570	                        Teleostomi
 75.55	4024	0	P5	117571	                          Euteleostomi
 75.55	4024	0	P6	8287	                            Sarcopterygii
 75.55	4024	0	C	1338369	                              Dipnotetrapodomorpha
 75.55	4024	0	C1	32523	                                Tetrapoda
 75.55	4024	0	C2	32524	                                  Amniota
 75.55	4024	0	C	40674	                                    Mammalia
 75.55	4024	0	C1	32525	                                      Theria
 75.55	4024	0	C2	9347	                                        Eutheria
 75.55	4024	0	C3	1437010	                                          Boreoeutheria
 75.55	4024	0	C4	314146	                                            Euarchontoglires
 75.55	4024	0	O	9443	                                              Primates
 75.55	4024	0	O1	376913	                                                Haplorrhini
 75.55	4024	0	O2	314293	                                                  Simiiformes
 75.55	4024	0	O3	9526	                                                    Catarrhini
 75.55	4024	0	O4	314295	                                                      Hominoidea
 75.55	4024	0	F	9604	                                                        Hominidae
 75.55	4024	0	F1	207598	                                                          Homininae
 75.55	4024	0	G	9605	                                                            Homo
 75.55	4024	4024	S	9606	                                                              Homo sapiens
  2.48	132	31	D	2	    Bacteria
  1.88	100	2	D1	1783272	      Terrabacteria group
  1.58	84	0	P	544448	        Tenericutes
  1.58	84	0	C	31969	          Mollicutes
  1.58	84	0	O	2085	            Mycoplasmatales
  1.58	84	7	F	2092	              Mycoplasmataceae
  1.41	75	42	G	2093	                Mycoplasma
  0.62	33	33	S	2100	                  Mycoplasma hyorhinis
  0.04	2	0	G	2767358	                Mycoplasmopsis
  0.04	2	2	S	2113	                  Mycoplasma californicum
  0.24	13	0	P	201174	        Actinobacteria
  0.23	12	0	C	1760	          Actinomycetia
  0.15	8	0	O	85011	            Streptomycetales
  0.15	8	0	F	2062	              Streptomycetaceae
  0.15	8	0	G	1883	                Streptomyces
  0.15	8	0	S	1916	                  Streptomyces lividans
  0.15	8	8	S1	1200984	                    Streptomyces lividans 1326
  0.08	4	0	O	85009	            Propionibacteriales
  0.08	4	0	F	31957	              Propionibacteriaceae
  0.08	4	0	G	1912216	                Cutibacterium
  0.08	4	4	S	1747	                  Cutibacterium acnes
  0.02	1	0	C	84995	          Rubrobacteria
  0.02	1	0	O	84996	            Rubrobacterales
  0.02	1	0	F	2600303	              Baekduiaceae
  0.02	1	0	G	2600304	                Baekduia
  0.02	1	1	S	496014	                  Baekduia soli
  0.02	1	0	P	1239	        Firmicutes
  0.02	1	0	C	186801	          Clostridia
  0.02	1	0	O	186802	            Eubacteriales
  0.02	1	0	F	31979	              Clostridiaceae
  0.02	1	0	G	49082	                Candidatus Arthromitus
  0.02	1	0	G1	2638829	                  unclassified Candidatus Arthromitus
  0.02	1	1	S	1041504	                    Candidatus Arthromitus sp. SFB-rat-Yit
  0.02	1	0	P	1224	      Proteobacteria
  0.02	1	0	C	1236	        Gammaproteobacteria
  0.02	1	0	O	72274	          Pseudomonadales
  0.02	1	0	F	468	            Moraxellaceae
  0.02	1	0	G	469	              Acinetobacter
  0.02	1	1	S	40214	                Acinetobacter johnsonii
  2.95	157	0	R1	2787854	  other entries
  2.95	157	157	R2	28384	    other sequences
  0.66	35	0	D	10239	  Viruses
  0.47	25	0	D1	2559587	    Riboviria
  0.47	25	0	K	2732397	      Pararnavirae
  0.47	25	0	P	2732409	        Artverviricota
  0.47	25	0	C	2732514	          Revtraviricetes
  0.47	25	0	O	2169561	            Ortervirales
  0.47	25	0	F	11632	              Retroviridae
  0.47	25	0	F1	327045	                Orthoretrovirinae
  0.47	25	10	G	153135	                  Gammaretrovirus
  0.26	14	0	S	11786	                    Murine leukemia virus
  0.26	14	14	S1	11801	                      Moloney murine leukemia virus
  0.02	1	0	G1	353769	                    unclassified Gammaretrovirus
  0.02	1	1	S	11788	                      Abelson murine leukemia virus
  0.19	10	0	D1	2731341	    Duplodnaviria
  0.19	10	0	D2	2731360	      Heunggongvirae
  0.19	10	0	P	2731618	        Uroviricota
  0.19	10	0	C	2731619	          Caudoviricetes
  0.19	10	0	O	28883	            Caudovirales
  0.17	9	0	F	10699	              Siphoviridae
  0.15	8	0	G	2560142	                Gorganvirus
  0.15	8	0	S	2560650	                  Proteus virus Isfahan
  0.15	8	8	S1	1969841	                    Proteus phage VB_PmiS-Isfahan
  0.02	1	0	G	1623283	                Chivirus
  0.02	1	0	G1	1909389	                  unclassified Chivirus
  0.02	1	1	S	2500149	                    Salmonella phage TS13
  0.02	1	0	F	10744	              Podoviridae
  0.02	1	0	F1	2732588	                Rakietenvirinae
  0.02	1	0	G	2732589	                  Andhravirus
  0.02	1	0	S	2732591	                    Staphylococcus virus Andhra
  0.02	1	1	S1	1958907	                      Staphylococcus phage Andhra
