pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	34	202	101	2055	1.10819981278e-11	1.52931574164e-09	PA14_10160,PA14_10170,PA14_10180,PA14_12920,PA14_12940,PA14_12960,PA14_13010,PA14_19500,PA14_19540,PA14_19570,PA14_20030,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_34770,PA14_34780,PA14_39320,PA14_39330,PA14_40240,PA14_47920,PA14_48115,PA14_50520,PA14_50530,PA14_54980,PA14_58350,PA14_58360,PA14_64870,PA14_64880,PA14_64890,PA14_68070,PA14_68080,PA14_68090
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	11	59	101	2055	9.09278820521e-05	0.0062740238616	PA14_12920,PA14_12940,PA14_12960,PA14_19500,PA14_19530,PA14_19540,PA14_19560,PA14_19570,PA14_30460,PA14_34770,PA14_34780
pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	13	97	101	2055	0.000663514797871	0.0305216807021	PA14_42250,PA14_42270,PA14_42310,PA14_42350,PA14_42520,PA14_42550,PA14_42570,PA14_42580,PA14_42600,PA14_42610,PA14_42620,PA14_42630,PA14_42640
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	7	45	101	2055	0.00545846826585	0.188317155172	PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_38440,PA14_38460,PA14_38470
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	22	268	101	2055	0.00855699499793	0.236173061943	PA14_01360,PA14_06170,PA14_06180,PA14_13460,PA14_20000,PA14_28970,PA14_28980,PA14_29360,PA14_32710,PA14_32720,PA14_38395,PA14_39800,PA14_39810,PA14_47390,PA14_49180,PA14_51880,PA14_52230,PA14_61500,PA14_64690,PA14_68260,PA14_68280,PA14_68290
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	6	47	101	2055	0.0253240530363	0.53912427467	PA14_33500,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_38200
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	24	101	2055	0.0273468834978	0.53912427467	PA14_35490,PA14_35500,PA14_35520,PA14_35530
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	10	111	101	2055	0.0423434480108	0.730424478187	PA14_07870,PA14_33750,PA14_40260,PA14_40290,PA14_43610,PA14_50520,PA14_50530,PA14_64870,PA14_64880,PA14_64890
pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	43	101	2055	0.0567041425345	0.869463518862	PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_54000
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	27	101	2055	0.143948560874	1	PA14_10640,PA14_10650,PA14_31820
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	2	14	101	2055	0.148378319449	1	PA14_43610,PA14_58000
pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	3	34	101	2055	0.232029709334	1	PA14_33750,PA14_38395,PA14_51880
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	6	101	2055	0.261224910538	1	PA14_31820
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	9	101	2055	0.365224392484	1	PA14_33510
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	2	29	101	2055	0.421471608195	1	PA14_35490,PA14_58030
pau01220	Degradation of aromatic compounds - Pseudomonas aeruginosa UCBPP-PA14	2	29	101	2055	0.421471608195	1	PA14_10640,PA14_10650
pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	13	101	2055	0.481665731241	1	PA14_38200
pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	14	101	2055	0.507303224456	1	PA14_19530
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	3	58	101	2055	0.550331743935	1	PA14_01310,PA14_01360,PA14_29320
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	17	101	2055	0.576919865403	1	PA14_38200
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	21	101	2055	0.654810441262	1	PA14_48440
pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	21	101	2055	0.654810441262	1	PA14_31820
