rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PA14_49270	1318.08239181993	-2.75689157374144	0.175053486692854	-15.7488526839721	6.99386915938784e-56	1.04513511438237e-53
PA14_49250	10421.9235770292	-2.12799708338408	0.171373829512836	-12.4172815034439	2.10596574705569e-35	2.19170863818581e-33
PA14_49260	1017.06023809027	-2.79418779552134	0.230815297126474	-12.1057305573221	9.84885991330433e-34	1.00700272938136e-31
PA14_29890	1225.75334497525	-1.68714393865986	0.1403932485742	-12.0172725953284	2.88332134528808e-33	2.84813505090491e-31
PA14_29920	3528.82002215152	-1.70077035150915	0.142115773326232	-11.9674988335389	5.25901458723728e-33	5.02451426465884e-31
PA14_56300	3304.28148221435	-1.69358080236876	0.144180836143432	-11.7462268056482	7.38430335593848e-32	6.83106666006499e-30
PA14_29880	7112.50887420401	-1.88007582786903	0.166078763831717	-11.3203866917872	1.04012102277948e-29	8.41920183438722e-28
PA14_57540	12610.46204296	-2.07977105100493	0.187773243636135	-11.0759712658268	1.64091140209424e-28	1.29232860154125e-26
PA14_29930	5167.67839483632	-1.5263926272917	0.137993225176175	-11.0613591742853	1.93148199455873e-28	1.50089027523844e-26
PA14_29850	4813.36150772229	-2.05439390225409	0.187099167733908	-10.9802407308184	4.75654583732803e-28	3.55399347948048e-26
PA14_29860	5940.68248716361	-2.05261936088771	0.187802159746528	-10.9296898590414	8.31320604496318e-28	6.13283099114499e-26
PA14_63570	401.216884296894	-2.20981101801261	0.202810478615749	-10.8959410435562	1.20514217539878e-27	8.77946074778013e-26
PA14_57560	9813.46858267613	-2.04532191308778	0.188320352290461	-10.8608649474759	1.77064079766515e-27	1.27398698380154e-25
PA14_29900	1902.52275895582	-1.53146066759196	0.141481052742554	-10.8244930180063	2.63533525434685e-27	1.87301632467481e-25
PA14_35270	5512.8579788179	-2.27974142980404	0.216850631619663	-10.5129572958889	7.52947344991427e-26	4.71847002861294e-24
PA14_52380	711.89677883409	-1.84375581798987	0.178295809182182	-10.3409935794168	4.59745869912191e-25	2.82041992615605e-23
PA14_57570	5301.31201317229	-1.66704603750068	0.170660131647049	-9.76822191224126	1.54133319161241e-22	8.47442437803504e-21
PA14_18060	863.489842862146	-1.8520887786559	0.205017433704385	-9.03381115055039	1.65794711215768e-19	6.80458857017953e-18
PA14_35290	7032.42363155489	-2.34970458140215	0.262941788318617	-8.93621586902316	4.0272484843542e-19	1.54413185308002e-17
PA14_45340	637.556516626835	-2.03419712112492	0.228233893271216	-8.91277404932857	4.97713442375995e-19	1.84756302048873e-17
PA14_09150	56097.5818611156	-2.84632177930707	0.326726489728716	-8.71163455913964	2.99523960996865e-18	1.02683861452337e-16
PA14_35300	4140.3782474647	-1.88879295923898	0.217766701799419	-8.67347001920758	4.19147538424171e-18	1.42022782205585e-16
PA14_45330	1690.36457313373	-1.92661616196444	0.222289479907449	-8.66714953297202	4.43072899381185e-18	1.47555934719631e-16
PA14_63580	768.086140233813	-2.3237044066681	0.270425404191953	-8.5927740909234	8.48943466433554e-18	2.70362979364741e-16
PA14_45310	7667.46299584961	-1.92463458095526	0.229828957480948	-8.374204025682	5.5598365279212e-17	1.52843053229834e-15
PA14_45300	1861.52709639561	-1.84474632050124	0.222054527029206	-8.30762761372843	9.76343592353015e-17	2.56312182713215e-15
PA14_45290	1832.38287502498	-1.89749295803202	0.229213118002768	-8.27829128876085	1.24955268729571e-16	3.23661913847086e-15
PA14_09520	11726.1761838189	-1.75998997120663	0.215261617342597	-8.176051043998	2.93297782963777e-16	7.3997380048177e-15
PA14_45280	3794.6009698073	-1.88208937652171	0.231477741291864	-8.13075748025655	4.26616102453366e-16	1.03596610212426e-14
PA14_09530	6277.43921500268	-1.79822022799559	0.223045412234568	-8.0621260485935	7.49788281397978e-16	1.73403416824898e-14
PA14_09540	5998.41548254406	-1.58287647848908	0.197028797860452	-8.03373159496294	9.45519217538169e-16	2.16948267709152e-14
PA14_35320	5143.63763466354	-1.5213435813296	0.197043760364064	-7.72084119039709	1.15564467157415e-14	2.11795507733778e-13
PA14_03050	341.190105415761	-1.50401579301536	0.210457010654638	-7.14642761643831	8.90653193483542e-13	1.18239790697542e-11
PA14_48590	2681.21569724222	-3.55931981027406	0.501333762849607	-7.09970098571201	1.25027098798525e-12	1.61923984843957e-11
PA14_15070	38072.1518035238	-1.83339579191252	0.276474045336446	-6.63134866667658	3.32633462587556e-11	3.31382533326543e-10
PA14_44360	15737.0847892883	-1.71101500947513	0.268072484275163	-6.38265808630645	1.74040206898467e-10	1.50267603822854e-09
PA14_15120	11327.4827288268	-2.50424071025099	0.399634063135729	-6.26633448260507	3.69645894959611e-10	2.94705372889824e-09
PA14_15130	4531.3667701838	-1.7698414223802	0.288791320662227	-6.12844395157643	8.87426791543032e-10	6.58843737721374e-09
PA14_10530	6806.6175373402	-1.94762268176079	0.318345289387723	-6.11795665488461	9.478283812276e-10	7.00119620506268e-09
PA14_48600	2619.5049632602	-2.94031086577361	0.482336662241059	-6.09597216208317	1.08774343314821e-09	7.89460613746918e-09
PA14_07070	4426.74478664617	-1.51958468730593	0.249498977068872	-6.09054475957414	1.12527116406174e-09	8.14367480879644e-09
PA14_60700	15848.9243174511	-2.55782570685748	0.423023857548224	-6.04652825417983	1.48000287939756e-09	1.04550991286412e-08
PA14_48610	1167.47487550051	-2.76568555522607	0.476021107514108	-5.81000613537731	6.24705530367551e-09	3.8649509883037e-08
PA14_48560	1459.27685573071	-2.62934877308262	0.473104401880269	-5.55765019863004	2.73430665231445e-08	1.5176703971132e-07
PA14_48540	568.609060653967	-2.49282715837544	0.459263873034232	-5.42787557380903	5.70287726536466e-08	2.97550301723771e-07
PA14_48570	3054.26659377072	-2.59369163293261	0.47890332939977	-5.41589810240701	6.09818248949071e-08	3.15632393861029e-07
PA14_18590	1706.59303804967	-1.71917917373438	0.318014506363564	-5.40597720963382	6.44559925518539e-08	3.31845869781099e-07
PA14_48620	792.46886148266	-2.60789874891252	0.482789744507199	-5.40172772637185	6.60020793107002e-08	3.38609258998909e-07
PA14_39960	36421.9906926989	-3.28763546217777	0.610151357615053	-5.38822936497005	7.11552083834252e-08	3.60602221268349e-07
PA14_53070	3379.8362462565	-2.92498033241707	0.542900245301049	-5.38769388618551	7.13674691546922e-08	3.61363692644263e-07
PA14_33870	19807.509055073	-1.71860922513699	0.321152391442104	-5.35138230613741	8.72848986788856e-08	4.32933097447273e-07
PA14_10540	7479.67380725495	-2.3166094132981	0.43885267674139	-5.27878610767423	1.30042494646221e-07	6.22239457141359e-07
PA14_01900	812.183871283068	-2.45643333884209	0.480206699232735	-5.11536665933011	3.1313208766433e-07	1.3888385136284e-06
PA14_06650	1127.10889341801	-2.11262639714738	0.41407315642043	-5.10206074552277	3.3597486753462e-07	1.48450457012264e-06
PA14_11140	7764.68025363159	-1.66560441363785	0.326642882453465	-5.09916028516294	3.41163569841683e-07	1.50287323132073e-06
PA14_48630	800.011766345228	-2.19474996700351	0.439399067690369	-4.99488990393143	5.88693413436223e-07	2.46473075682924e-06
PA14_18670	3153.18928536337	-1.9815506675238	0.398917145375324	-4.96732389293382	6.78831567474016e-07	2.80186287198199e-06
PA14_02760	495.452825601631	-2.1786421783266	0.438758850863376	-4.96546605051849	6.85362821227055e-07	2.82481932256809e-06
PA14_39945	35238.449735835	-2.78059325306982	0.562118553421902	-4.94663133985337	7.5508786756496e-07	3.07308106995013e-06
PA14_38510	3440.71917051631	-2.20545859075899	0.448956224412851	-4.91241343995912	8.99621033379108e-07	3.60343050345941e-06
PA14_48530	624.342581460337	-2.03830736593245	0.417118462856797	-4.88663904247325	1.02571896624843e-06	4.06106666799989e-06
PA14_02770	343.286404754577	-2.14884084377247	0.456069788049518	-4.71164918194309	2.45720119612722e-06	9.08665518466335e-06
