pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	32	58	252	2055	1.34386129153e-15	1.85452858231e-13	PA14_01310,PA14_01360,PA14_01730,PA14_06740,PA14_10500,PA14_13030,PA14_29320,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_29940,PA14_29980,PA14_29990,PA14_30010,PA14_30020,PA14_44050,PA14_44060,PA14_44340,PA14_44350,PA14_44360,PA14_44370,PA14_47160,PA14_47180,PA14_47190,PA14_47210,PA14_57540,PA14_57560,PA14_57570
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	14	29	252	2055	1.73588225842e-06	0.000119775875831	PA14_07910,PA14_22910,PA14_23070,PA14_23080,PA14_23090,PA14_34600,PA14_34640,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_35340,PA14_53290,PA14_61770
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	42	202	252	2055	0.00019528403543	0.00898306562979	PA14_10160,PA14_10170,PA14_10180,PA14_12920,PA14_12940,PA14_12960,PA14_13010,PA14_19500,PA14_19540,PA14_19570,PA14_20030,PA14_22980,PA14_22990,PA14_23000,PA14_23010,PA14_33540,PA14_33550,PA14_33560,PA14_33690,PA14_33760,PA14_34770,PA14_34780,PA14_39320,PA14_39330,PA14_40240,PA14_40390,PA14_40410,PA14_40420,PA14_45340,PA14_47920,PA14_48115,PA14_50520,PA14_50530,PA14_54980,PA14_58350,PA14_58360,PA14_64870,PA14_64880,PA14_64890,PA14_68070,PA14_68080,PA14_68090
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	16	52	252	2055	0.000278822504216	0.00961937639544	PA14_00280,PA14_01360,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_09160,PA14_18670,PA14_25920,PA14_25930,PA14_39640,PA14_41563,PA14_55580,PA14_64520
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	29	129	252	2055	0.000557109033169	0.0153762093155	PA14_07910,PA14_09150,PA14_22890,PA14_22910,PA14_22930,PA14_23070,PA14_23080,PA14_23090,PA14_30180,PA14_32985,PA14_33000,PA14_33010,PA14_34600,PA14_34640,PA14_35490,PA14_41470,PA14_44050,PA14_44060,PA14_44290,PA14_47100,PA14_52800,PA14_54000,PA14_56300,PA14_58030,PA14_60890,PA14_61040,PA14_61770,PA14_63570,PA14_63580
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	25	111	252	2055	0.00132552954899	0.0264093594293	PA14_07870,PA14_09420,PA14_09440,PA14_09450,PA14_20610,PA14_27330,PA14_33750,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40260,PA14_40290,PA14_41920,PA14_43610,PA14_50520,PA14_50530,PA14_63150,PA14_63160,PA14_64870,PA14_64880,PA14_64890
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	9	24	252	2055	0.00133960518844	0.0264093594293	PA14_09420,PA14_09440,PA14_09450,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39960,PA14_39970
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	6	14	252	2055	0.00409093342796	0.0705686016323	PA14_09150,PA14_30180,PA14_43610,PA14_56780,PA14_58000,PA14_61040
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	70	444	252	2055	0.00800617583935	0.12276136287	PA14_00280,PA14_01360,PA14_04630,PA14_06650,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06920,PA14_07910,PA14_09150,PA14_09420,PA14_09440,PA14_09450,PA14_11550,PA14_13290,PA14_13300,PA14_13320,PA14_14680,PA14_22890,PA14_22930,PA14_23070,PA14_23080,PA14_23500,PA14_25640,PA14_27330,PA14_30180,PA14_31820,PA14_32985,PA14_33000,PA14_33010,PA14_33500,PA14_33510,PA14_34640,PA14_35270,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_38200,PA14_39590,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40310,PA14_40670,PA14_41470,PA14_41563,PA14_41920,PA14_44050,PA14_44060,PA14_44290,PA14_47100,PA14_48440,PA14_52800,PA14_55580,PA14_56300,PA14_57780,PA14_58030,PA14_60890,PA14_61040,PA14_61770,PA14_63110,PA14_63120,PA14_71630
pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	9	31	252	2055	0.00950416244137	0.131157441691	PA14_18310,PA14_18320,PA14_18330,PA14_18340,PA14_18350,PA14_18360,PA14_18370,PA14_49180,PA14_73040
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	8	29	252	2055	0.0195328515851	0.245048501704	PA14_30180,PA14_35490,PA14_41470,PA14_44050,PA14_44060,PA14_44290,PA14_56300,PA14_58030
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	11	47	252	2055	0.0230530442021	0.265110008324	PA14_04630,PA14_06920,PA14_30180,PA14_33500,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_38200,PA14_41470,PA14_44290
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	144	1053	252	2055	0.0264123706301	0.280377472842	PA14_00280,PA14_01310,PA14_01360,PA14_01900,PA14_01910,PA14_02760,PA14_02770,PA14_04630,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06740,PA14_06750,PA14_06920,PA14_07910,PA14_09150,PA14_09420,PA14_09440,PA14_09450,PA14_10500,PA14_10640,PA14_10650,PA14_11550,PA14_13030,PA14_13290,PA14_13300,PA14_13320,PA14_14680,PA14_18300,PA14_18340,PA14_18350,PA14_18360,PA14_18370,PA14_19530,PA14_19560,PA14_20950,PA14_22890,PA14_22910,PA14_22930,PA14_23070,PA14_23080,PA14_23090,PA14_23500,PA14_25640,PA14_25920,PA14_25930,PA14_27330,PA14_29320,PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_29940,PA14_29980,PA14_29990,PA14_30010,PA14_30020,PA14_30180,PA14_30460,PA14_31820,PA14_32985,PA14_33000,PA14_33010,PA14_33500,PA14_33510,PA14_34600,PA14_34640,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_35340,PA14_35490,PA14_35500,PA14_35520,PA14_35530,PA14_38200,PA14_38440,PA14_38460,PA14_38470,PA14_38510,PA14_38660,PA14_39590,PA14_39640,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40310,PA14_40670,PA14_41470,PA14_41563,PA14_41920,PA14_43610,PA14_43790,PA14_44050,PA14_44060,PA14_44290,PA14_44340,PA14_44350,PA14_44360,PA14_44370,PA14_44500,PA14_44970,PA14_47100,PA14_47160,PA14_47180,PA14_47190,PA14_47210,PA14_48440,PA14_49250,PA14_49260,PA14_52800,PA14_53070,PA14_53290,PA14_54000,PA14_56300,PA14_57540,PA14_57560,PA14_57570,PA14_57780,PA14_58030,PA14_60710,PA14_60890,PA14_61040,PA14_61770,PA14_63110,PA14_63120,PA14_63570,PA14_63580,PA14_63920,PA14_63940,PA14_67580,PA14_71630,PA14_73050,PA14_73070
pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	13	63	252	2055	0.0378025476764	0.337441358454	PA14_09150,PA14_23090,PA14_32985,PA14_33000,PA14_33010,PA14_35490,PA14_41470,PA14_44290,PA14_52800,PA14_60890,PA14_61040,PA14_63570,PA14_63580
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	50	324	252	2055	0.0382576765949	0.337441358454	PA14_01900,PA14_01910,PA14_02760,PA14_02770,PA14_06660,PA14_06750,PA14_06920,PA14_07910,PA14_10640,PA14_10650,PA14_18300,PA14_19530,PA14_19560,PA14_22890,PA14_22910,PA14_22930,PA14_23070,PA14_23080,PA14_23090,PA14_30180,PA14_30460,PA14_33010,PA14_33500,PA14_34600,PA14_34640,PA14_35270,PA14_35290,PA14_35300,PA14_35320,PA14_35340,PA14_35490,PA14_38510,PA14_41470,PA14_41563,PA14_43790,PA14_44050,PA14_44060,PA14_44290,PA14_49250,PA14_49260,PA14_52800,PA14_54000,PA14_56300,PA14_58030,PA14_60710,PA14_60890,PA14_61770,PA14_63570,PA14_63580,PA14_71630
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	7	27	252	2055	0.0391236357628	0.337441358454	PA14_10640,PA14_10650,PA14_23500,PA14_31820,PA14_38510,PA14_53070,PA14_71630
