1	index	n_cells
2	TNFRSF4	155
3	CPSF3L	202
4	ATAD3C	9
5	C1orf86	501
6	RER1	608
7	TNFRSF25	170
8	TNFRSF9	11
9	CTNNBIP1	169
10	SRM	355
11	UBIAD1	111
12	DRAXIN	7
13	TNFRSF1B	379
14	PRDM2	177
15	EFHD2	523
16	DDI2	37
17	SPEN	74
18	SDHB	581
19	CAPZB	1500
20	CAMK2N1	7
21	CDA	393
22	C1QA	36
23	C1QC	5
24	C1QB	17
25	ZNF436	6
26	MDS2	53
27	PITHD1	365
28	HMGCL	137
29	TMEM50A	716
30	LDLRAP1	338
31	RP11-70P17.1	27
32	STMN1	196
33	PDIK1L	30
34	ZNF593	167
35	TMEM222	167
36	PPP1R8	159
37	PTAFR	77
38	PHACTR4	100
39	SNHG12	140
40	TAF12	380
41	YTHDF2	337
42	PUM1	89
43	SPOCD1	3
44	TMEM234	51
45	HDAC1	421
46	MARCKSL1	493
47	SMIM12	317
48	AGO4	30
49	TRAPPC3	441
50	EVA1B	23
51	RRAGC	158
52	PPIE	325
53	TRIT1	36
54	PPT1	516
55	SMAP2	434
56	ZFP69	26
57	CITED4	87
58	C1orf50	149
59	EBNA1BP2	228
60	ST3GAL3	26
61	DMAP1	168
62	ERI3	175
63	PRDX1	822
64	FAAH	68
65	ATPAF1	158
66	EFCAB14	148
67	PDZK1IP1	6
68	TAL1	3
69	SPATA6	18
70	ZCCHC11	161
71	SCP2	735
72	HSPB11	190
73	SSBP3	85
74	ACOT11	8
75	PARS2	7
76	ATG4C	87
77	PGM1	97
78	LRRIQ3	9
79	ACADM	213
80	USP33	122
81	IFI44	295
82	RP5-887A10.1	36
83	PRKACB	126
84	SH3GLB1	379
85	PKN2	89
86	GTF2B	265
87	GBP1	287
88	GBP4	150
89	LRRC8C	76
90	TMED5	244
91	RP11-421L21.3	53
92	HENMT1	122
93	TMEM167B	166
94	SARS	377
95	LAMTOR5	752
96	DRAM2	435
97	CEPT1	153
98	DENND2D	433
99	CHI3L2	108
100	C1orf162	1034
101	ST7L	78
102	LRIG2	29
103	AP4B1-AS1	7
104	RP5-1073O3.7	66
105	CD2	856
106	WARS2	33
107	FCGR1B	61
108	LIX1L	139
109	CD160	79
110	FCGR1A	119
111	BOLA1	102
112	CTSS	1396
113	FAM63A	32
114	PRUNE	32
115	MLLT11	85
116	PI4KB	137
117	C2CD4D	5
118	THEM4	151
119	S100A11	1421
120	S100A12	149
121	S100A8	743
122	S100A6	2109
123	SNAPIN	313
124	CRTC2	86
125	SLC39A1	169
126	UBE2Q1	58
127	CKS1B	187
128	SLC50A1	163
129	RIT1	89
130	PMF1	365
131	BGLAP	6
132	GPATCH4	106
133	ISG20L2	147
134	HDGF	148
135	FCRL2	47
136	CD1C	71
137	AIM2	61
138	FCER1A	55
139	FCRL6	95
140	DCAF8	139
141	PEX19	112
142	CD48	1873
143	F11R	21
144	PFDN2	525
145	NIT1	126
146	DEDD	82
147	FCER1G	964
148	FCGR2A	226
149	FCGR3A	497
150	FCGR2B	77
151	FCGR3B	13
152	FCRLA	117
153	TMCO1	469
154	CD247	721
155	MPC2	427
156	XCL2	138
157	XCL1	86
158	BLZF1	53
159	F5	18
160	SELL	1264
161	FMO4	11
162	KIAA0040	167
163	QSOX1	97
164	DHX9	179
165	NCF2	468
166	COLGALT2	6
167	RGS18	89
168	ZBTB41	12
169	CSRP1	188
170	IPO9-AS1	6
171	PTPN7	252
172	RABIF	156
173	SOX13	3
174	IL24	13
175	CR1	45
176	RP1-28O10.1	7
177	G0S2	185
178	TRAF3IP3	1296
179	LPGAT1	77
180	DUSP10	60
181	RP11-378J18.3	5
182	DISP1	10
183	TP53BP2	34
184	CNIH4	218
185	LBR	260
186	SRP9	890
187	ACBD3	58
188	PARP1	311
189	SNAP47	103
190	C1orf35	178
191	OBSCN	21
192	RNF187	384
193	URB2	13
194	C1orf198	8
195	GNPAT	167
196	SPRTN	98
197	RP5-827C21.4	69
198	COA6	234
199	RP4-781K5.2	4
200	FH	150
201	SDCCAG8	157
202	ACP1	634
203	TMEM18	181
204	TSSC1	154
205	TRAPPC12-AS1	12
206	ID2	1040
207	KLF11	63
208	ODC1	275
209	LPIN1	160
210	DDX1	167
211	RDH14	222
212	ITSN2	264
213	DNAJC27	5
214	DNMT3A	60
215	ASXL2	72
216	KIF3C	7
217	MPV17	169
218	SNX17	590
219	FOSL2	89
220	DPY30	408
221	FAM98A	35
222	CDC42EP3	335
223	LINC00211	7
224	PIGF	104
225	FBXO11	65
226	EML6	8
227	MTIF2	68
228	CCT4	564
229	PELI1	117
230	LGALSL	6
231	CEP68	77
232	ACTR2	520
233	NFU1	218
234	SNRNP27	158
235	MPHOSPH10	218
236	CCT7	521
237	STAMBP	112
238	BOLA3	155
239	PCGF1	94
240	MRPL19	210
241	TRABD2A	257
242	TGOLN2	432
243	MAT2A	171
244	VAMP8	1362
245	VAMP5	603
246	GNLY	484
247	RMND5A	80
248	MAL	355
249	ZAP70	383
250	EIF5B	394
251	TGFBRAP1	25
252	TMEM87B	44
253	IL1B	211
254	RABL2A	39
255	RP11-141B14.1	5
256	C2orf76	40
257	TMEM177	20
258	CCDC115	434
259	PLEKHB2	159
260	ZRANB3	16
261	R3HDM1	74
262	UBXN4	530
263	ACVR2A	9
264	MMADHC	357
265	PSMD14	277
266	GCA	350
267	FASTKD1	27
268	PPIG	457
269	METTL8	56
270	SLC25A12	37
271	MLTK	42
272	OLA1	370
273	NFE2L2	185
274	TTC30A	6
275	PLEKHA3	132
276	TTN-AS1	30
277	DNAJC10	93
278	ZC3H15	499
279	SLC40A1	101
280	ANKAR	22
281	C2orf88	10
282	NABP1	115
283	SDPR	43
284	SF3B1	384
285	PLCL1	8
286	TYW5	39
287	ORC2	48
288	NOP58	270
289	BMPR2	37
290	ICOS	91
291	NDUFS1	84
292	METTL21A	194
293	IDH1	57
294	TNS1	7
295	CXCR1	7
296	RNF25	56
297	CYP27A1	35
298	GMPPA	97
299	STK11IP	41
300	SERPINE2	18
301	DOCK10	162
302	MFF	350
303	TRIP12	64
304	ATG16L1	43
305	RAMP1	43
306	NDUFA10	396
307	GPR35	33
308	MTERFD2	250
309	PASK	173
310	HDLBP	147
311	DTYMK	177
312	ING5	70
313	PDCD1	25
314	THUMPD3	105
315	SETD5	148
316	ARPC4	847
317	RPUSD3	164
318	JAGN1	351
319	ATG7	46
320	TMEM40	14
321	SLC6A6	80
322	CCDC174	156
323	UBE2E1	320
324	TOP2B	104
325	SLC4A7	64
326	CMTM7	542
327	GLB1	126
328	CRTAP	206
329	CSRNP1	279
330	EIF1B	513
331	ENTPD3-AS1	51
332	CTNNB1	188
333	VIPR1	45
334	NKTR	358
335	ABHD5	66
336	ELP6	142
337	NME6	87
338	TREX1	328
339	UQCRC1	499
340	ARIH2OS	77
341	QRICH1	104
342	USP19	47
343	GPX1	1136
344	TCTA	84
345	IP6K1	98
346	FAM212A	24
347	RBM5	176
348	GNAI2	618
349	NPRL2	146
350	C3orf18	10
351	HEMK1	49
352	CISH	207
353	GLYCTK	47
354	PBRM1	118
355	PRKCD	146
356	CCDC66	119
357	ARF4	381
358	DENND6A	39
359	DNASE1L3	8
360	THOC7	434
361	SUCLG2	352
362	EOGT	19
363	ARL6IP5	1222
364	PROK2	8
365	C3orf38	131
366	MINA	101
367	TBC1D23	55
368	NIT2	190
369	BBX	386
370	CD47	669
371	CD96	320
372	TIGIT	189
373	B4GALT4	76
374	TIMMDC1	254
375	FSTL1	7
376	HGD	7
377	GOLGB1	57
378	EAF2	253
379	KPNA1	111
380	PDIA5	17
381	GATA2	4
382	RAB7A	840
383	GP9	16
384	ISY1	214
385	ACPP	12
386	NPHP3	55
387	UBA5	110
388	CDV3	273
389	RAB6B	5
390	ANAPC13	272
391	NMNAT3	16
392	RNF7	673
393	U2SURP	231
394	GYG1	310
395	SIAH2	326
396	GPR171	135
397	MBNL1-AS1	29
398	LINC00886	7
399	MFSD1	163
400	SPTSSB	15
401	RPL22L1	537
402	TNFSF10	577
403	ZMAT3	70
404	RP11-145M9.4	12
405	ACTL6A	116
406	TTC14	213
407	LAMP3	13
408	KLHL6	57
409	KLHL24	114
410	YEATS2	34
411	PARL	349
412	SENP2	40
413	RPL39L	50
414	RP11-211G3.2	3
415	IL1RAP	16
416	FAM43A	53
417	PPP1R2	754
418	PCYT1A	81
419	RNF168	87
420	PIGX	145
421	ZNF718	18
422	PDE6B	43
423	IDUA	18
424	SPON2	216
425	MAEA	204
426	SLBP	300
427	ZFYVE28	64
428	ADD1	252
429	MFSD10	248
430	LYAR	499
431	STX18	128
432	JAKMIP1	34
433	AC093323.3	100
434	S100P	9
435	GRPEL1	244
436	FGFBP2	296
437	MED28	458
438	DHX15	136
439	ANAPC4	83
440	RBPJ	234
441	PGM2	77
442	RFC1	144
443	SMIM14	275
444	UBE2K	189
445	COMMD8	326
446	OCIAD1	523
447	CHIC2	195
448	TMEM165	402
449	PAICS	79
450	SRP72	443
451	HOPX	403
452	IGFBP7	228
453	YTHDC1	170
454	IGJ	72
455	GRSF1	340
456	IL8	204
457	PF4	43
458	PPBP	79
459	CXCL3	8
460	CXCL2	47
461	EREG	44
462	RCHY1	116
463	SDAD1	165
464	CXCL10	12
465	NUP54	122
466	SEPT11	85
467	MRPL1	133
468	ANTXR2	85
469	SEC31A	174
470	COPS4	225
471	HELQ	87
472	ARHGAP24	86
473	SNCA	58
474	DNAJB14	122
475	MANBA	80
476	UBE2D3	1526
477	PPA2	240
478	INTS12	99
479	TBCK	38
480	OSTC	506
481	PLA2G12A	120
482	SNHG8	678
483	C4orf3	997
484	SPRY1	19
485	PGRMC2	120
486	C4orf33	53
487	RP11-102N12.3	27
488	ZNF330	154
489	USP38	60
490	LSM6	446
491	LRBA	147
492	RP11-18H21.1	112
493	PLRG1	189
494	PALLD	11
495	RWDD4	158
496	RP11-701P16.5	8
497	KIAA1430	120
498	MARCH6	148
499	C5orf42	8
500	FYB	990
501	FBXO4	90
502	NNT-AS1	65
503	EMB	278
504	MOCS2	94
505	GZMK	319
506	GZMA	541
507	ZSWIM6	19
508	DIMT1	185
