136369	root (taxid 1)
20314	Homo sapiens (taxid 9606)
12490	Homininae (taxid 207598)
6185	Catarrhini (taxid 9526)
5593	Hominoidea (taxid 314295)
4121	cellular organisms (taxid 131567)
3542	Hominidae (taxid 9604)
3229	Boreoeutheria (taxid 1437010)
3121	Simiiformes (taxid 314293)
1959	Eutheria (taxid 9347)
1938	unclassified (taxid 0)
1394	Euarchontoglires (taxid 314146)
638	Amniota (taxid 32524)
623	Eukaryota (taxid 2759)
523	human gammaherpesvirus 4 (taxid 10376)
489	Primates (taxid 9443)
376	Euteleostomi (taxid 117571)
376	Bilateria (taxid 33213)
308	Laurasiatheria (taxid 314145)
265	Cercopithecidae (taxid 9527)
263	uncultured eukaryote (taxid 100272)
238	Sus scrofa (taxid 9823)
236	Gorilla gorilla gorilla (taxid 9595)
235	Cercopithecinae (taxid 9528)
221	Callithrix jacchus (taxid 9483)
212	Pongo (taxid 9599)
194	Pan troglodytes (taxid 9598)
190	Theria (taxid 32525)
188	Hylobatidae (taxid 9577)
152	Pan (taxid 9596)
144	Nomascus leucogenys (taxid 61853)
142	Symphalangus syndactylus (taxid 9590)
137	Heterocephalus glaber (taxid 10181)
135	Haplorrhini (taxid 376913)
129	Theropithecus gelada (taxid 9565)
127	Piliocolobus tephrosceles (taxid 591936)
120	Tetrapoda (taxid 32523)
118	Hylobates moloch (taxid 81572)
117	Suidae (taxid 9821)
115	Colobinae (taxid 9569)
114	Cebus imitator (taxid 2715852)
111	Platyrrhini (taxid 9479)
111	Opisthokonta (taxid 33154)
111	Carlito syrichta (taxid 1868482)
110	Trachypithecus francoisi (taxid 54180)
110	Papio anubis (taxid 9555)
107	Mus musculus (taxid 10090)
106	Saimiri boliviensis boliviensis (taxid 39432)
104	Gnathostomata (taxid 7776)
102	Macaca mulatta (taxid 9544)
101	Aotus nancymaae (taxid 37293)
96	Cebinae (taxid 38070)
95	Fargesia denudata (taxid 1306438)
93	Pan paniscus (taxid 9597)
90	Cebidae (taxid 9498)
89	Pongo abelii (taxid 9601)
88	Colobus angolensis palliatus (taxid 336983)
86	Chlorocebus sabaeus (taxid 60711)
75	Mammalia (taxid 40674)
70	Sapajus apella (taxid 9515)
65	Nycticebus coucang (taxid 9470)
64	synthetic construct (taxid 32630)
63	Rodentia (taxid 9989)
61	Otolemur garnettii (taxid 30611)
58	Macaca fascicularis (taxid 9541)
56	Pongo pygmaeus (taxid 9600)
56	Apteryx mantelli mantelli (taxid 202946)
55	Equus caballus (taxid 9796)
55	Cercocebus atys (taxid 9531)
52	Tupaia chinensis (taxid 246437)
52	Rhinopithecus bieti (taxid 61621)
50	Microcebus murinus (taxid 30608)
49	Rhinopithecus roxellana (taxid 61622)
48	Muroidea (taxid 337687)
44	Rattus norvegicus (taxid 10116)
44	Macaca (taxid 9539)
42	Macaca thibetana thibetana (taxid 257877)
41	Lemur catta (taxid 9447)
40	Perognathus longimembris pacificus (taxid 214514)
40	Macaca nemestrina (taxid 9545)
37	Stathmonotus stahli (taxid 642437)
37	Artiodactyla (taxid 91561)
35	Sciurus carolinensis (taxid 30640)
35	Rhinopithecus (taxid 542827)
35	Equus (taxid 9789)
34	Cavia porcellus (taxid 10141)
34	Castor canadensis (taxid 51338)
33	Lutra lutra (taxid 9657)
33	Dasypus novemcinctus (taxid 9361)
32	Phocidae (taxid 9709)
32	Nannospalax galili (taxid 1026970)
32	Echinops telfairi (taxid 9371)
31	Yangochiroptera (taxid 30560)
