C	READ_4558	1396	75	131567:28 1396:1 131567:5 1396:5 131567:2
C	READ_5409	1396	75	131567:35 1396:6
C	READ_5809	1396	75	1396:19 131567:22
C	READ_6486	1396	75	131567:29 1396:1 131567:5 1396:5 131567:1
C	READ_7384	1396	75	1396:24 131567:17
C	READ_14549	1396	75	1396:18 131567:23
C	READ_19745	1396	75	131567:31 1396:10
C	READ_22203	1396	75	131567:6 1396:9 131567:1 1396:5 131567:3 1396:5 131567:5 1396:1 131567:6
C	READ_22450	1396	75	1396:6 131567:35
C	READ_30555	1396	75	131567:13 1396:24 131567:4
C	READ_30761	1396	75	1396:19 131567:22
C	READ_33526	1396	75	131567:36 1396:5
C	READ_35053	1396	75	131567:1 1396:24 131567:16
C	READ_40053	1396	75	131567:25 1396:16
C	READ_40744	1396	75	131567:29 1396:1 131567:5 1396:5 131567:1
C	READ_43999	1396	75	131567:10 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1 1396:9 131567:2
C	READ_49671	1396	75	131567:30 1396:11
C	READ_52085	1396	75	131567:29 1396:1 131567:5 1396:5 131567:1
C	READ_57285	1396	75	1396:22 131567:19
C	READ_58817	1396	75	131567:29 1396:1 131567:5 1396:5 131567:1
C	READ_59028	1396	75	1396:5 131567:36
C	READ_60137	1396	75	131567:20 1396:21
C	READ_61610	1396	75	131567:29 1396:12
C	READ_61847	1396	75	131567:30 1396:9 131567:1 1396:1
C	READ_64039	1396	75	131567:16 0:9 1396:3 0:7 1396:6
C	READ_64214	1396	75	1396:19 131567:22
C	READ_64384	1396	75	131567:29 1396:1 131567:5 1396:5 131567:1
C	READ_65177	1396	75	131567:14 1396:26 131567:1
C	READ_67531	1396	75	131567:12 1396:24 131567:5
C	READ_67551	1396	75	1396:11 131567:30
C	READ_69152	1396	75	131567:14 1396:24 131567:3
C	READ_69317	1396	75	131567:24 1396:17
C	READ_71507	1396	75	131567:22 0:7 1396:3 0:7 1396:2
C	READ_72948	1396	75	131567:28 1396:13
C	READ_73386	1396	75	131567:11 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1 1396:9 131567:1
C	READ_73774	1396	75	1396:8 131567:33
C	READ_77054	1396	75	1396:17 131567:24
C	READ_78972	1396	75	1396:15 131567:26
C	READ_79606	1396	75	1396:13 131567:28
C	READ_81372	1396	75	1396:12 131567:29
C	READ_84388	1396	75	1396:8 131567:33
C	READ_88973	1396	75	131567:30 1396:11
C	READ_95428	1396	75	131567:17 1396:18 0:4 1396:2
C	READ_96442	1396	75	1396:7 131567:1 1396:5 131567:3 1396:5 131567:5 1396:1 131567:14
C	READ_98628	1396	75	131567:35 1396:6
C	READ_101596	1396	75	131567:18 1396:23
C	READ_102859	1396	75	131567:5 1396:24 131567:12
C	READ_103362	1396	75	0:2 1396:9 0:7 1396:3 0:7 131567:13
C	READ_104044	1396	75	1396:4 131567:1 1396:9 131567:27
C	READ_104515	1396	75	1396:22 131567:19
C	READ_105463	1396	75	1396:1 131567:1 1396:9 131567:30
C	READ_111970	1396	75	1396:14 131567:27
C	READ_112347	1396	75	131567:6 1396:24 131567:11
C	READ_112764	1396	75	131567:3 1396:26 131567:12
C	READ_113880	1396	75	1396:21 131567:20
C	READ_114783	1396	75	131567:3 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1 1396:9 131567:9
C	READ_119061	1396	75	131567:10 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1 1396:9 131567:2
C	READ_119914	1396	75	131567:11 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1 1396:9 131567:1
C	READ_122004	1396	75	0:2 131567:31 1396:8
C	READ_129293	1396	75	1396:18 131567:23
C	READ_132384	1396	75	1396:19 131567:22
C	READ_132576	1396	75	131567:20 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1 1396:1
C	READ_132907	1396	75	131567:36 1396:5
C	READ_134616	1396	75	1396:6 131567:35
C	READ_138889	1396	75	1396:5 131567:36
C	READ_143021	1396	75	131567:21 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1
C	READ_143264	1396	75	131567:29 1396:9 131567:1 1396:2
C	READ_145531	1396	75	131567:8 1396:26 131567:7
C	READ_146869	1396	75	131567:6 1396:1 131567:5 1396:5 131567:3 1396:5 131567:1 1396:9 131567:6
C	READ_147028	1396	75	1396:5 131567:3 1396:5 131567:5 1396:1 131567:22
C	READ_151063	1396	75	1396:8 131567:33
C	READ_159191	1396	75	131567:19 1396:22
C	READ_159875	1396	75	131567:22 1396:19
C	READ_162332	1396	75	131567:22 1396:9 131567:1 1396:5 131567:3 1396:1
C	READ_162771	1396	75	1396:10 131567:31
C	READ_163831	1396	75	1396:21 131567:20
C	READ_179200	1396	75	131567:28 1396:1 131567:5 1396:5 131567:2
C	READ_179893	1396	75	131567:26 1396:9 131567:1 1396:5
C	READ_182023	1396	75	131567:15 1396:26
C	READ_183176	1396	75	1396:14 131567:27
C	READ_184535	1396	75	1396:6 131567:16 0:19
C	READ_187732	1396	75	131567:3 1396:24 131567:14
C	READ_188399	1396	75	131567:34 1396:7
C	READ_188457	1396	75	1396:10 131567:31
C	READ_189090	1396	75	131567:25 1396:16
C	READ_189388	1396	75	131567:22 1396:19
C	READ_190394	1396	75	131567:1 1396:24 131567:16
C	READ_195209	1396	75	1396:6 131567:35
C	READ_196063	1396	75	131567:30 1396:9 131567:1 1396:1
C	READ_197025	1396	75	1396:5 131567:9 0:3 131567:5 0:14 131567:5
C	READ_198559	1396	75	131567:5 1396:24 131567:12
C	READ_199769	1396	75	131567:6 1396:24 131567:11
C	READ_213793	1396	75	131567:28 1396:13
