%%MatrixMarket matrix coordinate real general
%
188 188 300
1 3 1
2 4 1
3 1 1
3 4 1
4 2 1
4 3 1
5 6 1
6 5 1
6 12 1
7 8 1
7 28 1
8 7 1
8 10 1
9 12 1
10 8 1
10 13 1
11 13 1
12 6 1
12 9 1
13 10 1
13 11 1
14 15 1
15 14 1
16 19 1
17 18 1
18 17 1
18 19 1
19 16 1
19 18 1
20 22 1
21 22 1
22 20 1
22 21 1
23 24 1
24 23 1
24 25 1
25 24 1
26 27 1
27 26 1
28 7 1
29 30 1
29 32 1
30 29 1
31 32 1
32 29 1
32 31 1
33 56 1
34 175 1
35 49 1
36 53 1
36 54 1
37 45 1
38 44 1
39 44 1
40 47 1
41 42 1
41 47 1
42 41 1
43 44 1
44 38 1
44 39 1
44 43 1
44 53 1
45 37 1
45 51 1
45 54 1
46 50 1
47 40 1
47 41 1
47 48 1
48 47 1
49 35 1
49 50 1
49 52 1
50 46 1
50 49 1
50 55 1
51 45 1
52 49 1
52 56 1
53 36 1
53 44 1
54 36 1
54 45 1
55 50 1
56 33 1
56 52 1
57 58 1
58 57 1
59 128 1
60 61 1
61 60 1
61 63 1
62 67 1
63 61 1
63 84 1
64 67 1
65 97 1
66 114 1
67 62 1
67 64 1
67 68 1
68 67 1
69 70 1
69 141 1
70 69 1
70 140 1
71 72 1
71 76 1
72 71 1
73 140 1
74 78 1
75 94 1
75 117 1
76 71 1
77 78 1
78 74 1
78 77 1
78 118 1
78 119 1
79 110 1
80 82 1
81 82 1
82 80 1
82 81 1
82 85 1
83 89 1
84 63 1
85 82 1
85 86 1
86 85 1
87 88 1
88 87 1
88 90 1
89 83 1
90 88 1
90 91 1
91 90 1
91 171 1
92 153 1
93 94 1
94 75 1
94 93 1
95 142 1
96 145 1
97 65 1
98 112 1
99 115 1
99 131 1
100 102 1
101 102 1
101 147 1
102 100 1
102 101 1
103 113 1
104 106 1
105 106 1
106 104 1
106 105 1
106 113 1
106 114 1
107 108 1
108 107 1
108 110 1
108 142 1
109 112 1
110 79 1
110 108 1
110 111 1
111 110 1
112 98 1
112 109 1
113 103 1
113 106 1
114 66 1
114 106 1
115 99 1
116 150 1
117 75 1
117 120 1
118 78 1
119 78 1
120 117 1
121 122 1
121 124 1
122 121 1
122 123 1
122 174 1
123 122 1
124 121 1
124 125 1
125 124 1
126 134 1
127 129 1
127 135 1
128 59 1
128 129 1
129 127 1
129 128 1
130 134 1
131 99 1
131 133 1
132 134 1
133 131 1
133 134 1
134 126 1
134 130 1
134 132 1
134 133 1
135 127 1
135 136 1
136 135 1
137 139 1
138 139 1
139 137 1
139 138 1
139 161 1
140 70 1
140 73 1
141 69 1
141 146 1
142 95 1
142 108 1
143 144 1
144 143 1
145 96 1
145 147 1
146 141 1
146 147 1
147 101 1
147 145 1
147 146 1
148 163 1
149 150 1
150 116 1
150 149 1
150 154 1
151 168 1
152 164 1
153 92 1
153 163 1
154 150 1
154 164 1
155 157 1
155 173 1
156 166 1
157 155 1
158 163 1
159 173 1
160 167 1
161 139 1
162 163 1
163 148 1
163 153 1
163 158 1
163 162 1
163 168 1
164 152 1
164 154 1
165 166 1
165 167 1
166 156 1
166 165 1
167 160 1
167 165 1
168 151 1
168 163 1
168 169 1
169 168 1
169 170 1
170 169 1
171 91 1
171 175 1
172 173 1
173 155 1
173 159 1
173 172 1
173 176 1
174 122 1
175 34 1
175 171 1
176 173 1
177 178 1
178 177 1
179 183 1
179 187 1
180 188 1
181 186 1
182 186 1
183 179 1
184 188 1
185 187 1
186 181 1
186 182 1
186 187 1
187 179 1
187 185 1
187 186 1
188 180 1
188 184 1
