query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	1.62701768719754e-13	278	172	23	0.133720930232558	0.0827338129496403	GO:0001666	GO:BP	response to hypoxia	20972	364	GO:0006950,GO:0036293
query_1	TRUE	4.11942545083451e-13	290	172	23	0.133720930232558	0.0793103448275862	GO:0036293	GO:BP	response to decreased oxygen levels	20972	8921	GO:0070482
query_1	TRUE	2.86460374729101e-12	317	172	23	0.133720930232558	0.0725552050473186	GO:0070482	GO:BP	response to oxygen levels	20972	15030	GO:0009628
query_1	TRUE	1.75924391737325e-10	6150	172	97	0.563953488372093	0.0157723577235772	GO:0048518	GO:BP	positive regulation of biological process	20972	11952	GO:0008150,GO:0050789
query_1	TRUE	5.5590462722668e-09	5739	172	90	0.523255813953488	0.0156821745948772	GO:0048522	GO:BP	positive regulation of cellular process	20972	11956	GO:0009987,GO:0048518,GO:0050794
query_1	TRUE	6.43978316121137e-09	5753	172	90	0.523255813953488	0.01564401181992	GO:0048519	GO:BP	negative regulation of biological process	20972	11953	GO:0008150,GO:0050789
query_1	TRUE	7.48295009674695e-09	1108	172	35	0.203488372093023	0.0315884476534296	GO:0009628	GO:BP	response to abiotic stimulus	20972	3392	GO:0050896
query_1	TRUE	1.01285042977824e-08	12804	172	146	0.848837209302326	0.0114026866604186	GO:0065007	GO:BP	biological regulation	20972	14784	GO:0008150
query_1	TRUE	1.28841738774424e-08	5510	172	87	0.505813953488372	0.0157894736842105	GO:0048523	GO:BP	negative regulation of cellular process	20972	11957	GO:0009987,GO:0048519,GO:0050794
query_1	TRUE	5.20834704661752e-08	11962	172	139	0.808139534883721	0.0116201304129744	GO:0050794	GO:BP	regulation of cellular process	20972	12401	GO:0009987,GO:0050789
query_1	TRUE	1.1888536433031e-07	3863	172	68	0.395348837209302	0.0176028993010614	GO:0042221	GO:BP	response to chemical	20972	9400	GO:0050896
query_1	TRUE	1.64197096946928e-07	9051	172	116	0.674418604651163	0.0128162633963098	GO:0050896	GO:BP	response to stimulus	20972	12476	GO:0008150
query_1	TRUE	1.65248569205768e-07	12397	172	141	0.819767441860465	0.0113737194482536	GO:0050789	GO:BP	regulation of biological process	20972	12397	GO:0008150,GO:0065007
query_1	TRUE	9.96975788003302e-07	127	172	12	0.0697674418604651	0.094488188976378	GO:0010565	GO:BP	regulation of ketone metabolic process	20972	4032	GO:0019222,GO:0042180
query_1	TRUE	1.94269072431881e-06	557	172	22	0.127906976744186	0.0394973070017953	GO:0005975	GO:BP	carbohydrate metabolic process	20972	1760	GO:0044238
query_1	TRUE	2.02624637810547e-06	135	172	12	0.0697674418604651	0.0888888888888889	GO:0071456	GO:BP	cellular response to hypoxia	20972	15552	GO:0001666,GO:0033554,GO:0036294
query_1	TRUE	2.73168404935252e-06	243	172	15	0.0872093023255814	0.0617283950617284	GO:0045444	GO:BP	fat cell differentiation	20972	10608	GO:0030154
query_1	TRUE	2.90958475847018e-06	2963	172	55	0.319767441860465	0.0185622679716504	GO:0035556	GO:BP	intracellular signal transduction	20972	8505	GO:0007165
query_1	TRUE	3.03704444321173e-06	1898	172	42	0.244186046511628	0.0221285563751317	GO:0006915	GO:BP	apoptotic process	20972	2433	GO:0012501
query_1	TRUE	3.93222193736212e-06	1467	172	36	0.209302325581395	0.0245398773006135	GO:0043067	GO:BP	regulation of programmed cell death	20972	9850	GO:0012501,GO:0050794
query_1	TRUE	3.93306506969896e-06	143	172	12	0.0697674418604651	0.0839160839160839	GO:0036294	GO:BP	cellular response to decreased oxygen levels	20972	8922	GO:0036293,GO:0071453
query_1	TRUE	4.49449729110455e-06	252	172	15	0.0872093023255814	0.0595238095238095	GO:0005996	GO:BP	monosaccharide metabolic process	20972	1780	GO:0005975,GO:0044281
