query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	6.03349826635959e-05	2014	99	29	0.292929292929293	0.0143992055610725	GO:0009888	GO:BP	tissue development	20972	3587	GO:0048856
query_1	TRUE	0.000128800256183203	1135	99	21	0.212121212121212	0.0185022026431718	GO:0072359	GO:BP	circulatory system development	20972	16197	GO:0048731
query_1	TRUE	0.000751518155568699	5948	99	52	0.525252525252525	0.00874243443174176	GO:0048856	GO:BP	anatomical structure development	20972	12247	GO:0032502
query_1	TRUE	0.00258693991198269	291	99	10	0.101010101010101	0.0343642611683849	GO:0061448	GO:BP	connective tissue development	20972	14398	GO:0009888
query_1	TRUE	0.00519075929186677	4690	99	43	0.434343434343434	0.00916844349680171	GO:0007275	GO:BP	multicellular organism development	20972	2666	GO:0032501,GO:0048856
query_1	TRUE	0.00525975968455134	4023	99	39	0.393939393939394	0.00969425801640567	GO:0048731	GO:BP	system development	20972	12138	GO:0007275,GO:0048856
query_1	TRUE	0.0103078283228976	3018	99	32	0.323232323232323	0.0106030483764082	GO:0048513	GO:BP	animal organ development	20972	11949	GO:0048856
query_1	TRUE	0.0112572630365539	424	99	11	0.111111111111111	0.0259433962264151	GO:0001503	GO:BP	ossification	20972	308	GO:0032501
query_1	TRUE	0.0167330747177991	213	99	8	0.0808080808080808	0.0375586854460094	GO:0051216	GO:BP	cartilage development	20972	12677	GO:0001501,GO:0048513,GO:0061448
query_1	TRUE	0.0169084467134341	6535	99	52	0.525252525252525	0.00795715378729916	GO:0032502	GO:BP	developmental process	20972	7117	GO:0008150
query_1	TRUE	0.0172834270144666	727	99	14	0.141414141414141	0.0192572214580468	GO:0001568	GO:BP	blood vessel development	20972	341	GO:0001944,GO:0048856
query_1	TRUE	0.0183822852333043	944	99	16	0.161616161616162	0.0169491525423729	GO:0030334	GO:BP	regulation of cell migration	20972	6339	GO:0016477,GO:2000145
query_1	TRUE	0.0276568723624743	758	99	14	0.141414141414141	0.0184696569920844	GO:0001944	GO:BP	vasculature development	20972	542	GO:0048731,GO:0072359
query_1	TRUE	0.0329847721526471	112	99	6	0.0606060606060606	0.0535714285714286	GO:1901796	GO:BP	regulation of signal transduction by p53 class mediator	20972	20307	GO:0072331,GO:1902531
query_1	TRUE	0.0399191458377256	1005	99	16	0.161616161616162	0.0159203980099502	GO:2000145	GO:BP	regulation of cell motility	20972	23634	GO:0040012,GO:0048870,GO:0050794
