gene	log2_fold_change	p_value	fdr
CFLAR	-0.0607058525576013	0.554645106264806	0.75858218029292
ARF5	0.0953797945570259	0.489872116025064	0.71650691279408
SKAP2	-0.0960870635341827	0.506083849366683	0.728173805428561
POLR2J	-0.0106885727174492	0.920762080222396	0.962362741351714
KMT2E	0.0572691718748088	0.564666137329298	0.766294311722286
MYCBP2	0.0739272715371506	0.57674949591414	0.77686992372687
FBXL3	0.110048136888795	0.455718733263603	0.690585439908472
ITGAL	0.195256933741542	0.181616330769736	0.417250380498316
KDM7A	0.0881365455266012	0.626189469664576	0.806148425360972
IFRD1	0.0414031477149679	0.876905879825071	0.947825278615785
PAFAH1B1	-0.196648449087094	0.124272028419586	0.338902153838909
PSMB1	-0.365436098242583	0.0004819608289241	0.0127541115654174
JARID2	-0.0721779462780871	0.670005888557201	0.843662612420351
CDKL5	0.878888885580559	8.66215028075204e-07	0.000206303545853244
SPAG9	0.344100745596876	0.0021675005577075	0.0294986504472764
ST3GAL1	-0.122937594735499	0.514747189496038	0.732677288368585
SEC62	-0.0030759477922841	0.984094657197408	0.991093327512556
RPS20	0.114832872824445	0.222320591555389	0.468129110296421
CSDE1	0.0740960644249113	0.414888825824286	0.651705950495086
ZNF207	0.0468718356445561	0.545822652047117	0.753408731387245
IDS	0.356572088157719	0.0426602495230093	0.177730310694986
BTK	0.316764149012348	0.0164110441609879	0.100649708609664
AKAP8L	0.0204244419541509	0.87725620300868	0.947825278615785
SLC25A39	-0.302983262472035	0.116094312342986	0.322760257467173
CLK1	0.347778552972785	0.010462748347029	0.0786908809889707
RNF14	-0.176231061232904	0.345066315996733	0.585666712854031
CAPN1	-0.0545026284951078	0.742965601098426	0.886225245383682
WAS	-0.243116958518233	0.0507073269528832	0.193325113148796
RALBP1	-0.320791482965133	0.0558308475719331	0.205326699170685
CD74	0.200541605221718	0.320792824653455	0.568750553883111
SERPINB1	-0.301315891308095	0.0142881583033459	0.0926687727294684
RTF2	-0.155916756396431	0.345283106957006	0.585666712854031
RNF10	0.199001640492212	0.0592904403645482	0.213415716072895
RB1CC1	0.203558713883104	0.195689184090489	0.434898668841849
STRAP	-0.190753598781566	0.304463384253255	0.553949178265688
UBR2	0.158733169018834	0.307998450305692	0.559118831817631
PHF20	0.1731566927256	0.116711294991964	0.323845515618479
TYMP	-0.26715708290549	0.113110467912377	0.318806427311216
VIM	-0.347995828968801	0.0342269313758627	0.159668505661625
RNASET2	-0.0884854524660412	0.452561984190991	0.687907722969537
PIAS1	0.0556876365044269	0.668467118961364	0.843319302821833
MAP2K3	0.0565995952836713	0.684711215715675	0.853203111039257
TMSB10	-0.358489256308586	0.0350919849341418	0.161242593153983
GABARAPL2	-0.0417281006584569	0.716854959928862	0.867388431615871
CUL3	-0.142233962303668	0.265279510749414	0.513394605591168
BOD1L1	0.0025719721247122	0.978936050553068	0.989320803564593
PSMA4	-0.351354584073061	0.0091310161896518	0.0724901229722912
AP2S1	-0.215869605587808	0.0897598879411426	0.277633939107993
DCUN1D1	-0.261241601734077	0.138556997063658	0.359996270552668
TPR	0.160941651548294	0.289347159125585	0.53908355983111
RSF1	-0.0824971875430969	0.441186770317038	0.67428437944711
CELF2	0.131133607592904	0.28898411582771	0.53908355983111
ARID1B	0.0354381612087082	0.798033270638124	0.912311634993503
CYBA	-0.312161401541144	0.0063015288181544	0.0566344948499537
FOXN3	0.447949280130119	0.0010600150422771	0.020196819938853
THRAP3	-0.308765025859565	0.0218658024017668	0.121580667829279
ARID4B	-0.0062749105525588	0.958183738130354	0.976636634656402
SZRD1	-0.126465070434683	0.336919448348737	0.578675350589357
TAB2	0.25598103328334	0.0308535521788306	0.149281382093454
KMT2C	0.197596417307525	0.0216435721943342	0.120815096350405
PITHD1	0.205787566573842	0.315896745237684	0.565157338934983
ATP11B	0.305044369304402	0.0122572963045398	0.087142668752176
PPP1R12A	-0.0512473526384494	0.670088918892301	0.843662612420351
TARBP1	0.290636727408847	0.0330711454861275	0.156400586183775
SLC2A3	0.16514051070651	0.367849747402716	0.604899066787665
YBX3	0.0999534618464939	0.611441020769163	0.795485424395235
WNK1	0.0804794243575427	0.473157051189692	0.703009860541085
GPBP1	-0.0193174911706833	0.858887300759827	0.937215070833337
VMP1	-0.336346812468464	0.147394076254699	0.370168954249499
EIF4B	0.092898195811819	0.363207970702242	0.598643817916383
RPL18	-0.130590448235219	0.345498277771832	0.585666712854031
EPN1	0.0993383080840581	0.50212485400398	0.724052892403317
TAF2	0.523301927016769	1.46449648563698e-05	0.00130797842373453
CNN2	-0.302299398006444	0.0406968483890705	0.174537652118321
GNAI3	-0.0331782500914436	0.76175984786739	0.894702740255014
PKN2	0.323936804174909	0.0150683507568987	0.0938292486063604
PDIA5	0.448157617065669	0.0315292114888318	0.150621471780178
NDUFB4	-0.283377844841411	0.0238745369478863	0.125943418593329
SPEN	0.236394969713516	0.0911774067409837	0.279677537856992
ZC3H15	-0.290881411202824	0.0093245325517053	0.0736174420794855
SLK	-0.0005030865077093	0.99750095133654	0.998199481414507
CYB5R4	0.194355570316364	0.14278241222658	0.364365292441655
FAM107B	-0.0466038789437518	0.752820294165791	0.890595339875607
YBX1	-0.348160594497735	0.0020434807054974	0.0286287640015273
PPP2R5A	0.008952352870458	0.952439942293946	0.974782056060981
ELAVL1	0.032574304351519	0.824788011383393	0.923685006478737
SP100	-0.185899402672174	0.274832767972319	0.52295076622163
KLF6	-0.303552581451564	0.219753498654029	0.463851919610942
TRAM1	-0.127386234942863	0.2448490197512	0.493718241331098
RHOA	-0.136450646514048	0.286852782968379	0.537943079871147
ROCK1	-0.0169149385133761	0.862416543661999	0.940040610902362
MEF2A	-0.0916286184073971	0.562458069271538	0.765478648560979
OTUD5	0.353854592338813	0.0072347035746889	0.062199683658117
GRIPAP1	0.260650717889597	0.0633111728626853	0.21948946463589
PRR11	0.54526649032478	0.0002205976019605	0.00808292238978345
KIF2A	-0.22402627833901	0.130602276127934	0.346897123767319
RASGRP2	-0.304565694129151	0.0566502873940879	0.205987940677231
PSME4	-0.0669715559588123	0.693197973322428	0.858165045775119
GNB5	0.305092039626947	0.0480595739119134	0.189441001606497
RAB27A	-0.364769876880583	0.0610951613413548	0.215383656916665
UFD1	-0.772316897696198	6.50147743898168e-07	0.000185812225206096
DAPP1	-0.0860132676638476	0.613162649023386	0.795830540830535
PABPC1	0.13843889928597	0.19264626167117	0.430142981137659
CDC42	-0.0966202729741601	0.291042983944925	0.540130420853633
MAP4K4	0.133146441171785	0.320709720970659	0.568750553883111
MGAT4A	0.328062861320007	0.0085371930584013	0.0693161868207696
RPL31	0.0236700929789316	0.827795071677262	0.925231208276896
WDR1	-0.0448431510094532	0.752861560930534	0.890595339875607
FAM50A	-0.080876171634841	0.542606218900703	0.751982180297501
PRKACA	0.447943650705558	0.0017240500153741	0.0256632028330166
ACTN1	0.304274772116273	0.0647382572535004	0.221318109127397
PTPN18	0.0024138909152108	0.988555907815464	0.991693076117047
