chr1	568623	568856
chr1	713968	714345
chr1	762682	763050
chr1	805149	805546
chr1	894621	894810
chr1	948744	949266
chr1	954786	955302
chr1	968428	968796
chr1	994787	995091
chr1	999400	999765
chr1	1051322	1051870
chr1	1072536	1072924
chr1	1093008	1093245
chr1	1167201	1167714
chr1	1209170	1209746
chr1	1243326	1244012
chr1	1259810	1260369
chr1	1284561	1285010
chr1	1310577	1310976
chr1	1334650	1335152
chr1	1342652	1343172
chr1	1406997	1407366
chr1	1440351	1440848
chr1	1446786	1447684
chr1	1509686	1510459
chr1	1550657	1551269
chr1	1590484	1590773
chr1	1609149	1609869
chr1	1624197	1624835
chr1	1655555	1656118
chr1	1709831	1710692
chr1	1711726	1712031
chr1	1759735	1759996
chr1	1765345	1765588
chr1	1821889	1822115
chr1	1840230	1840996
chr1	1850526	1851228
chr1	1981584	1981838
chr1	2064652	2065162
chr1	2071354	2071589
chr1	2120997	2121184
chr1	2126175	2126844
chr1	2130711	2130924
chr1	2136685	2136914
chr1	2159031	2159481
chr1	2165801	2166017
chr1	2186923	2187263
chr1	2222047	2222327
chr1	2222519	2222774
chr1	2231773	2232889
chr1	2313196	2313406
chr1	2322951	2323313
chr1	2343783	2344260
chr1	2457614	2458505
chr1	2477543	2478069
chr1	2479241	2479587
chr1	2480212	2480436
chr1	2487464	2488304
chr1	2508008	2508260
chr1	2509590	2510065
chr1	2517019	2517227
chr1	2517739	2518493
chr1	2574415	2574838
chr1	3407823	3408145
chr1	3541156	3541789
chr1	3566587	3566811
chr1	3582595	3583062
chr1	3590037	3590243
chr1	3593320	3594193
chr1	3663714	3664080
chr1	3688710	3689266
chr1	3704026	3704223
chr1	3712634	3713205
chr1	3773423	3774299
chr1	3816455	3818056
chr1	4087678	4087889
chr1	4327546	4328065
chr1	5975942	5976408
chr1	6035344	6035617
chr1	6052080	6053174
chr1	6086053	6086442
chr1	6088301	6088537
chr1	6259567	6260101
chr1	6266042	6266444
chr1	6295931	6296178
chr1	6320103	6320293
chr1	6419700	6420050
chr1	6453348	6454146
chr1	6474555	6474771
chr1	6498227	6498672
chr1	6550615	6551128
chr1	6614357	6614922
chr1	6639771	6640337
chr1	6662763	6663074
chr1	6673304	6673994
chr1	6684806	6685494
chr1	6761632	6762078
chr1	6839437	6839692
chr1	6844582	6845533
chr1	6921412	6921940
chr1	6948936	6949193
chr1	7130609	7130903
chr1	7463451	7463773
chr1	7466776	7467200
chr1	7557544	7557785
