chr9	16060692	16060970
chr9	16133770	16134238
chr9	16192121	16192433
chr9	16417249	16417488
chr9	16450683	16451032
chr9	16459115	16459677
chr9	16482800	16483241
chr9	16671685	16672108
chr9	17531600	17531870
chr9	17794401	17794639
chr9	17863174	17863948
chr9	17928993	17929210
chr9	18009991	18010239
chr9	18366303	18366720
chr9	18442773	18443083
chr9	18692293	18692492
chr9	18756821	18757005
chr9	18768947	18769740
chr9	18824120	18824302
chr9	18890318	18890577
chr9	19048904	19049908
chr9	19102654	19103165
chr9	19127005	19127944
chr9	19155788	19156165
chr9	19184362	19184702
chr9	19230150	19231051
chr9	19252216	19252439
chr9	19379979	19380612
chr9	19408539	19409370
chr9	19424476	19424662
chr9	19451531	19451992
chr9	19464592	19465170
chr9	19471766	19472066
chr9	19493236	19493497
chr9	19551165	19551595
chr9	19665347	19665783
chr9	19925952	19926315
chr9	19999273	20000012
chr9	20043100	20043334
chr9	20242685	20243358
chr9	20323185	20323555
chr9	20331172	20331486
chr9	20479886	20480066
chr9	20508407	20508602
chr9	20526718	20526929
chr9	20553427	20553782
chr9	20573071	20573299
chr9	20582229	20582499
chr9	20622078	20622964
chr9	20640358	20640981
chr9	20658285	20658807
chr9	20683902	20684717
chr9	20699088	20699269
chr9	20873589	20873838
chr9	20980827	20981129
chr9	20996837	20997117
chr9	21030664	21031731
chr9	21096278	21096624
chr9	21121847	21122147
chr9	21144775	21145033
chr9	21154092	21154457
chr9	21183193	21183497
chr9	21195271	21195558
chr9	21213804	21214148
chr9	21253141	21253411
chr9	21295047	21295437
chr9	21318446	21318852
chr9	21334960	21335547
chr9	21357583	21358071
chr9	21381621	21382257
chr9	21392162	21392562
chr9	21396169	21396360
chr9	21402860	21403092
chr9	21444325	21444730
chr9	21465891	21466146
chr9	21527674	21527881
chr9	21559439	21559952
chr9	21576702	21577031
chr9	21668658	21668852
chr9	21709419	21709710
chr9	21789571	21789942
chr9	21802197	21803525
chr9	21813215	21813400
chr9	21813642	21814090
chr9	21832165	21832496
chr9	21832936	21833644
chr9	21852660	21853169
chr9	21905192	21905397
chr9	21919636	21920068
chr9	21965087	21965887
chr9	21974763	21975310
chr9	21994177	21995844
chr9	22009340	22009664
chr9	22030118	22030463
chr9	22037096	22037283
chr9	22079884	22080259
chr9	22105029	22105532
chr9	22171048	22171263
chr9	22197174	22197417
chr9	22240737	22241094
chr9	22446982	22447522
chr9	22486611	22486790
chr9	22512580	22512783
chr9	22913433	22913804
chr9	22919636	22919894
chr9	23330050	23330319
chr9	23571502	23571762
chr9	23826289	23826541
chr9	23850788	23851194
chr9	23926453	23926640
chr9	26326481	26326699
chr9	26561791	26561979
chr9	26613780	26614091
chr9	26746431	26747127
chr9	26892294	26893074
chr9	26946791	26947605
chr9	26956123	26956707
chr9	27033719	27034046
chr9	27333081	27333489
chr9	27352393	27352824
chr9	27353275	27353664
chr9	27365916	27366290
chr9	27367226	27367636
chr9	27377588	27378371
chr9	27441732	27442001
chr9	27460784	27460991
chr9	27485287	27485602
chr9	27488865	27489391
chr9	27528396	27529902
chr9	27539809	27540153
chr9	27572767	27574173
chr9	27588280	27588841
chr9	27785399	27785944
chr9	27793322	27793536
chr9	27855635	27855873
chr9	27888728	27888945
chr9	28436909	28437096
chr9	28651281	28651521
chr9	28774380	28774716
chr9	29211923	29212450
chr9	29796441	29796771
chr9	29866536	29866820
chr9	30075455	30075817
chr9	30280376	30280885
chr9	30310917	30311182
chr9	30519517	30519697
chr9	30774326	30774630
chr9	30899381	30899685
chr9	31211092	31211477
chr9	31347153	31347479
chr9	31390558	31390809
chr9	31443788	31444311
chr9	31519001	31519622
chr9	31542315	31542823
chr9	31577699	31577899
chr9	31908170	31908796
chr9	32161457	32161942
chr9	32217967	32218581
chr9	32384214	32385093
chr9	32525126	32526696
chr9	32550708	32551489
chr9	32552027	32552705
chr9	32572212	32572532
chr9	32573023	32573329
chr9	32604427	32604666
chr9	32817296	32817563
chr9	32906271	32906693
chr9	33001315	33001927
chr9	33024914	33026052
chr9	33044272	33044772
chr9	33049867	33050133
chr9	33065290	33065955
chr9	33076434	33076892
chr9	33153743	33153928
chr9	33159429	33160019
chr9	33167107	33167865
chr9	33202205	33202756
chr9	33226950	33227333
chr9	33264288	33265146
chr9	33290086	33290747
chr9	33297518	33297742
chr9	33415449	33415635
chr9	33446433	33446932
