chr17	48619303	48619773
chr17	48624372	48624781
chr17	48637890	48638137
chr17	48709697	48710184
chr17	48784644	48785368
chr17	48796622	48797073
chr17	48842835	48843013
chr17	48860448	48860773
chr17	48929408	48929651
chr17	48943518	48944235
chr17	48944647	48944925
chr17	48994523	48994880
chr17	49034285	49034469
chr17	49127835	49128219
chr17	49197646	49198505
chr17	49230657	49231347
chr17	49243444	49244102
chr17	49244340	49244529
chr17	49337359	49338485
chr17	49449881	49450261
chr17	49538836	49539123
chr17	49613198	49613416
chr17	51183354	51183742
chr17	52977919	52978256
chr17	53045383	53046543
chr17	53167495	53167849
chr17	53246416	53246933
chr17	53269990	53270170
chr17	53315610	53316331
chr17	53342183	53342429
chr17	53373270	53373549
chr17	53434020	53434313
chr17	53468674	53468908
chr17	53499022	53499764
chr17	53504640	53505121
chr17	53514316	53514962
chr17	53522438	53522621
chr17	53536161	53536637
chr17	53591430	53591970
chr17	53601890	53602104
chr17	53603702	53603969
chr17	53654450	53654914
chr17	53679354	53679564
chr17	53828246	53828845
chr17	54731293	54731540
chr17	54793371	54793569
chr17	54857499	54858028
chr17	54864502	54864698
chr17	54910502	54911809
chr17	54985514	54985900
chr17	54991175	54991719
chr17	55038065	55038522
chr17	55055162	55055831
chr17	55082436	55082750
chr17	55162219	55163015
chr17	55333484	55334178
chr17	55362527	55362837
chr17	55433922	55434698
chr17	55447457	55447655
chr17	55518229	55518745
chr17	55532418	55532838
chr17	55540613	55541164
chr17	55927378	55927887
chr17	55945559	55945747
chr17	55979486	55980066
chr17	55980668	55980856
chr17	56024263	56024476
chr17	56032562	56032797
chr17	56033454	56033892
chr17	56065244	56066265
chr17	56084504	56085303
chr17	56160564	56161138
chr17	56296571	56296843
chr17	56310106	56310403
chr17	56405894	56407225
chr17	56415139	56415708
chr17	56416487	56416678
chr17	56421545	56422289
chr17	56429531	56430165
chr17	56494906	56495182
chr17	56582360	56582599
chr17	56594903	56595869
chr17	56693256	56693635
chr17	56708655	56709486
chr17	56736197	56736860
chr17	56756542	56757306
chr17	56769896	56770235
chr17	56779467	56779835
chr17	57078762	57079088
chr17	57183953	57184597
