rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Drug_Perturbations_from_GEO_2014	isoproterenol hydrochloride rattus norvegicus gpl1355 gse7999 chdir up	12/136	1.4791410478783168e-11	7.898613195670212e-09	19.126451612903224	476.95583570071545	NR4A2;NR4A1;ZFP36;DDX5;XBP1;BTG2;NR4A3;FABP5;CCRL2;FOS;ATP5G1;HSPA1A
2	Drug_Perturbations_from_GEO_2014	diethylstilbestrol mus musculus gpl81 gse1839 chdir up	24/930	2.6939129425371467e-10	5.8097389117431585e-08	5.714027694160144	125.9077783795933	PTPN1;BTG2;RNH1;IL4RA;MT1;FOS;BZW2;PDIA6;MRPL52;LDHA;PSMB5;SPINT1;EIF6;DAD1;RNF149;LAMP2;CFL1;BCL3;TXNIP;TSPO;LY6A;PABPC1;LGMN;C1QC
3	Drug_Perturbations_from_GEO_2014	valproic acid mus musculus gpl6885 gse35291 chdir up	18/498	3.263898265024246e-10	5.8097389117431585e-08	7.742553191489361	169.1200370244351	CLEC4N;H2-DMA;CD180;SDC3;FOS;MS4A6D;EPS8;OLFM1;SOCS3;ZFP36;DOK2;ID2;GPR171;LAMP2;WFDC17;TGFBI;TMEM106A;LGMN
4	Drug_Perturbations_from_GEO_2014	imatinib homo sapiens gpl96 gds3046 chdir up	28/1376	1.5065742747781462e-09	2.0112766568288254e-07	4.584569732937686	93.12832468563016	IFITM1;DDX5;IFITM2;VARS;BZW2;ATP5G1;LMNB1;LDHA;CFL1;PMAIP1;IER5;LYN;SRGN;CD53;EIF5A;PTPN1;XBP1;FOS;MRPS7;PDIA6;VAV1;MANF;TIMM10B;MRPL52;EIF6;FABP5;CALR;EIF4G1
5	Drug_Perturbations_from_GEO_2014	bleomycin mus musculus gpl339 gds1492 chdir up	11/177	4.621047492649116e-09	4.935278722149256e-07	12.939401169032566	248.3413257425568	SOCS3;LDHA;PRELID1;XBP1;CLEC4N;RNF149;CFL1;MT1;TGFBI;LGMN;C1QC
6	Drug_Perturbations_from_GEO_2014	imatinib homo sapiens gpl96 gds3049 chdir up	36/2351	8.56445833497134e-09	7.622367918124493e-07	3.5957030805956576	66.79250376664827	IFITM1;DDX5;IFITM2;VARS;BZW2;ATP5G1;HSD17B10;LMNB1;SOCS3;MRPL20;LSM12;LDHA;CFL1;PMAIP1;IER5;LYN;SRGN;CD53;EIF5A;PTPN1;XBP1;DDX54;FOS;MRPS7;PDIA6;VAV1;MANF;TIMM10B;EIF6;FABP5;DAD1;CALR;CRELD2;FKBP5;EIF4G1;HSPA1A
7	Drug_Perturbations_from_GEO_2014	sirolimus homo sapiens gpl8300 gds3603 chdir up	25/1225	1.3044917762109586e-08	9.131240279806408e-07	4.475095785440613	81.24476979285416	IFITM1;DDX5;BTG2;IFITM2;RNH1;CST7;HSD17B10;LMNB1;ZFP36;CFL1;PMAIP1;FYN;LYN;CDKN2D;PRKCD;FOS;VAV1;NR4A2;COX7A2L;FABP5;ID2;TXNIP;TGFBI;PABPC1;EIF4G1
8	Drug_Perturbations_from_GEO_2014	diethylstilbestrol rattus norvegicus gpl1355 brown norway gds2913 chdir up	39/2750	1.3679760718811097e-08	9.131240279806408e-07	3.3850067962587733	61.2934974511301	DDX5;BTG2;IFITM2;ATP5G1;CCND3;LSM12;ZFP36;LDHA;CFL1;EIF5A;PTPN1;PRELID1;XBP1;MRPS24;SSR2;FOS;PDIA6;MANF;NR4A2;MRPL52;OLFM1;NR4A1;COX7A2L;NR4A3;TSPAN13;EIF6;FABP5;DAD1;ID2;NINJ1;DNAJB11;CDK2AP2;TGFBI;CALR;PABPC1;CRELD2;LGMN;EIF4G1;C1QC
9	Drug_Perturbations_from_GEO_2014	bleomycin mus musculus gpl1261 gse25640 chdir up	20/802	1.834497065889115e-08	9.193916152457936e-07	5.311353274769265	94.61597122554052	NCF1;CLEC4N;GPR35;IL4RA;CYBB;RAB3IL1;MT1;CYP7B1;MS4A6D;LMNB1;SOCS3;DOK2;MAFB;RNF149;BCL3;WFDC17;TGFBI;PABPC1;LGMN;C1QC
10	Drug_Perturbations_from_GEO_2014	testosterone mus musculus gpl1261 gse17553 chdir up	24/1154	1.8859833076760278e-08	9.193916152457936e-07	4.527272727272727	80.52312038539786	SRGN;EIF5A;DDX5;PRELID1;XBP1;IFITM2;RNH1;ZFAND3;MT1;NEAT1;PDIA6;HSD17B10;MANF;MRPL52;COX7A2L;LDHA;PSMB5;TSPAN13;DAD1;RNF149;LAMP2;LY6A;PABPC1;FKBP5
11	Drug_Perturbations_from_GEO_2014	imatinib homo sapiens gpl571 gds3518 chdir down	15/432	1.893877859120549e-08	9.193916152457936e-07	7.220574056218942	128.39663950865196	EIF5A;IFITM1;IFITM2;SSR2;MRPS7;PDIA6;ATP5G1;MRPL20;CCND3;LDHA;PSMB5;FABP5;DAD1;CFL1;TSPO
12	Drug_Perturbations_from_GEO_2014	imatinib homo sapiens gpl96 gds3042 chdir up	40/3004	4.8696030894581967e-08	2.133525071681305e-06	3.17213975108712	53.411436965949264	IFITM1;DDX5;IFITM2;VARS;BZW2;ATP5G1;HSD17B10;LMNB1;SOCS3;LSM12;ZFP36;LDHA;CFL1;PMAIP1;IER5;LYN;SRGN;CD53;EIF5A;PTPN1;XBP1;DDX54;FOS;CYP7B1;MRPS7;PDIA6;VAV1;MANF;TIMM10B;NR4A2;NR4A3;EIF6;DNAJC7;FABP5;DAD1;NINJ1;CALR;CRELD2;FKBP5;EIF4G1
13	Drug_Perturbations_from_GEO_2014	imatinib homo sapiens gpl96 gds3045 chdir up	48/4070	5.193974893606172e-08	2.133525071681305e-06	2.958602685231228	49.62517972060289	IFITM1;DDX5;IFITM2;VARS;BZW2;CBL;ATP5G1;HSD17B10;LMNB1;SOCS3;MRPL20;LSM12;ZFP36;LDHA;CFL1;PMAIP1;IER5;LYN;SRGN;CD53;EIF5A;PTPN1;XBP1;GPR35;SSR2;PRKCD;DDX54;FOS;MRPS7;PDIA6;VAV1;PSMB8;MANF;TIMM10B;NR4A2;MRPL52;OLFM1;MAFB;EIF6;DNAJC7;FABP5;DAD1;NINJ1;BCL3;CALR;CRELD2;FKBP5;EIF4G1
14	Drug_Perturbations_from_GEO_2014	imatinib homo sapiens gpl96 gds3047 chdir up	23/1137	6.540027816265905e-08	2.4945534670614235e-06	4.35521352349061	72.04716202486794	LYN;SRGN;CD53;EIF5A;IFITM1;DDX5;XBP1;IFITM2;VARS;DDX54;FOS;BZW2;MRPS7;PDIA6;MANF;LMNB1;LDHA;EIF6;FABP5;CFL1;PMAIP1;FKBP5;EIF4G1
15	Drug_Perturbations_from_GEO_2014	captopril mus musculus gpl1261 gds3683 chdir down	21/1034	2.518547076319283e-07	8.966027591696648e-06	4.299870908952844	65.33401646996732	SRGN;CD53;DDX39;IFITM1;PRELID1;XBP1;MT1;NEAT1;HSD17B10;PSMB8;KLF2;FOXP1;MRPL52;COX7A2L;TSPAN13;FABP5;LAMP2;CFL1;TSPO;TGFBI;PABPC1
16	Drug_Perturbations_from_GEO_2014	rosiglitazone homo sapiens gpl570 gds2453 chdir down	13/403	4.163446550442073e-07	1.3298183872671646e-05	6.564983164983165	96.45110731451425	SRGN;CD53;DDX5;SSR2;CD180;FOS;PDIA6;MAFB;FABP5;LAMP2;TXNIP;C1QC;HSPA1A
