rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Human_Gene_Atlas	WholeBlood	12/514	3.136926326642532e-05	0.0012861397939234	4.63410358565737	48.05418063716445	LYN;SRGN;CD53;IFITM2;ZFAND3;RNF149;LAMP2;NINJ1;BCL3;CYBB;TXNIP;VAV1
2	Human_Gene_Atlas	CD33+ Myeloid	10/679	0.0048184151428013	0.0925576693280024	2.8164658987660838	15.026719275763828	NR4A2;SRGN;ZFP36;MAFB;PRKCD;CYBB;TSPO;MCEMP1;FOS;NEAT1
3	Human_Gene_Atlas	Lung	6/299	0.0067725123898538	0.0925576693280024	3.7854981003284176	18.90812069299061	BTG2;ZFAND3;MVP;MCEMP1;LGMN;C1QC
4	Human_Gene_Atlas	BDCA4+ DendriticCells	7/495	0.0213734753160631	0.1782930407385156	2.650273224043716	10.191902893545665	LYN;PTPN1;NR4A3;DNAJC7;PRKCD;CDK2AP2;CD38
5	Human_Gene_Atlas	AdrenalCortex	3/106	0.0217430537485994	0.1782930407385156	5.286808586443396	20.240340172235275	NR4A2;NR4A1;NR4A3
6	Human_Gene_Atlas	SmoothMuscle	5/363	0.0534707986975555	0.3293876420056689	2.549209001200856	7.465663427137279	EIF5A;MRPL52;LDHA;TGFBI;PDIA6
7	Human_Gene_Atlas	CD56+ NKCells	8/752	0.0604985183011423	0.3293876420056689	1.9793217535153016	5.552267508262323	CCND3;DOK2;ID2;TXNIP;FYN;IKZF1;CST7;KLF2
8	Human_Gene_Atlas	CD14+ Monocytes	5/383	0.0642707594157402	0.3293876420056689	2.4118577856895613	6.619706686216953	DOK2;MAFB;CYBB;TSPO;IKZF1
9	Human_Gene_Atlas	Prostate	3/249	0.1638078120006093	0.6685932318008225	2.1975833519803087	3.9755632513663786	XBP1;LAMP2;EIF4G1
10	Human_Gene_Atlas	TemporalLobe	1/34	0.1739440504237815	0.6685932318008225	5.42042042042042	9.48043229213069	MVP
11	Human_Gene_Atlas	CD4+ Tcells	5/533	0.1793786719465621	0.6685932318008225	1.7133956386292837	2.9440527166434607	GPR171;TXNIP;FYN;IKZF1;KLF2
12	Human_Gene_Atlas	Bonemarrow	1/52	0.2535239877989193	0.7259235177239419	3.504151210033563	4.808735611393264	SRGN
13	Human_Gene_Atlas	Leukemia promyelocytic-HL-60	1/62	0.2944013183132487	0.7259235177239419	2.928223305272485	3.580664880929442	EIF5A
14	Human_Gene_Atlas	TrigeminalGanglion	2/196	0.3003549003308366	0.7259235177239419	1.8457357075913776	2.22003337906389	PTPN1;NR4A3
15	Human_Gene_Atlas	FetalThyroid	1/66	0.310123933546629	0.7259235177239419	2.7474705474705474	3.216692567626199	CALR
16	Human_Gene_Atlas	Uterus	2/201	0.3106798468432846	0.7259235177239419	1.79890360895386	2.102904518404205	EPS8;TMEM106A
17	Human_Gene_Atlas	Lymphoma burkitts(Raji)	3/355	0.3200146763119645	0.7259235177239419	1.5275229357798166	1.7404419454807456	EIF5A;IL21R;PMAIP1
18	Human_Gene_Atlas	Trachea	1/72	0.3330590825527741	0.7259235177239419	2.5145286131201625	2.7645617204222845	XBP1
19	Human_Gene_Atlas	small intestine	2/220	0.3495889248691446	0.7259235177239419	1.640533778148457	1.7241965962282868	CASP6;FOXP1
20	Human_Gene_Atlas	Thyroid	3/388	0.3705488170379108	0.7259235177239419	1.3942332896461336	1.3841530987379642	CALR;CRELD2;PDIA6
21	Human_Gene_Atlas	Placenta	3/405	0.396369192398497	0.7259235177239419	1.334109270162947	1.2345969897679083	SPINT1;BZW2;LGMN
22	Human_Gene_Atlas	CD19+ BCells(neg. sel.)	3/412	0.4069267449622947	0.7259235177239419	1.3108050514793297	1.1785737873611948	PTPN1;CD180;FOXP1
23	Human_Gene_Atlas	Pancreas	1/96	0.4174836204295661	0.7259235177239419	1.8770033191085824	1.6395811091445014	GPR35
24	Human_Gene_Atlas	colon	2/258	0.4249308396432831	0.7259235177239419	1.3943181818181818	1.1932977310305222	EPS8;CASP6
25	Human_Gene_Atlas	CardiacMyocytes	2/273	0.4534533168503765	0.7436634396346173	1.3161355249916136	1.0408828297067985	EIF5A;TGFBI
26	Human_Gene_Atlas	Tongue	1/115	0.4767319989771906	0.7517696906948006	1.5626679310889835	1.157625642541633	FABP5
27	Human_Gene_Atlas	721 B lymphoblasts	9/1543	0.4998949538973444	0.7590997448070786	1.0454677788888749	0.724882711010385	LSM12;LDHA;VARS;IL21R;PMAIP1;MRPS7;PSMB8;EIF4G1;LMNB1
28	Human_Gene_Atlas	Lymphoma burkitts(Daudi)	1/139	0.543103896005432	0.7952592762936682	1.2893328110719415	0.7870791974411346	CD38
29	Human_Gene_Atlas	CD105+ Endothelial	2/370	0.61652079351437	0.8716328460030747	0.9644268774703556	0.4664578173235481	MRPL20;VARS
30	Human_Gene_Atlas	Adipocyte	1/181	0.639787492096932	0.8722488687219128	0.9863863863863864	0.4405391001258323	FKBP5
