rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Gene_Perturbations_from_GEO_down	Il10 KO mouse GSE25846 sample 3062	26/524	1.0141791751815217e-17	2.2961016526109653e-14	11.771271131035771	460.6082736603881	IFITM1;IFITM2;RNH1;CLEC4N;H2-DMA;IL4RA;MS4A6D;EPS8;ZFP36;CD38;WFDC17;LYN;CD180;MT1;FOS;SCIMP;ZEB2;MAFB;SPINT1;FABP5;RNF149;NINJ1;TGFBI;TMEM106A;LGMN;C1QC
2	Gene_Perturbations_from_GEO_down	Myd88 Deficiency mouse GSE6688 sample 679	23/392	2.6045199309289675e-17	2.9483165618115915e-14	13.67001613836363	522.0127808046349	SRGN;CD53;EIF5A;IFITM1;IFITM2;RNH1;PRKCD;MT1;FOS;PSMB8;NR4A1;ZFP36;COX7A2L;SMDT1;FABP5;RNF149;LAMP2;CFL1;TXNIP;LY6A;PABPC1;FKBP5;C1QC
3	Gene_Perturbations_from_GEO_down	Ikbkb KO mouse GSE22223 sample 2779	22/404	6.615254760701161e-16	4.265173503149261e-13	12.482024432809771	436.27150800921504	CD53;DDX5;XBP1;IFITM2;RNH1;CLEC4N;IL4RA;FOS;NEAT1;MS4A6D;SOCS3;ZFP36;ZEB2;RNF149;ID2;LAMP2;TXNIP;PMAIP1;TSPO;LY6A;TGFBI;CALR
4	Gene_Perturbations_from_GEO_down	Dusp1 KO mouse GSE3565 sample 801	20/313	7.535642231712477e-16	4.265173503149261e-13	14.53850719691349	506.25578941141305	SRGN;EIF5A;DDX39;PTPN1;IFITM1;IFITM2;CYBB;MT1;MS4A6D;PSMB8;SOCS3;ZFP36;LDHA;EIF6;FABP5;RNF149;CCRL2;BCL3;TSPO;LY6A
5	Gene_Perturbations_from_GEO_down	Nfkbiz KO mouse GSE43075 sample 2529	18/277	1.787234925499931e-14	8.09259974266369e-12	14.512527725293683	459.4016350346976	SRGN;CD53;IFITM1;PRELID1;XBP1;IFITM2;IL4RA;MT1;ATP5G1;EPS8;SOCS3;LSM12;LDHA;NR4A3;SPINT1;TXNIP;WFDC17;TGFBI
6	Gene_Perturbations_from_GEO_down	Vdr KO mouse GSE2421 sample 1153	18/308	1.1115601655198569e-13	4.194287024561593e-11	12.940719002201028	385.99371692348456	RNH1;SDC3;MT1;NEAT1;ATP5G1;LDHA;SMDT1;PSMB5;LAMP2;CFL1;CCRL2;LY6A;CALR;PABPC1;CRELD2;TMEM106A;LGMN;C1QC
7	Gene_Perturbations_from_GEO_down	Bcl2 OE mouse GSE5811 sample 2590	17/271	1.799046519809202e-13	5.818630458354334e-11	13.832490675507668	405.9331043746077	SRGN;CD53;EIF5A;PTPN1;IFITM1;IFITM2;MT1;FOS;KLF2;SOCS3;ZFP36;LDHA;FABP5;RNF149;CFL1;TXNIP;PABPC1
8	Gene_Perturbations_from_GEO_down	Irf8 KO mouse GSE39228 sample 2195	18/334	4.42530078527727e-13	1.2523601222334672e-10	11.86022084567735	337.3790202254841	SRGN;IFITM1;CLEC4N;MVP;SDC3;NEAT1;MS4A6D;SOCS3;NINJ1;BCL3;MYADM;CDK2AP2;TXNIP;WFDC17;TGFBI;LGMN;C1QC;GPR146
9	Gene_Perturbations_from_GEO_down	Gata1 Truncated Expression ( GATA-1deltaNeodeltaHS mutant) mouse GSE2433 sample 2658	18/344	7.293602281186311e-13	1.6639822251896659e-10	11.490536483487796	321.12152622361816	LYN;CDKN2D;RNH1;FOS;PDIA6;KLF2;MANF;MRPL20;ZFP36;DOK2;LDHA;SMDT1;FABP5;DAD1;LAMP2;CFL1;DNAJB11;CALR
10	Gene_Perturbations_from_GEO_down	CD24 Reduced expression human GSE2779 sample 120	19/396	7.34974481090842e-13	1.6639822251896659e-10	10.57325803599441	295.4056283842869	CD53;DDX5;BTG2;IFITM2;FOS;PDIA6;PSMB8;KLF2;NR4A2;NR4A1;CCND3;ZFP36;LDHA;NR4A3;TSPAN13;ID2;CFL1;TXNIP;HSPA1A
11	Gene_Perturbations_from_GEO_down	Il4 KO mouse GSE477 sample 1295	19/404	1.0460167110719534e-12	2.1528925762426387e-10	10.349308755760369	285.4963601778797	BTG2;NCF1;CYBB;MT1;BZW2;CST7;PDIA6;PSMB8;SOCS3;NR4A1;ZFP36;LDHA;SMDT1;DNAJC7;LAMP2;CFL1;TSPO;LGMN;C1QC
12	Gene_Perturbations_from_GEO_down	Utrn OE mouse GSE7187 sample 1296	20/481	2.395647915959662e-12	4.519789068110561e-10	9.161086484957089	245.1265567976623	CD53;CDKN2D;IFITM2;RNH1;CYBB;MT1;FOS;MS4A6D;MANF;ZEB2;FABP5;LAMP2;CFL1;NINJ1;TSPO;TGFBI;CRELD2;TMEM106A;LGMN;C1QC
13	Gene_Perturbations_from_GEO_down	Gata1 KD mouse GSE2527 sample 108	18/374	2.976707380064702e-12	5.184050391128065e-10	10.506096103275162	278.8339268094862	SRGN;CDKN2D;PTPN1;RNH1;FOS;PDIA6;MANF;ZFP36;SMDT1;FABP5;DAD1;LAMP2;CFL1;DNAJB11;TSPO;LY6A;CALR;LGMN
14	Gene_Perturbations_from_GEO_down	Mgea5 KO mouse GSE52721 sample 2324	18/377	3.402213203795584e-12	5.501864780995145e-10	10.416701238665324	275.0696103640221	SRGN;CD53;NCF1;CLEC4N;CD180;CYBB;RAB3IL1;MS4A6D;EPS8;SOCS3;DOK2;MAFB;ID2;WFDC17;TGFBI;TMEM106A;LGMN;C1QC
15	Gene_Perturbations_from_GEO_down	Pten KO mouse GSE47520 sample 2251	16/293	8.049830189762541e-12	1.2149877033081594e-09	11.799638989169676	301.4261452508104	XBP1;IFITM2;MT1;FOS;KLF2;MANF;SOCS3;ZFP36;NR4A3;DNAJB11;LY6A;TGFBI;CALR;CRELD2;FKBP5;HSPA1A
16	Gene_Perturbations_from_GEO_down	Notch2 KO mouse GSE45681 sample 2768	16/310	1.879559668464253e-11	2.5173048279247033e-09	11.107709750566894	274.3315340479805	LYN;IFITM1;NCF1;IL4RA;BZW2;SCIMP;LMNB1;NR4A2;NR4A1;NR4A3;TSPAN13;SPINT1;ID2;IL21R;TGFBI;LGMN
17	Gene_Perturbations_from_GEO_down	MYB OE human GSE2816 sample 2154	19/477	1.8902023884593615e-11	2.5173048279247033e-09	8.667183171338687	214.00793840853888	LYN;IFITM1;DDX5;IFITM2;NCF1;MRPS24;CYBB;ZFP36;LDHA;MAFB;NR4A3;CFL1;CCRL2;NINJ1;TXNIP;CD38;PABPC1;IER5;LGMN
18	Gene_Perturbations_from_GEO_down	ALAS2 OE human GSE4619 sample 101	16/313	2.1711494221772255e-11	2.730823495449577e-09	10.993827160493828	269.9334095525218	SRGN;CD53;DDX5;MCEMP1;FOS;NEAT1;NR4A2;ZFP36;COX7A2L;LDHA;MAFB;NR4A3;ID2;MYADM;PABPC1;HSPA1A
