HG02571	d709c0152e841bea79d68951b47df427	HG02571
HG02588	e592b054de8903cce5e2fb25f88b1c9e	HG02588
HG02610	7eed78f47dea039f1532eb0605286b18	HG02610
HG02623	2fa733308a2dac4cbfc09dba79c332ea	HG02623
HG02642	4d4e6827add661e394804f575041cd34	HG02642
HG02678	5cfd6787d8e02211b9cfcf0cdbb3d5a5	HG02678
HG02759	73e60d0446bdb995b38cf37274c7e7e7	HG02759
HG02763	9fa70b420130ca0150ec6e5d5d27b22e	HG02763
HG02798	3c01ff80f2e0f57aa299fa95b4009119	HG02798
HG02840	9f3be2a35c75c9b7b0f73290883b1591	HG02840
HG02852	86d819db9206832fb54853581f63acd1	HG02852
HG02870	9199c0ad6ff68d19ad66bc5ed20db697	HG02870
HG02884	e39262832afac99d3ae5e436abca0fb3	HG02884
HG02885	3d22fccf967596fd65bec080d5e43524	HG02885
HG02938	05d62214e6c2826bcb065d8735b07485	HG02938
HG02943	19221f02914085612ce2c6ca6d0b1fa0	HG02943
HG02970	568d0f46cebc18002763434f95dc9969	HG02970
HG02973	c30e23c0556d6a53c36e9ee72afc8e13	HG02973
HG02981	11dd81e1ad971b39d9bead2d86be4800	HG02981
HG03025	67916d292b0ec86235fc9eda8203ad8a	HG03025
HG03039	4ab8c94c74cc75174fc4826a7c5dd102	HG03039
HG03045	19dd00867a4f094440d7ae0eb8bdac01	HG03045
HG03060	fad12a3e0c2779cb5b98c4ec2004978d	HG03060
HG03064	f093fac8cf42e5ec8bebf3b0c8383864	HG03064
HG03066	148718145964b98468627c22c656f18b	HG03066
HG03095	18be33cb26c31a986cdf78c3f6959732	HG03095
HG03097	d2fe6e478d9c113bcf28e2582856974e	HG03097
HG03103	f5f8481c57b227902eb2a0f7b259bdf7	HG03103
HG03108	5722e2590036dfc5b07ca910f34340e6	HG03108
HG03135	03e0db2e066033c76df8641221fdcabe	HG03135
HG03139	fd3bce3af2537a89518fb233b56f9abb	HG03139
HG03159	4101503ea6aa5afed696babaf2730d16	HG03159
HG03175	cd8ab8907882ba9e76ec882c0bddf0bd	HG03175
HG03196	52c130df2cc232bd3ce921b6899f1485	HG03196
HG03280	23d33fa23ebed1b3c5dd596a0b1934c4	HG03280
HG03342	69ea343d3ed728e00efccd52c37afd6b	HG03342
HG03354	28512c5e00ee6f0de9bb0fb223bfa56b	HG03354
HG03378	46acb3a0393066804a51767793656192	HG03378
HG03432	df4547a448cb6eed34c4f1ac0fa94dae	HG03432
HG03439	a794b3660f7991e0c22b360578f05520	HG03439
HG03442	c5eac6ff59366054fe2a098e58363a44	HG03442
HG03457	0a34ba29d2489343677fd85e5ee62209	HG03457
HG03460	19c4dfffff43350a9eaff3b644c93049	HG03460
HG03469	fc57381d00f1032666f6f1bf7a5863c7	HG03469
HG03520	63e4e5fd3df0e87be7b361692e83d64f	HG03520
HG03521	9a57304a9fff5865019af964b9ac9023	HG03521
HG03558	a91a9aebfab666b407aa886b1fb4a6a6	HG03558
HG03565	0bf13e85c128c921760766a6351535a6	HG03565
HG03571	d277ed4a324e8fd0b0dd71e8e1564fe4	HG03571
HG03575	2e872db29e6e7891ab3826983e269f04	HG03575
