1014	1014	GSM667611	GSM667611
1017	1017	GSM706062	GSM706062
1018	1018	GSM667613	GSM667613
1019	1019	GSM667612	GSM667612
1020	1020	GSM706064	GSM706064
1024	1024	GSM667621	GSM667621
1025	1025	GSM665037	GSM665037
1026	1026	GSM605307	GSM605307
1031	1031	GSM667622	GSM667622
1035	1035	GSM605310	GSM605310
1037	1037	GSM667625	GSM667625
1039	1039	GSM667626	GSM667626
1049	1049	GSM706076	GSM706076
1050	1050	GSM667628	GSM667628
1054	1054	GSM667630	GSM667630
1057	1057	GSM667633	GSM667633
1058	1058	GSM667632	GSM667632
1061	1061	GSM667636	GSM667636
1062	1062	GSM667635	GSM667635
1063	1063	GSM667638	GSM667638
1064	1064	GSM667637	GSM667637
1065	1065	GSM667640	GSM667640
1513	1513	GSM537668	GSM537668
1516	1516	GSM537670	GSM537670
1517	1517	GSM537624	GSM537624
1518	1518	GSM537664	GSM537664
1630	1630	GSM621755	GSM621755
1631	1631	GSM621751	GSM621751
1632	1632	GSM621740	GSM621740
1634	1634	GSM621749	GSM621749
1636	1636	GSM621759	GSM621759
1637	1637	GSM621752	GSM621752
1638	1638	GSM621741	GSM621741
1642	1642	GSM621760	GSM621760
1643	1643	GSM621745	GSM621745
1644	1644	GSM621737	GSM621737
1645	1645	GSM621757	GSM621757
1646	1646	GSM621748	GSM621748
1647	1647	GSM621738	GSM621738
1703	1703	GSM669942	GSM669942
1704	1704	GSM670039	GSM670039
1705	1705	GSM669954	GSM669954
1706	1706	GSM669936	GSM669936
1707	1707	GSM670013	GSM670013
1708	1708	GSM669897	GSM669897
1709	1709	GSM669887	GSM669887
1710	1710	GSM669898	GSM669898
1711	1711	GSM669892	GSM669892
1712	1712	GSM669891	GSM669891
1713	1713	GSM669885	GSM669885
1714	1714	GSM669893	GSM669893
1715	1715	GSM669889	GSM669889
1716	1716	GSM669890	GSM669890
1717	1717	GSM669894	GSM669894
1718	1718	GSM669886	GSM669886
1721	1721	GSM669974	GSM669974
1722	1722	GSM669932	GSM669932
1723	1723	GSM669966	GSM669966
1724	1724	GSM669967	GSM669967
1725	1725	GSM669963	GSM669963
1726	1726	GSM669928	GSM669928
1798	1798	GSM530666	GSM530666
1799	1799	GSM530665	GSM530665
1800	1800	GSM468801	GSM468801
1801	1801	GSM468792	GSM468792
1802	1802	GSM521868	GSM521868
1803	1803	GSM521866	GSM521866
1804	1804	GSM521870	GSM521870
1805	1805	GSM521869	GSM521869
1806	1806	GSM521874	GSM521874
1808	1808	GSM521871	GSM521871
1809	1809	GSM521878	GSM521878
1810	1810	GSM521877	GSM521877
1811	1811	GSM521875	GSM521875
1812	1812	GSM521880	GSM521880
1813	1813	GSM521879	GSM521879
1814	1814	GSM521883	GSM521883
1815	1815	GSM521881	GSM521881
1816	1816	GSM521884	GSM521884
1817	1817	GSM469965	GSM469965
1818	1818	GSM521886	GSM521886
1819	1819	GSM521885	GSM521885
1820	1820	GSM521887	GSM521887
1821	1821	GSM469967	GSM469967
1822	1822	GSM469966	GSM469966
1823	1823	GSM521889	GSM521889
1824	1824	GSM469968	GSM469968
1826	1826	GSM521890	GSM521890
1827	1827	GSM521894	GSM521894
1828	1828	GSM521893	GSM521893
1830	1830	GSM521897	GSM521897
1831	1831	GSM521895	GSM521895
1832	1832	GSM521900	GSM521900
1833	1833	GSM521899	GSM521899
1834	1834	GSM521901	GSM521901
1835	1835	GSM469970	GSM469970
1838	1838	GSM521908	GSM521908
1839	1839	GSM521907	GSM521907
1840	1840	GSM521906	GSM521906
1841	1841	GSM521904	GSM521904
1842	1842	GSM521911	GSM521911
1843	1843	GSM521909	GSM521909
1844	1844	GSM521912	GSM521912
1845	1845	GSM469973	GSM469973
1847	1847	GSM521913	GSM521913
1848	1848	GSM469974	GSM469974
1849	1849	GSM521917	GSM521917
1850	1850	GSM521915	GSM521915
1851	1851	GSM521918	GSM521918
1852	1852	GSM469975	GSM469975
1853	1853	GSM521923	GSM521923
1854	1854	GSM521922	GSM521922
1855	1855	GSM521921	GSM521921
1856	1856	GSM521919	GSM521919
1857	1857	GSM521925	GSM521925
1858	1858	GSM521924	GSM521924
1890	1890	GSM665801	GSM665801
1891	1891	GSM706065	GSM706065
1892	1892	GSM706067	GSM706067
1893	1893	GSM706069	GSM706069
1894	1894	GSM706072	GSM706072
1895	1895	GSM706074	GSM706074
1896	1896	GSM706079	GSM706079
1898	1898	GSM665800	GSM665800
1899	1899	GSM665803	GSM665803
1900	1900	GSM665802	GSM665802
1901	1901	GSM706068	GSM706068
1902	1902	GSM706070	GSM706070
1903	1903	GSM706073	GSM706073
1904	1904	GSM706075	GSM706075
1907	1907	GSM537694	GSM537694
1909	1909	GSM621433	GSM621433
1910	1910	GSM537690	GSM537690
1911	1911	GSM537687	GSM537687
1912	1912	GSM537692	GSM537692
1913	1913	GSM537691	GSM537691
1919	1919	GSM537676	GSM537676
1920	1920	GSM537671	GSM537671
1924	1924	GSM621416	GSM621416
1926	1926	GSM537704	GSM537704
1927	1927	GSM621423	GSM621423
1928	1928	GSM537689	GSM537689
1929	1929	GSM537688	GSM537688
2941	2941	GSM537641	GSM537641
2943	2943	GSM669896	GSM669896
3090	3090	GSM701541	GSM701541
3091	3091	GSM701540	GSM701540
3092	3092	GSM701539	GSM701539
3093	3093	GSM701538	GSM701538
3094	3094	GSM701537	GSM701537
3095	3095	GSM701536	GSM701536
3096	3096	GSM701535	GSM701535
3098	3098	GSM701533	GSM701533
3099	3099	GSM701532	GSM701532
3100	3100	GSM701531	GSM701531
3101	3101	GSM701530	GSM701530
3102	3102	GSM701529	GSM701529
3103	3103	GSM701528	GSM701528
3106	3106	GSM701525	GSM701525
3107	3107	GSM701524	GSM701524
3108	3108	GSM701523	GSM701523
3109	3109	GSM701522	GSM701522
3110	3110	GSM701521	GSM701521
3111	3111	GSM701520	GSM701520
3112	3112	GSM701519	GSM701519
3113	3113	GSM701518	GSM701518
3114	3114	GSM701517	GSM701517
3115	3115	GSM701516	GSM701516
3116	3116	GSM701515	GSM701515
3118	3118	GSM701513	GSM701513
3119	3119	GSM701512	GSM701512
3120	3120	GSM701511	GSM701511
3121	3121	GSM701510	GSM701510
3122	3122	GSM701509	GSM701509
3123	3123	GSM701508	GSM701508
3124	3124	GSM701507	GSM701507
3125	3125	GSM701506	GSM701506
3126	3126	GSM701505	GSM701505
3128	3128	GSM701503	GSM701503
3129	3129	GSM701502	GSM701502
3130	3130	GSM701501	GSM701501
3132	3132	GSM701499	GSM701499
3133	3133	GSM701498	GSM701498
3134	3134	GSM701497	GSM701497
3135	3135	GSM701496	GSM701496
3136	3136	GSM701495	GSM701495
3137	3137	GSM701494	GSM701494
3138	3138	GSM701493	GSM701493
3139	3139	GSM701492	GSM701492
3140	3140	GSM701491	GSM701491
3141	3141	GSM701490	GSM701490
3142	3142	GSM701489	GSM701489
3143	3143	GSM701488	GSM701488
3145	3145	GSM665840	GSM665840
3146	3146	GSM665839	GSM665839
3147	3147	GSM665838	GSM665838
3148	3148	GSM665837	GSM665837
3149	3149	GSM665836	GSM665836
3150	3150	GSM665835	GSM665835
3151	3151	GSM665834	GSM665834
3152	3152	GSM665833	GSM665833
3153	3153	GSM665832	GSM665832
3154	3154	GSM665831	GSM665831
3155	3155	GSM665830	GSM665830
3156	3156	GSM665829	GSM665829
3157	3157	GSM665828	GSM665828
3158	3158	GSM665827	GSM665827
3159	3159	GSM665826	GSM665826
3160	3160	GSM665825	GSM665825
3161	3161	GSM665824	GSM665824
3162	3162	GSM665823	GSM665823
3163	3163	GSM665822	GSM665822
3164	3164	GSM665821	GSM665821
3165	3165	GSM665820	GSM665820
3166	3166	GSM665819	GSM665819
3167	3167	GSM665818	GSM665818
3168	3168	GSM665817	GSM665817
3169	3169	GSM665816	GSM665816
3170	3170	GSM665815	GSM665815
3171	3171	GSM665814	GSM665814
3172	3172	GSM665813	GSM665813
3173	3173	GSM665812	GSM665812
3174	3174	GSM665811	GSM665811
3175	3175	GSM665810	GSM665810
3176	3176	GSM665809	GSM665809
3177	3177	GSM665808	GSM665808
3178	3178	GSM665807	GSM665807
3179	3179	GSM665806	GSM665806
3180	3180	GSM665805	GSM665805
3181	3181	GSM665804	GSM665804
3182	3182	GSM665799	GSM665799
3183	3183	GSM665798	GSM665798
3184	3184	GSM595930	GSM595930
3185	3185	GSM595929	GSM595929
3186	3186	GSM595928	GSM595928
3187	3187	GSM595927	GSM595927
3188	3188	GSM595926	GSM595926
3189	3189	GSM595925	GSM595925
3190	3190	GSM595924	GSM595924
3191	3191	GSM595923	GSM595923
3192	3192	GSM595922	GSM595922
3193	3193	GSM595921	GSM595921
3194	3194	GSM595920	GSM595920
3195	3195	GSM595919	GSM595919
3196	3196	GSM595918	GSM595918
3197	3197	GSM595917	GSM595917
3198	3198	GSM595916	GSM595916
3199	3199	GSM595915	GSM595915
3200	3200	GSM595914	GSM595914
3201	3201	GSM595913	GSM595913
3202	3202	GSM530664	GSM530664
3203	3203	GSM530663	GSM530663
3204	3204	GSM530662	GSM530662
3205	3205	GSM530661	GSM530661
3206	3206	GSM530660	GSM530660
3207	3207	GSM530659	GSM530659
3208	3208	GSM530658	GSM530658
3209	3209	GSM530657	GSM530657
3210	3210	GSM530656	GSM530656
3211	3211	GSM530655	GSM530655
3212	3212	GSM530654	GSM530654
3213	3213	GSM530653	GSM530653
3214	3214	GSM530652	GSM530652
3215	3215	GSM530651	GSM530651
3216	3216	GSM493387	GSM493387
3217	3217	GSM493386	GSM493386
3219	3219	GSM493384	GSM493384
32876	32876	GSM772769	GSM772769
32878	32878	GSM772776	GSM772776
32879	32879	GSM772738	GSM772738
32881	32881	GSM772787	GSM772787
32882	32882	GSM772736	GSM772736
32883	32883	GSM772785	GSM772785
32953	32953	GSM906407	GSM906407
32958	32958	GSM906404	GSM906404
32965	32965	GSM906411	GSM906411
32969	32969	GSM906403	GSM906403
33225	33225	GSM915331	GSM915331
33227	33227	GSM915330	GSM915330
33229	33229	GSM915335	GSM915335
33344	33344	GSM817226	GSM817226
33346	33346	GSM817227	GSM817227
33352	33352	GSM817235	GSM817235
33354	33354	GSM817241	GSM817241
33355	33355	GSM817236	GSM817236
33356	33356	GSM817234	GSM817234
33358	33358	GSM817238	GSM817238
33359	33359	GSM817237	GSM817237
33363	33363	GSM817240	GSM817240
33365	33365	GSM817239	GSM817239
33726	33726	GSM1059451	GSM1059451
33740	33740	GSM1059442	GSM1059442
33747	33747	GSM1059447	GSM1059447
33757	33757	GSM1059446	GSM1059446
33772	33772	GSM1059437	GSM1059437
33791	33791	GSM1059443	GSM1059443
34297	34297	GSM958152	GSM958152
34299	34299	GSM958153	GSM958153
34304	34304	GSM958157	GSM958157
34305	34305	GSM958162	GSM958162
34306	34306	GSM958165	GSM958165
34307	34307	GSM958155	GSM958155
34308	34308	GSM958160	GSM958160
3431	3431	GSM669945	GSM669945
34310	34310	GSM958151	GSM958151
34312	34312	GSM958159	GSM958159
34313	34313	GSM958161	GSM958161
34314	34314	GSM958150	GSM958150
