rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Reactome_2022	TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	8/49	0.0006881467284404931	0.7122318639359103	4.695428361318789	34.1898014052295	BTG2;PCNA;CCNE2;CCNE1;PLK2;BAX;ARID3A;CDC25C
2	Reactome_2022	TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008	7/44	0.0017281641597159	0.8288969396438076	4.547899216657059	28.927802597015813	TP53I3;APAF1;IGFBP3;TP53INP1;TNFRSF10C;BAX;TRIAP1
3	Reactome_2022	Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364	3/8	0.0031141576817624	0.8288969396438076	14.375280898876404	82.97119699136394	TCF7L1;TCF7;AXIN2
4	Reactome_2022	CRMPs In Sema3A Signaling R-HSA-399956	4/16	0.003203466433406	0.8288969396438076	7.993333333333333	45.90988421502205	NRP1;DPYSL4;SEMA3A;DPYSL3
5	Reactome_2022	Transport Of Vitamins, Nucleosides, And Related Molecules R-HSA-425397	6/43	0.0070962229951653	0.999996037170616	3.8933143669985775	19.264869375273967	SLC35D1;SLCO4A1;SLCO1B3;SLC35C1;SLC29A3;SLC27A4
6	Reactome_2022	Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029	5/34	0.0109633956117606	0.999996037170616	4.135988951706875	18.66651732318992	SLC35D1;FDXR;CYP1B1;CYP4F22;OPLAH
7	Reactome_2022	Activation Of Arylsulfatases R-HSA-1663150	3/13	0.0136854993553159	0.999996037170616	7.185767790262172	30.83713645753108	ARSA;ARSK;ARSD
8	Reactome_2022	Repression Of WNT Target Genes R-HSA-4641265	3/14	0.0169055886891139	0.999996037170616	6.53217568947906	26.652002015585385	TCF7L1;TCF7;AXIN2
9	Reactome_2022	TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116	3/14	0.0169055886891139	0.999996037170616	6.53217568947906	26.652002015585385	CCNE2;CCNE1;ARID3A
10	Reactome_2022	Fibronectin Matrix Formation R-HSA-1566977	2/6	0.0217364056210856	0.999996037170616	11.965087281795512	45.81152829483463	CEACAM1;ITGA5
11	Reactome_2022	G0 And Early G1 R-HSA-1538133	4/27	0.0217891280258623	0.999996037170616	4.16804347826087	15.94836877163834	PCNA;CCNE2;CCNE1;CDC25A
12	Reactome_2022	Diseases Of Metabolism R-HSA-5668914	17/247	0.0222855625332078	0.999996037170616	1.7812386056019005	6.775504317880165	SLC35D1;IDUA;GBE1;MUC19;ALG2;B3GALT6;DOLK;CYP4F22;OPLAH;CSF2RA;GYS1;ADAMTS2;ADAMTSL4;FDXR;CYP1B1;SDC1;ADAMTS7
13	Reactome_2022	G1/S-Specific Transcription R-HSA-69205	4/29	0.0276929291587326	0.999996037170616	3.8342	13.751657994116744	PCNA;CCNE1;FBXO5;CDC25A
14	Reactome_2022	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	3/17	0.0288879137573304	0.999996037170616	5.131621187800963	18.188169087357032	CDKN1C;CCNE2;CCNE1
15	Reactome_2022	GAB1 Signalosome R-HSA-180292	3/17	0.0288879137573304	0.999996037170616	5.131621187800963	18.188169087357032	BTC;TGFA;PAG1
16	Reactome_2022	Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755	7/74	0.0289851733766654	0.999996037170616	2.507593775164329	8.879316442963951	MPP2;PRKAA2;PRKAR2B;RPS6KA2;NRG1;GRIN2C;PPM1E
17	Reactome_2022	GLI Proteins Bind Promoters Of Hh Responsive Genes To Promote Transcription R-HSA-5635851	2/7	0.0296285403602277	0.999996037170616	9.571571072319202	33.68252305109007	PTCH1;GLI2
18	Reactome_2022	Neurofascin Interactions R-HSA-447043	2/7	0.0296285403602277	0.999996037170616	9.571571072319202	33.68252305109007	CNTNAP1;ANK1
19	Reactome_2022	Release Of Apoptotic Factors From Mitochondria R-HSA-111457	2/7	0.0296285403602277	0.999996037170616	9.571571072319202	33.68252305109007	BAX;GSDME
20	Reactome_2022	Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988	5/44	0.0308724857513917	0.999996037170616	3.073874394274895	10.690596772741408	SYK;INPP5D;BLNK;PIK3R3;CSF2RA
