pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	7	86	43	2041	0.00172795998789	0.123221930238	PA14_08650,PA14_23570,PA14_23580,PA14_27600,PA14_27610,PA14_27620,PA14_65220
pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	6	67	43	2041	0.00233701754587	0.123221930238	PA14_17060,PA14_57580,PA14_57590,PA14_60400,PA14_60460,PA14_70190
pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	14	43	2041	0.00269829044317	0.123221930238	PA14_11410,PA14_11420,PA14_19530
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	5	57	43	2041	0.00608231917824	0.179554322239	PA14_44340,PA14_44350,PA14_44360,PA14_57560,PA14_57570
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	58	43	2041	0.00655307745397	0.179554322239	PA14_19530,PA14_19540,PA14_19560,PA14_19570,PA14_19580
pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	1	2	43	2041	0.0417024526616	0.95220600244	PA14_57570
pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	24	43	2041	0.0893489248749	1	PA14_64950,PA14_64960
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	24	43	2041	0.0893489248749	1	PA14_32985,PA14_33000
pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	56	43	2041	0.111749022458	1	PA14_32985,PA14_33000,PA14_47100
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	129	43	2041	0.131181531774	1	PA14_19190,PA14_32985,PA14_33000,PA14_47100,PA14_61770
pau00670	One carbon pool by folate - Pseudomonas aeruginosa UCBPP-PA14	2	31	43	2041	0.137426429565	1	PA14_32985,PA14_33000
pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	63	43	2041	0.144936447316	1	PA14_19190,PA14_63090,PA14_63100
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	6	184	43	2041	0.185569528855	1	PA14_11410,PA14_11420,PA14_39640,PA14_64950,PA14_64960,PA14_67580
