pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	15	24	141	2041	1.44331646792e-12	1.97734356105e-10	PA14_09400,PA14_09410,PA14_09420,PA14_09440,PA14_09450,PA14_09470,PA14_09480,PA14_09490,PA14_30630,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39960,PA14_39970
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	29	111	141	2041	5.04486029421e-11	3.45572930153e-09	PA14_09410,PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_09520,PA14_09530,PA14_16250,PA14_19100,PA14_19110,PA14_19120,PA14_19130,PA14_20610,PA14_30630,PA14_31290,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40260,PA14_40290,PA14_45940,PA14_45960,PA14_49760
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	10	16	141	2041	1.0177105089e-08	4.64754465731e-07	PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36740,PA14_36840
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	21	108	141	2041	6.96959094496e-06	0.000238708489865	PA14_03240,PA14_19100,PA14_19110,PA14_19120,PA14_19130,PA14_20780,PA14_30630,PA14_31290,PA14_42890,PA14_42900,PA14_42920,PA14_42980,PA14_42990,PA14_43030,PA14_43040,PA14_43070,PA14_44890,PA14_45940,PA14_45960,PA14_49760,PA14_69560
pau02030	Bacterial chemotaxis - Pseudomonas aeruginosa UCBPP-PA14	9	49	141	2041	0.00525977895343	0.130290326202	PA14_02180,PA14_02190,PA14_02200,PA14_02220,PA14_02230,PA14_02250,PA14_02260,PA14_39560,PA14_48030
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	29	265	141	2041	0.00594629431168	0.130290326202	PA14_01360,PA14_02180,PA14_02200,PA14_02220,PA14_02230,PA14_02250,PA14_02260,PA14_06740,PA14_10330,PA14_10500,PA14_11120,PA14_19130,PA14_20780,PA14_39560,PA14_48030,PA14_55780,PA14_55810,PA14_55820,PA14_55850,PA14_55860,PA14_55880,PA14_55890,PA14_55900,PA14_55920,PA14_55930,PA14_55940,PA14_61500,PA14_61510,PA14_61530
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	4	12	141	2041	0.00698237865585	0.130290326202	PA14_06750,PA14_06810,PA14_06830,PA14_20200
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	43	444	141	2041	0.00760819423077	0.130290326202	PA14_00640,PA14_01360,PA14_09150,PA14_09400,PA14_09410,PA14_09420,PA14_09440,PA14_09450,PA14_09460,PA14_09470,PA14_09480,PA14_09490,PA14_19140,PA14_19900,PA14_19910,PA14_19920,PA14_20940,PA14_30630,PA14_33450,PA14_36310,PA14_36320,PA14_36330,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36810,PA14_36840,PA14_39880,PA14_39890,PA14_39910,PA14_39925,PA14_39945,PA14_39960,PA14_39970,PA14_40040,PA14_40310,PA14_53260,PA14_58030,PA14_61040
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	4	14	141	2041	0.012666948625	0.192819106848	PA14_09150,PA14_36810,PA14_58000,PA14_61040
pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	11	141	2041	0.0353185701965	0.483864411692	PA14_36310,PA14_36320,PA14_36330
