pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	58	12	2041	0.000245483518339	0.0336312420124	PA14_19540,PA14_19560,PA14_19570,PA14_19580
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	3	57	12	2041	0.0038002517326	0.260317243683	PA14_44340,PA14_44350,PA14_44360
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	34	12	2041	0.0160171654257	0.678515745528	PA14_13750,PA14_13770
pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	38	12	2041	0.0198106787015	0.678515745528	PA14_38640,PA14_38660
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	2	45	12	2041	0.0272674893226	0.747129207439	PA14_38640,PA14_38660
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	3	202	12	2041	0.107684970117	1	PA14_19540,PA14_19570,PA14_19580
pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	27	12	2041	0.148060902752	1	PA14_20950
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	3	265	12	2041	0.196753540413	1	PA14_44340,PA14_44350,PA14_44360
pau01212	Fatty acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	51	12	2041	0.262504171473	1	PA14_20950
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	7	1049	12	2041	0.425248838348	1	PA14_19560,PA14_20950,PA14_38640,PA14_38660,PA14_44340,PA14_44350,PA14_44360
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	1	323	12	2041	0.874249248944	1	PA14_19560
pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	0	35	12	2041	1	1	
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	0	29	12	2041	1	1	
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	0	29	12	2041	1	1	
pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	0	8	12	2041	1	1	
pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	18	12	2041	1	1	
pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	4	12	2041	1	1	
pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	6	12	2041	1	1	
pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	0	31	12	2041	1	1	
pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	12	2041	1	1	
