pathway_id	pathway_name	gene_id
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_51360
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_51380
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_51390
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_51410
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_51420
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_51430
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_23570
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_23580
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_27610
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_27620
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_65210
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_65220
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_51360
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_51380
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_51390
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_51410
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_51420
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	PA14_51430
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_51360
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_51380
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_51390
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_51410
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_51420
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	PA14_51430
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_51360
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_51380
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_51390
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_51410
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_51420
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_51430
pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_64950
pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_51360
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	PA14_51360
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	PA14_64950
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_51360
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	PA14_64950
