1	SAMPLE_105	SAMPLE_105	0	0	1	-9
2	SAMPLE_175	SAMPLE_175	0	0	2	-9
3	SAMPLE_146	SAMPLE_146	0	0	1	-9
4	SAMPLE_176	SAMPLE_176	0	0	2	-9
5	SAMPLE_093	SAMPLE_093	0	0	1	-9
6	SAMPLE_205	SAMPLE_205	0	0	2	-9
7	SAMPLE_157	SAMPLE_157	0	0	1	-9
8	SAMPLE_071	SAMPLE_071	0	0	2	-9
9	SAMPLE_151	SAMPLE_151	0	0	1	-9
10	SAMPLE_174	SAMPLE_174	0	0	2	-9
11	SAMPLE_088	SAMPLE_088	0	0	1	-9
12	SAMPLE_044	SAMPLE_044	0	0	2	-9
13	SAMPLE_007	SAMPLE_007	0	0	1	-9
14	SAMPLE_148	SAMPLE_148	0	0	2	-9
15	SAMPLE_202	SAMPLE_202	0	0	1	-9
16	SAMPLE_097	SAMPLE_097	0	0	2	-9
17	SAMPLE_145	SAMPLE_145	0	0	1	-9
18	SAMPLE_121	SAMPLE_121	0	0	2	-9
19	SAMPLE_034	SAMPLE_034	0	0	1	-9
20	SAMPLE_014	SAMPLE_014	0	0	2	-9
21	SAMPLE_183	SAMPLE_183	0	0	1	-9
22	SAMPLE_087	SAMPLE_087	0	0	2	-9
23	SAMPLE_069	SAMPLE_069	0	0	1	-9
24	SAMPLE_061	SAMPLE_061	0	0	2	-9
25	SAMPLE_160	SAMPLE_160	0	0	1	-9
26	SAMPLE_108	SAMPLE_108	0	0	2	-9
27	SAMPLE_066	SAMPLE_066	0	0	1	-9
28	SAMPLE_133	SAMPLE_133	0	0	2	-9
29	SAMPLE_127	SAMPLE_127	0	0	1	-9
30	SAMPLE_008	SAMPLE_008	0	0	2	-9
31	SAMPLE_026	SAMPLE_026	0	0	1	-9
32	SAMPLE_073	SAMPLE_073	0	0	2	-9
33	SAMPLE_167	SAMPLE_167	0	0	1	-9
34	SAMPLE_173	SAMPLE_173	0	0	2	-9
35	SAMPLE_086	SAMPLE_086	0	0	1	-9
36	SAMPLE_085	SAMPLE_085	0	0	2	-9
37	SAMPLE_009	SAMPLE_009	0	0	1	-9
38	SAMPLE_156	SAMPLE_156	0	0	2	-9
39	SAMPLE_006	SAMPLE_006	0	0	2	-9
