rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PA14_61270	983.987307457099	2.46722213375867	0.0954913999686094	25.8371134423594	3.39633668548598e-147	2.82769288614461e-144
PA14_61370	994.079834413883	1.55015766442669	0.0822640698804028	18.8436782507885	3.31133629501831e-79	1.20615424546042e-76
PA14_47010	1384.28357385133	1.91652544770128	0.153031445233076	12.5237361823402	5.53662482872646e-36	7.01466293517778e-34
PA14_07330	1362.94171990151	1.69778302357394	0.159417007742567	10.6499491341325	1.74460360218713e-26	1.3801463145225e-24
PA14_00570	1002.02957724427	2.03732884271266	0.221902634587802	9.1811836596583	4.26378507441664e-20	2.17976661523686e-18
PA14_00580	269.89575698811	1.87055247643884	0.215442171481233	8.68238777755626	3.87545517774394e-18	1.63667773738346e-16
PA14_00590	594.551192285195	1.76213555090495	0.22169840776912	7.94834554129978	1.89018816893488e-15	6.25910036849573e-14
PA14_59470	6124.37727530814	1.60075810746912	0.203647462286149	7.86043729442532	3.82794714193554e-15	1.21908611711477e-13
PA14_39630	1910.47312734901	2.00943131568035	0.267099049938492	7.52316908705996	5.34642069639373e-14	1.42278264011793e-12
PA14_13770	309.86026949129	1.92505692039492	0.26855275467074	7.16826354194409	7.59549821191257e-13	1.75660966583438e-11
PA14_59510	950.500696124896	1.60809806083766	0.224574234084141	7.16065254500728	8.02939251728929e-13	1.84233462955756e-11
PA14_61950	1340.62878637475	1.50239471636586	0.213491053229588	7.03727249286736	1.96039249375546e-12	4.27908893393514e-11
PA14_39620	1516.42317150683	1.81286705017763	0.258559529905778	7.01141068301857	2.35927085849485e-12	4.99993838665746e-11
PA14_59520	1187.40205630387	1.58061775044113	0.251602475022626	6.28220271004484	3.3380919158537e-10	4.85147124329062e-09
PA14_44360	15737.0847892883	1.84784792805151	0.303953872101328	6.07936959406625	1.20655961654578e-09	1.5873204165302e-08
PA14_59430	5171.63030361275	1.55487095578023	0.258480371583559	6.01543144748066	1.79408214926239e-09	2.29296288725904e-08
PA14_44340	29893.9723342994	2.01456295992837	0.345371449489881	5.8330327040753	5.44288946067918e-09	6.30639359380482e-08
PA14_44350	8457.71997185636	1.75407333940941	0.309946335084907	5.65928078784637	1.52008675906152e-08	1.61367315697824e-07
PA14_19590	3968.86339347589	1.61830304493748	0.292708963386536	5.52871024588487	3.22593650484652e-08	3.1974078146676e-07
PA14_13750	342.291866035857	1.80913158492152	0.34589111016918	5.23035004870938	1.69189365318941e-07	1.42843359942339e-06
PA14_19560	1826.37239880153	1.83731937270514	0.353243941992997	5.20127638237476	1.97924512121716e-07	1.63850008046216e-06
PA14_19580	1102.51188030147	1.74057136211594	0.339432717922185	5.12788328942103	2.93017991341672e-07	2.34728692774575e-06
PA14_19540	3925.78543705905	1.58825448516661	0.309879751614788	5.1253896935511	2.96922963645844e-07	2.37375450223317e-06
PA14_19570	959.074785881865	1.76706735877736	0.347452833243898	5.08577622545087	3.66125534551926e-07	2.85264654461046e-06
PA14_20920	2448.2903969786	1.71930499920299	0.442051590825872	3.88937634177691	0.000100502162668469	0.000424132225946298
PA14_13490	1002.39843782953	1.55372813314894	0.409676980871607	3.79256879369524	0.000149096927607039	0.000598853820877892
PA14_21020	19514.2510751074	1.68005676400716	0.445288540817	3.77296204596834	0.000161320836331656	0.000640448115899789
PA14_38660	378.569959209919	1.79648665159932	0.531167877736159	3.38214475479194	0.000719222346812627	0.00234956717333183
PA14_38640	265.904155383865	1.64649953094599	0.504879353710818	3.26117421685867	0.00110951847751224	0.00339258850311718
PA14_21000	5384.16237316901	1.61668706700924	0.505546323387064	3.19790094837945	0.00138431820610955	0.00410366556724643
PA14_20950	4689.15956586132	1.55815690993139	0.501522887287587	3.10685105192	0.00189091646645995	0.00541004475529142
PA14_21010	4171.65039545364	1.68606406387654	0.5497969364173	3.06670327205463	0.00216433592271754	0.00606138863892254
PA14_20970	7792.48479315213	1.61205631195845	0.527118680040163	3.05824166928711	0.0022263994636214	0.00619945345149809
PA14_20960	4019.00018208229	1.55659208830254	0.517837443553396	3.00594734444311	0.00264754840286491	0.00719678735629509
PA14_20980	5745.75587047782	1.59808278664493	0.550381763705413	2.90358963910057	0.00368911346983701	0.00966299024818431
