pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	10	16	54	2041	5.02960581076e-13	1.50888174323e-11	PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36740,PA14_36840
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	4	12	54	2041	0.000185334635154	0.00278001952731	PA14_06750,PA14_06810,PA14_06830,PA14_20200
pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	2	2	54	2041	0.000687379312332	0.00687379312332	PA14_36760,PA14_36910
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	3	14	54	2041	0.00518543815571	0.0349987518295	PA14_36810,PA14_58000,PA14_61040
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	20	444	54	2041	0.00684359159545	0.0349987518295	PA14_00640,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_30630,PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36810,PA14_36840,PA14_40040,PA14_58030,PA14_61040
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	14	265	54	2041	0.00699975036589	0.0349987518295	PA14_06740,PA14_10330,PA14_11120,PA14_55780,PA14_55810,PA14_55850,PA14_55860,PA14_55880,PA14_55890,PA14_55900,PA14_55920,PA14_55930,PA14_55940,PA14_61500
pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	5	52	54	2041	0.0108515783343	0.0422554988656	PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710
pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	4	34	54	2041	0.0112681330308	0.0422554988656	PA14_06750,PA14_06810,PA14_06830,PA14_20200
pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	26	54	2041	0.0296123902037	0.0987079673455	PA14_36810,PA14_37610,PA14_61040
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	6	111	54	2041	0.0694403697917	0.208321109375	PA14_16250,PA14_30630,PA14_31290,PA14_40260,PA14_45940,PA14_45960
pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	2	31	54	2041	0.196992324754	0.537251794784	PA14_10330,PA14_16250
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	4	108	54	2041	0.31930959799	0.798273994975	PA14_30630,PA14_31290,PA14_45940,PA14_45960
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	6	184	54	2041	0.35911746182	0.828732604201	PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_37610
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	29	1049	54	2041	0.419031278552	0.843980284089	PA14_00640,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06740,PA14_06750,PA14_06810,PA14_06830,PA14_20200,PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36740,PA14_36810,PA14_36840,PA14_36880,PA14_37610,PA14_45940,PA14_49300,PA14_53290,PA14_58030,PA14_61040
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	24	54	2041	0.476510324381	0.843980284089	PA14_30630
pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	24	54	2041	0.476510324381	0.843980284089	PA14_36880
pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2	63	54	2041	0.502405881608	0.843980284089	PA14_36810,PA14_61040
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	1	29	54	2041	0.542995152252	0.843980284089	PA14_58030
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	1	29	54	2041	0.542995152252	0.843980284089	PA14_53290
pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	1	34	54	2041	0.601172825262	0.843980284089	PA14_10330
pau00720	Other carbon fixation pathways - Pseudomonas aeruginosa UCBPP-PA14	1	35	54	2041	0.611903601264	0.843980284089	PA14_58030
pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	36	54	2041	0.622350862247	0.843980284089	PA14_00640
pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	41	54	2041	0.670585344992	0.843980284089	PA14_45940
pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	3	129	54	2041	0.675184227271	0.843980284089	PA14_36810,PA14_58030,PA14_61040
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	1	57	54	2041	0.787762818284	0.940548419453	PA14_06740
pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	62	54	2041	0.815141963526	0.940548419453	PA14_58030
pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	6	323	54	2041	0.878920888402	0.958313861271	PA14_06660,PA14_06750,PA14_06810,PA14_06830,PA14_20200,PA14_58030
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	3	202	54	2041	0.915832752373	0.958313861271	PA14_10340,PA14_20180,PA14_40240
pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	1	95	54	2041	0.926370065895	0.958313861271	PA14_10330
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	1	146	54	2041	0.982801884635	0.982801884635	PA14_00640
pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	0	35	54	2041	1	1	
pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	0	8	54	2041	1	1	
pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	18	54	2041	1	1	
pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	4	54	2041	1	1	
pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	6	54	2041	1	1	
pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	27	54	2041	1	1	
pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	0	31	54	2041	1	1	
pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	54	2041	1	1	
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	21	54	2041	1	1	
pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	33	54	2041	1	1	
pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	67	54	2041	1	1	
pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	54	2041	1	1	
pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	56	54	2041	1	1	
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	9	54	2041	1	1	
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	0	45	54	2041	1	1	
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	17	54	2041	1	1	
pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	16	54	2041	1	1	
pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	0	22	54	2041	1	1	
pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	48	54	2041	1	1	
pau00332	Carbapenem biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	54	2041	1	1	
pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	25	54	2041	1	1	
pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	27	54	2041	1	1	
pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	21	54	2041	1	1	
pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	0	5	54	2041	1	1	
pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	0	34	54	2041	1	1	
pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	0	7	54	2041	1	1	
pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	32	54	2041	1	1	
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	6	54	2041	1	1	
pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	19	54	2041	1	1	
pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	7	54	2041	1	1	
pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	54	2041	1	1	
pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	9	54	2041	1	1	
pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	11	54	2041	1	1	
pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	23	54	2041	1	1	
pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	54	2041	1	1	
pau00520	Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	27	54	2041	1	1	
pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	8	54	2041	1	1	
pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	5	54	2041	1	1	
pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	54	2041	1	1	
pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	21	54	2041	1	1	
pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	0	30	54	2041	1	1	
pau00543	Exopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	11	54	2041	1	1	
pau00550	Peptidoglycan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	22	54	2041	1	1	
pau00552	Teichoic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	54	2041	1	1	
pau00561	Glycerolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	15	54	2041	1	1	
pau00562	Inositol phosphate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	7	54	2041	1	1	
