  8.49	8159	8159	U	0	unclassified
 91.51	87894	60871	R	1	root
 27.92	26819	925	R1	131567	  cellular organisms
 26.94	25873	298	D	2759	    Eukaryota
 26.63	25575	71	D1	33154	      Opisthokonta
 26.55	25504	3	K	33208	        Metazoa
 26.55	25501	145	K1	6072	          Eumetazoa
 18.81	18063	106	K2	33213	            Bilateria
 18.65	17913	1	K3	33511	              Deuterostomia
 18.65	17912	1	P	7711	                Chordata
 18.65	17911	0	P1	89593	                  Craniata
 18.65	17911	0	P2	7742	                    Vertebrata
 18.65	17911	44	P3	7776	                      Gnathostomata
 18.60	17867	0	P4	117570	                        Teleostomi
 18.60	17867	122	P5	117571	                          Euteleostomi
 18.47	17742	8	P6	8287	                            Sarcopterygii
 18.46	17734	2	P7	1338369	                              Dipnotetrapodomorpha
 18.46	17732	70	P8	32523	                                Tetrapoda
 18.39	17662	337	P9	32524	                                  Amniota
 18.04	17325	66	C	40674	                                    Mammalia
 17.97	17259	140	C1	32525	                                      Theria
 17.82	17119	1407	C2	9347	                                        Eutheria
 16.36	15712	1636	C3	1437010	                                          Boreoeutheria
 14.65	14068	577	C4	314146	                                            Euarchontoglires
 14.04	13482	261	O	9443	                                              Primates
 13.76	13221	51	O1	376913	                                                Haplorrhini
 13.71	13169	1959	O2	314293	                                                  Simiiformes
 11.67	11207	3143	O3	9526	                                                    Catarrhini
  8.38	8050	2128	O4	314295	                                                      Hominoidea
  6.16	5916	1009	F	9604	                                                        Hominidae
  5.11	4905	2265	F1	207598	                                                          Homininae
  2.73	2626	10	G	9605	                                                            Homo
  2.72	2616	2616	S	9606	                                                              Homo sapiens
  0.01	11	4	G	9596	                                                            Pan
  0.01	6	6	S	9598	                                                              Pan troglodytes
  0.00	1	1	S	9597	                                                              Pan paniscus
  0.00	3	0	G	9592	                                                            Gorilla
  0.00	3	0	S	9593	                                                              Gorilla gorilla
  0.00	3	3	S1	9595	                                                                Gorilla gorilla gorilla
  0.00	2	0	F1	607660	                                                          Ponginae
  0.00	2	2	G	9599	                                                            Pongo
  0.01	6	3	F	9577	                                                        Hylobatidae
  0.00	2	0	G	325166	                                                          Symphalangus
