group	file_id	file_name	metric	value	status
fungi	1260807at2759	1260807at2759.faa.mafft	relative_composition_variability	0.6017	ok
fungi	1454155at2759	1454155at2759.faa.mafft	relative_composition_variability	0.2398	ok
fungi	1065019at2759	1065019at2759.faa.mafft	relative_composition_variability	0.1466	ok
fungi	1593937at2759	1593937at2759.faa.mafft	relative_composition_variability	0.1826	ok
fungi	160593at2759	160593at2759.faa.mafft	relative_composition_variability	0.1192	ok
fungi	1287094at2759	1287094at2759.faa.mafft	relative_composition_variability	0.2121	ok
fungi	1504863at2759	1504863at2759.faa.mafft	relative_composition_variability	0.2628	ok
fungi	1041560at2759	1041560at2759.faa.mafft	relative_composition_variability	0.1773	ok
fungi	369837at2759	369837at2759.faa.mafft	relative_composition_variability	0.1437	ok
fungi	290630at2759	290630at2759.faa.mafft	relative_composition_variability	0.1082	ok
fungi	261419at2759	261419at2759.faa.mafft	relative_composition_variability	0.1908	ok
fungi	1430056at2759	1430056at2759.faa.mafft	relative_composition_variability	0.2084	ok
fungi	1161199at2759	1161199at2759.faa.mafft	relative_composition_variability	0.2356	ok
fungi	722805at2759	722805at2759.faa.mafft	relative_composition_variability	0.2528	ok
fungi	891751at2759	891751at2759.faa.mafft	relative_composition_variability	0.2512	ok
fungi	865202at2759	865202at2759.faa.mafft	relative_composition_variability	0.1624	ok
fungi	1626636at2759	1626636at2759.faa.mafft	relative_composition_variability	0.2658	ok
fungi	1248958at2759	1248958at2759.faa.mafft	relative_composition_variability	0.1212	ok
fungi	1107630at2759	1107630at2759.faa.mafft	relative_composition_variability	0.2391	ok
fungi	855834at2759	855834at2759.faa.mafft	relative_composition_variability	0.1931	ok
fungi	768809at2759	768809at2759.faa.mafft	relative_composition_variability	0.151	ok
fungi	142542at2759	142542at2759.faa.mafft	relative_composition_variability	0.2243	ok
fungi	1314980at2759	1314980at2759.faa.mafft	relative_composition_variability	0.195	ok
fungi	1111142at2759	1111142at2759.faa.mafft	relative_composition_variability	0.2478	ok
fungi	1079130at2759	1079130at2759.faa.mafft	relative_composition_variability	0.1358	ok
fungi	1563319at2759	1563319at2759.faa.mafft	relative_composition_variability	0.1512	ok
fungi	736068at2759	736068at2759.faa.mafft	relative_composition_variability	0.1648	ok
fungi	1355894at2759	1355894at2759.faa.mafft	relative_composition_variability	0.2007	ok
fungi	166920at2759	166920at2759.faa.mafft	relative_composition_variability	0.154	ok
fungi	878143at2759	878143at2759.faa.mafft	relative_composition_variability	0.1395	ok
fungi	1434266at2759	1434266at2759.faa.mafft	relative_composition_variability	0.2759	ok
fungi	1490022at2759	1490022at2759.faa.mafft	relative_composition_variability	0.1935	ok
fungi	296129at2759	296129at2759.faa.mafft	relative_composition_variability	0.1103	ok
fungi	1405073at2759	1405073at2759.faa.mafft	relative_composition_variability	0.129	ok
fungi	944899at2759	944899at2759.faa.mafft	relative_composition_variability	0.0992	ok
fungi	1382842at2759	1382842at2759.faa.mafft	relative_composition_variability	0.3181	ok
fungi	543764at2759	543764at2759.faa.mafft	relative_composition_variability	0.1882	ok
fungi	621827at2759	621827at2759.faa.mafft	relative_composition_variability	0.1364	ok
fungi	1049599at2759	1049599at2759.faa.mafft	relative_composition_variability	0.1747	ok
fungi	1223488at2759	1223488at2759.faa.mafft	relative_composition_variability	0.2578	ok
fungi	1405146at2759	1405146at2759.faa.mafft	relative_composition_variability	0.1832	ok
fungi	976469at2759	976469at2759.faa.mafft	relative_composition_variability	0.1822	ok
fungi	844748at2759	844748at2759.faa.mafft	relative_composition_variability	0.2083	ok
fungi	777920at2759	777920at2759.faa.mafft	relative_composition_variability	0.133	ok
fungi	981902at2759	981902at2759.faa.mafft	relative_composition_variability	0.2183	ok
fungi	1001705at2759	1001705at2759.faa.mafft	relative_composition_variability	0.1903	ok
fungi	1432328at2759	1432328at2759.faa.mafft	relative_composition_variability	0.2157	ok
fungi	1236198at2759	1236198at2759.faa.mafft	relative_composition_variability	0.164	ok
fungi	513979at2759	513979at2759.faa.mafft	relative_composition_variability	0.1859	ok
fungi	905026at2759	905026at2759.faa.mafft	relative_composition_variability	0.2432	ok
fungi	1645187at2759	1645187at2759.faa.mafft	relative_composition_variability	0.268	ok
fungi	1440961at2759	1440961at2759.faa.mafft	relative_composition_variability	0.2508	ok
fungi	1112002at2759	1112002at2759.faa.mafft	relative_composition_variability	0.1814	ok
fungi	918816at2759	918816at2759.faa.mafft	relative_composition_variability	0.2709	ok
fungi	1194797at2759	1194797at2759.faa.mafft	relative_composition_variability	0.1001	ok
fungi	834694at2759	834694at2759.faa.mafft	relative_composition_variability	0.1969	ok
fungi	1157302at2759	1157302at2759.faa.mafft	relative_composition_variability	0.0825	ok
fungi	306227at2759	306227at2759.faa.mafft	relative_composition_variability	0.1861	ok
fungi	1128607at2759	1128607at2759.faa.mafft	relative_composition_variability	0.1358	ok
fungi	156083at2759	156083at2759.faa.mafft	relative_composition_variability	0.0471	ok
fungi	1258856at2759	1258856at2759.faa.mafft	relative_composition_variability	0.1791	ok
fungi	1338131at2759	1338131at2759.faa.mafft	relative_composition_variability	0.1443	ok
fungi	1194691at2759	1194691at2759.faa.mafft	relative_composition_variability	0.168	ok
fungi	1129824at2759	1129824at2759.faa.mafft	relative_composition_variability	0.3094	ok
fungi	1287401at2759	1287401at2759.faa.mafft	relative_composition_variability	0.1805	ok
fungi	331411at2759	331411at2759.faa.mafft	relative_composition_variability	0.2758	ok
fungi	1057950at2759	1057950at2759.faa.mafft	relative_composition_variability	0.1724	ok
fungi	1370304at2759	1370304at2759.faa.mafft	relative_composition_variability	0.2198	ok
fungi	1032689at2759	1032689at2759.faa.mafft	relative_composition_variability	0.2058	ok
fungi	1459797at2759	1459797at2759.faa.mafft	relative_composition_variability	0.2051	ok
fungi	761109at2759	761109at2759.faa.mafft	relative_composition_variability	0.166	ok
fungi	1269649at2759	1269649at2759.faa.mafft	relative_composition_variability	0.1646	ok
fungi	1051021at2759	1051021at2759.faa.mafft	relative_composition_variability	0.2556	ok
fungi	692986at2759	692986at2759.faa.mafft	relative_composition_variability	0.2105	ok
fungi	1428854at2759	1428854at2759.faa.mafft	relative_composition_variability	0.1321	ok
fungi	293315at2759	293315at2759.faa.mafft	relative_composition_variability	0.1266	ok
fungi	1530008at2759	1530008at2759.faa.mafft	relative_composition_variability	0.149	ok
fungi	1138059at2759	1138059at2759.faa.mafft	relative_composition_variability	0.129	ok
fungi	1249159at2759	1249159at2759.faa.mafft	relative_composition_variability	0.2044	ok
fungi	1247641at2759	1247641at2759.faa.mafft	relative_composition_variability	0.176	ok
fungi	257318at2759	257318at2759.faa.mafft	relative_composition_variability	0.1773	ok
fungi	1488235at2759	1488235at2759.faa.mafft	relative_composition_variability	0.1932	ok
fungi	1094121at2759	1094121at2759.faa.mafft	relative_composition_variability	0.288	ok
fungi	1567796at2759	1567796at2759.faa.mafft	relative_composition_variability	0.4339	ok
fungi	1003258at2759	1003258at2759.faa.mafft	relative_composition_variability	0.3038	ok
fungi	418107at2759	418107at2759.faa.mafft	relative_composition_variability	0.1403	ok
fungi	1525971at2759	1525971at2759.faa.mafft	relative_composition_variability	0.2806	ok
fungi	604979at2759	604979at2759.faa.mafft	relative_composition_variability	0.1984	ok
fungi	1076134at2759	1076134at2759.faa.mafft	relative_composition_variability	0.1535	ok
fungi	817008at2759	817008at2759.faa.mafft	relative_composition_variability	0.1232	ok
fungi	814241at2759	814241at2759.faa.mafft	relative_composition_variability	0.2282	ok
fungi	1018517at2759	1018517at2759.faa.mafft	relative_composition_variability	0.1193	ok
fungi	176625at2759	176625at2759.faa.mafft	relative_composition_variability	0.174	ok
fungi	836599at2759	836599at2759.faa.mafft	relative_composition_variability	0.1806	ok
fungi	396755at2759	396755at2759.faa.mafft	relative_composition_variability	0.1937	ok
fungi	1259741at2759	1259741at2759.faa.mafft	relative_composition_variability	0.1394	ok
fungi	551907at2759	551907at2759.faa.mafft	relative_composition_variability	0.1728	ok
fungi	1426075at2759	1426075at2759.faa.mafft	relative_composition_variability	0.2808	ok
fungi	325552at2759	325552at2759.faa.mafft	relative_composition_variability	0.1435	ok
fungi	1025450at2759	1025450at2759.faa.mafft	relative_composition_variability	0.1948	ok
fungi	1379600at2759	1379600at2759.faa.mafft	relative_composition_variability	0.1881	ok
fungi	937275at2759	937275at2759.faa.mafft	relative_composition_variability	0.2283	ok
fungi	1421503at2759	1421503at2759.faa.mafft	relative_composition_variability	0.2406	ok
fungi	625387at2759	625387at2759.faa.mafft	relative_composition_variability	0.3087	ok
fungi	1038775at2759	1038775at2759.faa.mafft	relative_composition_variability	0.1632	ok
fungi	1257440at2759	1257440at2759.faa.mafft	relative_composition_variability	0.1728	ok
fungi	1200489at2759	1200489at2759.faa.mafft	relative_composition_variability	0.2358	ok
fungi	919955at2759	919955at2759.faa.mafft	relative_composition_variability	0.1624	ok
fungi	1428265at2759	1428265at2759.faa.mafft	relative_composition_variability	0.2343	ok
fungi	1087488at2759	1087488at2759.faa.mafft	relative_composition_variability	0.1979	ok
fungi	1266231at2759	1266231at2759.faa.mafft	relative_composition_variability	0.2153	ok
fungi	1222562at2759	1222562at2759.faa.mafft	relative_composition_variability	0.22	ok
fungi	774318at2759	774318at2759.faa.mafft	relative_composition_variability	0.454	ok
fungi	1324510at2759	1324510at2759.faa.mafft	relative_composition_variability	0.1864	ok
fungi	1014314at2759	1014314at2759.faa.mafft	relative_composition_variability	0.226	ok
fungi	708105at2759	708105at2759.faa.mafft	relative_composition_variability	0.1818	ok
fungi	734341at2759	734341at2759.faa.mafft	relative_composition_variability	0.2564	ok
fungi	330169at2759	330169at2759.faa.mafft	relative_composition_variability	0.2068	ok
fungi	973442at2759	973442at2759.faa.mafft	relative_composition_variability	0.2873	ok
fungi	383503at2759	383503at2759.faa.mafft	relative_composition_variability	0.1552	ok
fungi	450058at2759	450058at2759.faa.mafft	relative_composition_variability	0.3354	ok
fungi	869548at2759	869548at2759.faa.mafft	relative_composition_variability	0.228	ok
fungi	1108845at2759	1108845at2759.faa.mafft	relative_composition_variability	0.1159	ok
fungi	946128at2759	946128at2759.faa.mafft	relative_composition_variability	0.1761	ok
fungi	751335at2759	751335at2759.faa.mafft	relative_composition_variability	0.1812	ok
fungi	39650at2759	39650at2759.faa.mafft	relative_composition_variability	0.0975	ok
fungi	687505at2759	687505at2759.faa.mafft	relative_composition_variability	0.1637	ok
fungi	1182451at2759	1182451at2759.faa.mafft	relative_composition_variability	0.2031	ok
fungi	1575179at2759	1575179at2759.faa.mafft	relative_composition_variability	0.4029	ok
fungi	1193442at2759	1193442at2759.faa.mafft	relative_composition_variability	0.1513	ok
fungi	911863at2759	911863at2759.faa.mafft	relative_composition_variability	0.2126	ok
fungi	924753at2759	924753at2759.faa.mafft	relative_composition_variability	0.1844	ok
fungi	375960at2759	375960at2759.faa.mafft	relative_composition_variability	0.2064	ok
fungi	1545004at2759	1545004at2759.faa.mafft	relative_composition_variability	0.1474	ok
fungi	1085752at2759	1085752at2759.faa.mafft	relative_composition_variability	0.2321	ok
fungi	996662at2759	996662at2759.faa.mafft	relative_composition_variability	0.1729	ok
fungi	1377237at2759	1377237at2759.faa.mafft	relative_composition_variability	0.404	ok
fungi	390348at2759	390348at2759.faa.mafft	relative_composition_variability	0.1045	ok
fungi	491869at2759	491869at2759.faa.mafft	relative_composition_variability	0.3876	ok
fungi	931188at2759	931188at2759.faa.mafft	relative_composition_variability	0.1991	ok
fungi	1552706at2759	1552706at2759.faa.mafft	relative_composition_variability	0.3308	ok
fungi	1526152at2759	1526152at2759.faa.mafft	relative_composition_variability	0.1511	ok
fungi	320059at2759	320059at2759.faa.mafft	relative_composition_variability	0.0752	ok
fungi	1228942at2759	1228942at2759.faa.mafft	relative_composition_variability	0.1425	ok
fungi	1488436at2759	1488436at2759.faa.mafft	relative_composition_variability	0.1944	ok
fungi	721605at2759	721605at2759.faa.mafft	relative_composition_variability	0.1239	ok
fungi	917326at2759	917326at2759.faa.mafft	relative_composition_variability	0.149	ok
fungi	570797at2759	570797at2759.faa.mafft	relative_composition_variability	0.2506	ok
fungi	1576404at2759	1576404at2759.faa.mafft	relative_composition_variability	0.3146	ok
fungi	1395649at2759	1395649at2759.faa.mafft	relative_composition_variability	0.2151	ok
fungi	673132at2759	673132at2759.faa.mafft	relative_composition_variability	0.1676	ok
fungi	1309031at2759	1309031at2759.faa.mafft	relative_composition_variability	0.235	ok
fungi	1364586at2759	1364586at2759.faa.mafft	relative_composition_variability	0.1877	ok
fungi	1275837at2759	1275837at2759.faa.mafft	relative_composition_variability	0.1373	ok
fungi	1623701at2759	1623701at2759.faa.mafft	relative_composition_variability	0.2016	ok
fungi	975557at2759	975557at2759.faa.mafft	relative_composition_variability	0.155	ok
fungi	901894at2759	901894at2759.faa.mafft	relative_composition_variability	0.2097	ok
fungi	1264469at2759	1264469at2759.faa.mafft	relative_composition_variability	0.2086	ok
fungi	179362at2759	179362at2759.faa.mafft	relative_composition_variability	0.1235	ok
fungi	1079827at2759	1079827at2759.faa.mafft	relative_composition_variability	0.0944	ok
fungi	1588798at2759	1588798at2759.faa.mafft	relative_composition_variability	0.2356	ok
fungi	801857at2759	801857at2759.faa.mafft	relative_composition_variability	0.2768	ok
