287_98	5:1	118086.33333333	0.066666666666667	6126.666666662313
287_98	50:1	93919	0.095	18040.666666701418
287_98	3:1	89125.333333333	0.085666666666667	22834.333333349976
287_98	2:1	87056.666666667	0.096333333333333	24903.000000027594
287_98	100:1	74453.666666667	0.11133333333333	37506.00000003633
287_98	4:1	152298	0.055	40338.33333333049
287_98	1000:1	45435.333333333	0.30233333333333	66524.33333377355
287_98	1:1	43223.666666667	0.197	68736.00000013689
287_98	10:1	184367.33333333	0.042333333333333	72407.66666666248
287_98	1:2	26811.333333333	0.389	85148.33333396747
287_98	1:3	18760.666666667	0.607	93199.00000160039
287_98	500:1	10046.333333333	0.81866666666667	101913.33333615094
