POS	2.50416	ENSG00000163220	S100A9	Basal	LUSC	Malignant vs non-malignant	0	2.50416	0.255	0.038	0
POS	2.21331	ENSG00000165949	IFI27	Basal	LUSC	Malignant vs non-malignant	0	2.213308	0.504	0.149	0
POS	1.8755	ENSG00000143546	S100A8	Basal	LUSC	Malignant vs non-malignant	0	1.875504	0.209	0.028	0
POS	1.56543	ENSG00000130303	BST2	Basal	LUSC	Malignant vs non-malignant	0	1.565433	0.374	0.018	0
POS	1.51161	ENSG00000019582	CD74	Basal	LUSC	Malignant vs non-malignant	0	1.511615	0.28	0.04	0
POS	1.37336	ENSG00000124107	SLPI	Basal	LUSC	Malignant vs non-malignant	0	1.373363	0.217	0.047	0
POS	1.32171	ENSG00000234745	HLA-B	Basal	LUSC	Malignant vs non-malignant	0	1.32171	0.477	0.162	0
POS	1.28846	ENSG00000166920	C15orf48	Basal	LUSC	Malignant vs non-malignant	0	1.288461	0.156	0.013	0
POS	1.28746	ENSG00000104267	CA2	Basal	LUSC	Malignant vs non-malignant	0	1.287456	0.165	0.008	0
POS	1.27144	ENSG00000204287	HLA-DRA	Basal	LUSC	Malignant vs non-malignant	0	1.271436	0.24	0.026	0
POS	1.25521	ENSG00000189334	S100A14	Basal	LUSC	Malignant vs non-malignant	0	1.255208	0.481	0.15	0
POS	1.18874	ENSG00000189143	CLDN4	Basal	LUSC	Malignant vs non-malignant	0	1.188737	0.369	0.158	0
POS	1.15842	ENSG00000166710	B2M	Basal	LUSC	Malignant vs non-malignant	0	1.158417	0.914	0.892	0
POS	1.14579	ENSG00000148346	LCN2	Basal	LUSC	Malignant vs non-malignant	8.9e-233	1.14579	0.194	0.054	1.5e-228
POS	1.14169	ENSG00000204525	HLA-C	Basal	LUSC	Malignant vs non-malignant	0	1.141695	0.588	0.387	0
POS	1.1158	ENSG00000206503	HLA-A	Basal	LUSC	Malignant vs non-malignant	0	1.115802	0.727	0.602	0
POS	1.08318	ENSG00000184292	TACSTD2	Basal	LUSC	Malignant vs non-malignant	2.2e-196	1.083179	0.696	0.561	3.7e-192
POS	1.07313	ENSG00000196126	HLA-DRB1	Basal	LUSC	Malignant vs non-malignant	0	1.073128	0.171	0.016	0
POS	1.0469	ENSG00000204389	HSPA1A	Basal	LUSC	Malignant vs non-malignant	5e-211	1.046901	0.72	0.583	8.7e-207
POS	1.01969	ENSG00000011465	DCN	Basal	LUSC	Malignant vs non-malignant	1.5e-203	1.019686	0.15	0.037	2.6e-199
POS	0.974364	ENSG00000204388	HSPA1B	Basal	LUSC	Malignant vs non-malignant	0	0.974364	0.541	0.3	0
POS	0.937392	ENSG00000133636	NTS	Basal	LUSC	Malignant vs non-malignant	1.58e-11	0.937392	0.377	0.362	2.71e-07
POS	0.888931	ENSG00000139329	LUM	Basal	LUSC	Malignant vs non-malignant	7.36e-93	0.888931	0.201	0.108	1.26e-88
POS	0.865841	ENSG00000204592	HLA-E	Basal	LUSC	Malignant vs non-malignant	0	0.865841	0.519	0.271	0
POS	0.864973	ENSG00000142089	IFITM3	Basal	LUSC	Malignant vs non-malignant	0	0.864973	0.59	0.399	0
POS	0.862434	ENSG00000025708	TYMP	Basal	LUSC	Malignant vs non-malignant	4.2e-289	0.862434	0.571	0.367	7.3e-285
POS	0.848643	ENSG00000241794	SPRR2A	Basal	LUSC	Malignant vs non-malignant	1.9e-254	0.848643	0.113	0.01	3.2e-250
POS	0.846493	ENSG00000186847	KRT14	Basal	LUSC	Malignant vs non-malignant	5.2e-74	0.846493	0.349	0.252	8.93e-70
POS	0.844504	ENSG00000169429	CXCL8	Basal	LUSC	Malignant vs non-malignant	1.12e-48	0.844504	0.236	0.159	1.92e-44
POS	0.83129	ENSG00000171346	KRT15	Basal	LUSC	Malignant vs non-malignant	1.7e-147	0.83129	0.459	0.302	2.9e-143
POS	0.828318	ENSG00000196139	AKR1C3	Basal	LUSC	Malignant vs non-malignant	3.03e-96	0.828318	0.444	0.348	5.21e-92
POS	0.816837	ENSG00000139289	PHLDA1	Basal	LUSC	Malignant vs non-malignant	1.4e-280	0.816837	0.343	0.147	2.4e-276
POS	0.798473	ENSG00000176046	NUPR1	Basal	LUSC	Malignant vs non-malignant	2.5e-182	0.798473	0.419	0.243	4.2e-178
POS	0.79803	ENSG00000156675	RAB11FIP1	Basal	LUSC	Malignant vs non-malignant	3.4e-199	0.79803	0.29	0.129	5.8e-195
POS	0.779726	ENSG00000137441	FGFBP2	Basal	LUSC	Malignant vs non-malignant	3.3e-247	0.779726	0.182	0.046	5.6e-243
POS	0.768492	ENSG00000121039	RDH10	Basal	LUSC	Malignant vs non-malignant	3.1e-254	0.768492	0.25	0.084	5.3e-250
POS	0.725689	ENSG00000110852	CLEC2B	Basal	LUSC	Malignant vs non-malignant	0	0.725689	0.256	0.05	0
POS	0.722348	ENSG00000272398	CD24	Basal	LUSC	Malignant vs non-malignant	4.4e-101	0.722348	0.342	0.227	7.51e-97
POS	0.711415	ENSG00000137745	MMP13	Basal	LUSC	Malignant vs non-malignant	0	0.711415	0.143	0.007	0
POS	0.703996	ENSG00000121552	CSTA	Basal	LUSC	Malignant vs non-malignant	9.5e-160	0.703996	0.567	0.414	1.6e-155
POS	0.700639	ENSG00000101443	WFDC2	Basal	LUSC	Malignant vs non-malignant	0	0.700639	0.128	0.006	0
POS	0.695708	ENSG00000198074	AKR1B10	Basal	LUSC	Malignant vs non-malignant	4.28e-89	0.695708	0.365	0.247	7.36e-85
POS	0.689402	ENSG00000094796	KRT31	Basal	LUSC	Malignant vs non-malignant	8.7e-159	0.689402	0.161	0.053	1.5e-154
POS	0.682702	ENSG00000248144	ADH1C	Basal	LUSC	Malignant vs non-malignant	0	0.682702	0.114	0.003	0
POS	0.679981	ENSG00000231389	HLA-DPA1	Basal	LUSC	Malignant vs non-malignant	0	0.679981	0.167	0.013	0
POS	0.660019	ENSG00000160932	LY6E	Basal	LUSC	Malignant vs non-malignant	8.8e-214	0.660019	0.687	0.57	1.5e-209
POS	0.659692	ENSG00000130066	SAT1	Basal	LUSC	Malignant vs non-malignant	1.12e-73	0.659692	0.819	0.781	1.93e-69
POS	0.645522	ENSG00000162783	IER5	Basal	LUSC	Malignant vs non-malignant	1.1e-284	0.645522	0.315	0.117	1.9e-280
POS	0.644718	ENSG00000115009	CCL20	Basal	LUSC	Malignant vs non-malignant	9.2e-188	0.644718	0.125	0.026	1.6e-183
POS	0.641674	ENSG00000163347	CLDN1	Basal	LUSC	Malignant vs non-malignant	5.7e-141	0.641674	0.509	0.349	9.8e-137
POS	0.623787	ENSG00000118515	SGK1	Basal	LUSC	Malignant vs non-malignant	3.3e-198	0.623787	0.458	0.267	5.6e-194
POS	0.622993	ENSG00000062716	VMP1	Basal	LUSC	Malignant vs non-malignant	1.4e-283	0.622993	0.45	0.213	2.4e-279
POS	0.620637	ENSG00000138326	RPS24	Basal	LUSC	Malignant vs non-malignant	4.9e-218	0.620637	0.889	0.856	8.4e-214
POS	0.603036	ENSG00000115963	RND3	Basal	LUSC	Malignant vs non-malignant	2.6e-307	0.603036	0.362	0.143	4.4e-303
POS	0.598161	ENSG00000162366	PDZK1IP1	Basal	LUSC	Malignant vs non-malignant	0	0.598161	0.134	0.01	0
POS	0.591935	ENSG00000069011	PITX1	Basal	LUSC	Malignant vs non-malignant	1.3e-149	0.591935	0.524	0.357	2.2e-145
POS	0.58865	ENSG00000168209	DDIT4	Basal	LUSC	Malignant vs non-malignant	3.2e-125	0.58865	0.561	0.422	5.5e-121
POS	0.587659	ENSG00000163739	CXCL1	Basal	LUSC	Malignant vs non-malignant	1.81e-70	0.587659	0.13	0.061	3.11e-66
POS	0.586	ENSG00000131203	IDO1	Basal	LUSC	Malignant vs non-malignant	0	0.586	0.118	0.003	0
POS	0.579683	ENSG00000135821	GLUL	Basal	LUSC	Malignant vs non-malignant	1.1e-132	0.579683	0.642	0.516	1.9e-128
