metric	value
rows	150000
cells	600
cells_with_250_rows	600
cells_with_times_0_to_249	600
transitions_lag1	149400
distance_min_nm	34.59295521
distance_q05_nm	254.46516539
distance_median_nm	536.48264825
distance_q95_nm	736.60332297
distance_max_nm	1071.47470906
contact_count	8004
contact_fraction	0.05336000
transcription_count	23086
transcription_fraction	0.15390667
joint_contact0_transcription0	120150
joint_contact0_transcription1	21846
joint_contact1_transcription0	6764
joint_contact1_transcription1	1240
lag1_P_Y_future_given_C_now	0.20198094
lag1_P_Y_future_given_no_C_now	0.15122610
lag1_C_to_Y_difference	0.05075484
lag1_P_C_future_given_Y_now	0.09445121
lag1_P_C_future_given_no_Y_now	0.04594791
lag1_Y_to_C_difference	0.04850330
lag2_P_Y_future_given_C_now	0.14625850
lag2_P_Y_future_given_no_C_now	0.15437094
lag2_C_to_Y_difference	-0.00811244
lag2_P_C_future_given_Y_now	0.05210062
lag2_P_C_future_given_no_Y_now	0.05367667
lag2_Y_to_C_difference	-0.00157605
lag3_P_Y_future_given_C_now	0.15385589
lag3_P_Y_future_given_no_C_now	0.15397390
lag3_C_to_Y_difference	-0.00011800
lag3_P_C_future_given_Y_now	0.05562374
lag3_P_C_future_given_no_Y_now	0.05302825
lag3_Y_to_C_difference	0.00259549
lag4_P_Y_future_given_C_now	0.15357234
lag4_P_Y_future_given_no_C_now	0.15406415
lag4_C_to_Y_difference	-0.00049181
lag4_P_C_future_given_Y_now	0.05321722
lag4_P_C_future_given_no_Y_now	0.05346660
lag4_Y_to_C_difference	-0.00024938
lag5_P_Y_future_given_C_now	0.15132585
lag5_P_Y_future_given_no_C_now	0.15422260
lag5_C_to_Y_difference	-0.00289674
lag5_P_C_future_given_Y_now	0.05467473
lag5_P_C_future_given_no_Y_now	0.05311321
lag5_Y_to_C_difference	0.00156152
lag6_P_Y_future_given_C_now	0.15071648
lag6_P_Y_future_given_no_C_now	0.15415921
lag6_C_to_Y_difference	-0.00344273
lag6_P_C_future_given_Y_now	0.05258024
lag6_P_C_future_given_no_Y_now	0.05347050
lag6_Y_to_C_difference	-0.00089025
lag7_P_Y_future_given_C_now	0.15536723
lag7_P_Y_future_given_no_C_now	0.15385619
lag7_C_to_Y_difference	0.00151105
lag7_P_C_future_given_Y_now	0.05290323
lag7_P_C_future_given_no_Y_now	0.05347659
lag7_Y_to_C_difference	-0.00057336
lag8_P_Y_future_given_C_now	0.15201135
lag8_P_Y_future_given_no_C_now	0.15398999
lag8_C_to_Y_difference	-0.00197864
lag8_P_C_future_given_Y_now	0.05534215
lag8_P_C_future_given_no_Y_now	0.05293457
lag8_Y_to_C_difference	0.00240758
lag9_P_Y_future_given_C_now	0.15156614
lag9_P_Y_future_given_no_C_now	0.15392259
lag9_C_to_Y_difference	-0.00235645
lag9_P_C_future_given_Y_now	0.04983195
lag9_P_C_future_given_no_Y_now	0.05392321
lag9_Y_to_C_difference	-0.00409126
lag10_P_Y_future_given_C_now	0.15172772
lag10_P_Y_future_given_no_C_now	0.15400361
lag10_C_to_Y_difference	-0.00227589
lag10_P_C_future_given_Y_now	0.05204160
lag10_P_C_future_given_no_Y_now	0.05360178
lag10_Y_to_C_difference	-0.00156018
onset_P_Y_next_given_C_now_Y_off	0.20130544
onset_P_Y_next_given_no_C_now_Y_off	0.15125812
onset_C_to_Y_difference	0.05004733
onset_P_C_next_given_Y_now_C_off	0.09356188
onset_P_C_next_given_no_Y_now_C_off	0.04596241
onset_Y_to_C_difference	0.04759947
per_cell_c_to_y_delta_n	600
per_cell_c_to_y_delta_mean	0.05759455
per_cell_c_to_y_delta_median	0.04282233
per_cell_c_to_y_delta_positive	372
per_cell_c_to_y_delta_zero	0
per_cell_c_to_y_delta_positive_fraction	0.62000000
per_cell_c_to_y_delta_sign_z	5.87877538
per_cell_y_to_c_delta_n	600
per_cell_y_to_c_delta_mean	0.05012728
per_cell_y_to_c_delta_median	0.03978790
per_cell_y_to_c_delta_positive	438
per_cell_y_to_c_delta_zero	0
per_cell_y_to_c_delta_positive_fraction	0.73000000
per_cell_y_to_c_delta_sign_z	11.26765282
per_cell_onset_c_to_y_delta_n	600
per_cell_onset_c_to_y_delta_mean	0.05698341
per_cell_onset_c_to_y_delta_median	0.03470248
per_cell_onset_c_to_y_delta_positive	363
per_cell_onset_c_to_y_delta_zero	0
per_cell_onset_c_to_y_delta_positive_fraction	0.60500000
per_cell_onset_c_to_y_delta_sign_z	5.14392846
per_cell_onset_y_to_c_delta_n	600
per_cell_onset_y_to_c_delta_mean	0.04988400
per_cell_onset_y_to_c_delta_median	0.03843833
per_cell_onset_y_to_c_delta_positive	434
per_cell_onset_y_to_c_delta_zero	0
per_cell_onset_y_to_c_delta_positive_fraction	0.72333333
per_cell_onset_y_to_c_delta_sign_z	10.94105418
per_cell_contact_fraction_mean	0.05336000
per_cell_contact_fraction_median	0.05200000
per_cell_transcription_fraction_mean	0.15390667
per_cell_transcription_fraction_median	0.15200000
