rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	13/27	2.907400269266485e-08	4.651840430826375e-06	10.975380524481936	190.46040370930425	IL10;CSF3;H2-EB1;CSF2;IFNB1;PDGFA;CXCL1;CXCL3;IL1A;IL6;IL7;IL1B;IL12A
2	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	7.720478207770742e-07	6.176382566216594e-05	11.799487508007688	166.06857534426203	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
3	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	15/49	3.0492706199179974e-06	0.00016262776639562653	5.215579162256162	66.24102714707948	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;FADS2;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
4	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	22/99	6.729197849432329e-06	0.0002691679139772932	3.3850410403024997	40.3126386117706	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;NR4A1;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
5	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	13/41	9.000117430479815e-06	0.0002880037577753541	5.483518246836604	63.709011624186736	C1QB;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;SIGLECE;FCGR1;RAC3;LAT;C1QC
6	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	15/58	2.9359403911779377e-05	0.0006423172629924395	4.121928618401387	43.01602521174083	ABCC4;ITGAM;NCF2;SLC1A5;LHFPL2;SAMSN1;PYCARD;C3;LYL1;SLC7A7;MAF;ADAP2;HLX;SPP1;C1QC
7	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	3.058782574169793e-05	0.0006423172629924395	6.552423660046978	68.11184426672622	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
8	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	32/190	3.2115863149621974e-05	0.0006423172629924395	2.4044546434064533	24.876873585392	GSK3B;SHC2;CXCL9;CCL12;ADCY4;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;ADCY6;PIK3R5;CCL8;CCL7;CXCR3;CCL4;CCL3;CCL2;CSK;CCR5;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;CXCL10;CXCL11;ADCY9;RAF1;PF4
9	WikiPathways_2019_Mouse	G1 to S cell cycle control WP413	15/61	5.5639797640180977e-05	0.0009891519580476618	3.8524784844081816	37.74123628694564	CDKN1C;CDKN2B;MCM7;GADD45A;CDK7;CCND2;RBL1;CDK6;CCND1;ORC1;MYC;MCM3;MCM5;POLE;MCM2
10	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	6.666175697930291e-05	0.0010665881116688	10.305866368286445	99.09996530786296	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
11	WikiPathways_2019_Mouse	DNA Replication WP150	11/41	0.00023607455116160517	0.0032877908687679	4.324551282051282	36.11589717097112	POLA1;MCM7;ORC1;POLD1;MCM3;MCM10;CDC7;MCM5;CDC6;POLE;MCM2
12	WikiPathways_2019_Mouse	Focal Adhesion WP85	29/185	0.00026668270167397567	0.0032877908687679	2.202920782200938	18.128828610862303	GSK3B;ITGAM;ITGB3;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;RAC3;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
13	WikiPathways_2019_Mouse	Eicosanoid Synthesis WP318	7/18	0.00026713300808739926	0.0032877908687679	7.493954894210649	61.65849129181516	ALOX5;ALOX5AP;ALOX12;PTGS2;LTC4S;PTGS1;PTGES
14	WikiPathways_2019_Mouse	Lung fibrosis WP3632	13/61	0.00076553035440495	0.008737497105641	3.195242297817715	22.92567717420962	CSF3;CSF2;FAM13A;PDGFB;PDGFA;CXCL2;IL6;PLAU;IL1B;CCL4;SPP1;CCL3;CCL2
15	WikiPathways_2019_Mouse	IL-5 Signaling Pathway WP151	14/69	0.0008191403536538493	0.008737497105641	3.003865242015531	21.349236611525544	GSK3B;SHC2;JUN;ITGAM;PRKCB;STAT3;PIK3R1;MAPK14;PIK3CG;SOCS1;ALOX5;ALOX5AP;RAF1;MAPK3
16	WikiPathways_2019_Mouse	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841	42/324	0.0009198340738266302	0.0091983407382663	1.7676551215507286	12.358237758768231	GSK3B;CSF3;PFKFB4;CSF3R;PFKFB3;ITGAM;PRKAA2;ITGB3;PDGFB;LPAR1;PDGFA;IL6RA;LAMC2;PIK3R1;LAMC1;ITGAL;HIF1A;PIK3CG;THBS4;PIK3R5;COMP;LIPE;KDR;SPP1;EIF4EBP1;ITGB8;JAK3;MAPK3;ANGPT4;ITGA4;NOS2;IFNB1;INSR;GNG11;PGF;TBC1D1;ITGAD;KITL;IL2RA;ITGA5;RAF1;MET
17	WikiPathways_2019_Mouse	Oxidative Damage WP1496	10/42	0.0012454330501535	0.0117217228249746	3.682935618193466	24.632475092295607	C1QB;CDKN1C;C4B;C1QA;GADD45A;C5AR1;BCL2;MAP3K9;TRAF1;C1QC
18	WikiPathways_2019_Mouse	Folic Acid Network WP1273	7/23	0.0014520364758205	0.012227675585857	5.150695332480819	33.658703295823514	FADS2;GPX4;TXNRD1;ALOX5;CAT;XDH;PTGES
19	WikiPathways_2019_Mouse	Selenium Micronutrient Network WP1272	7/23	0.0014520364758205	0.012227675585857	5.150695332480819	33.658703295823514	FADS2;GPX4;ALOX5;CAT;XDH;FADS1;PTGES
20	WikiPathways_2019_Mouse	ApoE and miR-146 in inflammation and atherosclerosis WP3592	4/8	0.0020518984323046	0.0164151874584368	11.75813656668794	72.770987864102	APOE;TLR4;TLR2;NFKB2
21	WikiPathways_2019_Mouse	Insulin Signaling WP65	23/159	0.0032026570229934	0.0226685112121433	1.998494262045904	11.478900368776	EGR1;SNAP25;GSK3B;PTPN1;SHC2;JUN;PRKAA2;PRKCB;INSR;GAB1;CBLB;PIK3R1;MAPK14;PIK3CG;LIPE;SOCS3;PFKL;SOCS1;RPS6KA2;EIF4EBP1;MAP3K9;RAF1;MAPK3
22	WikiPathways_2019_Mouse	Keap1-Nrf2 WP1245	5/14	0.0032585984867456	0.0226685112121433	6.534695615155385	37.42066055856984	NQO1;GCLC;MAF;GSTA2;GCLM
23	WikiPathways_2019_Mouse	Osteoclast WP454	5/14	0.0032585984867456	0.0226685112121433	6.534695615155385	37.42066055856984	GPR68;IFNB1;ITGB3;PDGFB;SPP1
24	WikiPathways_2019_Mouse	Purine metabolism WP2185	24/171	0.0039262824617868	0.0243990612823457	1.929422318377901	10.68911972963039	PDE1C;NPR1;ENTPD5;AK1;ADCY4;PRUNE1;AMPD3;DCK;ADCY6;POLA1;PDE11A;ADCY9;ATIC;PKM;POLD1;NT5C1A;PDE4B;PDE5A;POLR3H;PDE8B;PDE7A;POLE;XDH;POLR3K
25	WikiPathways_2019_Mouse	Adipogenesis genes WP447	20/134	0.0040095451303892	0.0243990612823457	2.0716685330347144	11.433699142378968	FZD1;TLE3;CEBPA;EGR2;GADD45A;STAT3;NR1H3;AHR;HIF1A;LIPE;SOCS3;KLF7;IL6;CYP26B1;SOCS1;RBL1;NAMPT;FAS;IL6ST;PPARD
26	WikiPathways_2019_Mouse	Type II interferon signaling (IFNG) WP1253	8/34	0.0040749016448229	0.0243990612823457	3.6228160834686745	19.936026031261623	SOCS3;CXCL10;CXCL9;SOCS1;NOS2;IFNB1;IL1B;IRF8
27	WikiPathways_2019_Mouse	Aflatoxin B1 metabolism WP1262	3/5	0.004286817045662	0.0243990612823457	17.627869897959183	96.11086208900242	GSTM1;EPHX1;GSTT1
28	WikiPathways_2019_Mouse	IL-6 signaling Pathway WP387	16/99	0.0043512347954517	0.0243990612823457	2.274326889551776	12.366187619404082	GSK3B;JUN;CD40;STAT3;GAB1;IL6RA;PIK3R1;MAPK14;SOCS3;IL6;TEC;RPS6KA2;EIF4EBP1;IL6ST;RAF1;MAPK3
29	WikiPathways_2019_Mouse	MicroRNAs in Cardiomyocyte Hypertrophy WP1560	14/82	0.0044816631773711	0.0243990612823457	2.427877894895916	13.129383529956982	FZD1;GSK3B;PRKCB;STAT3;NRG1;PIK3R1;MAPK14;HDAC9;PIK3CG;CDK7;IL6ST;RAF1;IKBKE;MAPK3
30	WikiPathways_2019_Mouse	Iron Homeostasis WP1596	5/15	0.0045748239904398	0.0243990612823457	5.880906768837804	31.681544805157923	IL1A;IL6;FTL1;SLC40A1;IL6RA
31	WikiPathways_2019_Mouse	Alzheimers Disease WP2075	13/75	0.0053034275229474	0.027086287430701	2.4718518365149698	12.95102536943294	GSK3B;ATP2A3;ADAM10;ITPR3;CACNA1D;GRIN2D;PPP3CC;IL1B;FAS;APOE;BID;SNCA;MAPK3
32	WikiPathways_2019_Mouse	Macrophage markers WP2271	4/10	0.0054172574861402	0.027086287430701	7.837906828334397	40.89949571283295	CD86;CD74;CD83;CD14
33	WikiPathways_2019_Mouse	IL-7 Signaling Pathway WP297	9/44	0.0063896795333027	0.0309802644038919	3.028095847814157	15.301183807792928	CCNA2;GSK3B;CCND2;STAT3;CBLB;PIK3R1;RAF1;JAK3;MAPK3
