eye	cell_type	criterion	markers_found	cells	pct_cells	mean_identity_marker_score_all	median_identity_marker_count_selected	mean_activation_score_selected	median_activation_marker_count_selected	pct_selected_with_any_activation	pct_selected_CCL5_positive	pct_selected_CD69_positive	pct_selected_CCL5_and_CD69_positive
eye1	astrocyte	identity_markers>=1	6	5132	59.3569280592181	5.07954886069994	1	1.48478661999614	0	18.6866718628215	8.08651597817615	6.00155884645362	5.18316445830086
eye1	astrocyte	identity_markers>=2	6	600	6.93962526023595	5.07954886069994	2	8.4207727236663	2	72.6666666666667	57	42.8333333333333	37.8333333333333
eye1	microglial cell	identity_markers>=1	13	675	7.80707841776544	0.286729890443732	1	3.24926926383586	0	37.7777777777778	18.6666666666667	14.2222222222222	13.1851851851852
eye1	microglial cell	identity_markers>=2	13	39	0.451075641915337	0.286729890443732	2	7.78692929524028	2	74.3589743589744	46.1538461538462	35.8974358974359	35.8974358974359
eye1	RPE cell	identity_markers>=1	9	3033	35.0798056904927	1.96222186069223	1	2.14365878083021	0	24.7279920870425	12.5288493241015	9.29772502472799	8.11078140454995
eye1	RPE cell	identity_markers>=2	9	724	8.37381448068471	1.96222186069223	2	4.88132269934904	0	48.2044198895028	32.5966850828729	26.1049723756906	23.3425414364641
eye1	cone cell	identity_markers>=1	8	6190	71.5938006014342	9.50044346733869	1	0.826489347088896	0	13.5864297253635	3.60258481421648	2.74636510500808	2.50403877221325
eye1	cone cell	identity_markers>=2	8	1928	22.2993291695582	9.50044346733869	2	0.90315097783819	0	18.5165975103734	4.46058091286307	3.63070539419087	3.42323651452282
eye1	rod cell	identity_markers>=1	8	8076	93.4073560027759	132.958964989131	6	0.960460972100875	0	14.1158989598811	4.32144626052501	3.26894502228826	2.89747399702823
eye1	rod cell	identity_markers>=2	8	7369	85.2301642377978	132.958964989131	6	0.786053701014682	0	12.7561405889537	3.33830913285385	2.53765775546207	2.22553942190256
eye1	horizontal cell	identity_markers>=1	7	1629	18.8410825815406	1.42898708043123	1	1.52760493954509	0	25.414364640884	7.12093308778392	5.89318600368324	5.2793124616329
eye1	horizontal cell	identity_markers>=2	7	589	6.81239879713162	1.42898708043123	2	1.33820903310428	0	30.5602716468591	5.60271646859083	4.58404074702886	4.58404074702886
eye1	bipolar cell	identity_markers>=1	9	6595	76.2780476520934	10.8526389659651	2	1.01434229924274	0	15.587566338135	4.85216072782411	3.54814253222138	3.19939347990902
eye1	bipolar cell	identity_markers>=2	9	3424	39.6021281517465	10.8526389659651	2	0.990171789393474	0	16.8516355140187	4.78971962616822	3.76752336448598	3.59228971962617
eye1	RGC	identity_markers>=1	9	2804	32.4311820495027	1.47113007655922	1	0.891767864320131	0	16.9757489300999	3.99429386590585	3.13837375178317	2.96005706134094
eye1	RGC	identity_markers>=2	9	368	4.25630349294471	1.47113007655922	2	1.27811239949321	0	28.5326086956522	6.52173913043478	5.43478260869565	4.6195652173913
eye1	T cells	identity_markers>=1	12	402	4.64954892435808	0.165480086357557	1	3.64222303343184	0	39.8009950248756	23.134328358209	17.6616915422886	15.6716417910448
eye1	T cells	identity_markers>=2	12	10	0.115660421003932	0.165480086357557	2	9.89538958942406	4	90	80	60	60
eye1	macrophage	identity_markers>=1	11	3353	38.7809391626186	2.43600050543177	1	2.39174607586224	0	32.8362660304205	10.9454220101402	8.05249030718759	6.97882493289591
eye1	macrophage	identity_markers>=2	11	1031	11.9245894055054	2.43600050543177	2	5.02953109438419	1	60.0387972841901	25.8971871968962	19.1076624636275	17.1677982541222
eye1	Schwann cell	identity_markers>=1	8	6343	73.3634050427944	7.22090050859005	1	1.24192512322022	0	17.1054705975091	6.29039886489043	4.5562036891061	3.97288349361501
eye1	Schwann cell	identity_markers>=2	8	1410	16.3081193615545	7.22090050859005	2	1.13282316366364	0	20	5.88652482269504	4.75177304964539	4.46808510638298
eye1	Pericyte	identity_markers>=1	10	653	7.55262549155679	0.353869095306472	1	6.28234665571998	1	56.5084226646248	40.2756508422665	30.4747320061256	26.3399693721286
eye1	Pericyte	identity_markers>=2	10	165	1.90839694656489	0.353869095306472	2	9.55618748176612	3	83.6363636363636	67.2727272727273	53.9393939393939	50.9090909090909
eye1	B cell	identity_markers>=1	9	268	3.09969928290539	0.11008905981151	1	2.99050337211675	0	41.7910447761194	13.0597014925373	9.32835820895522	8.95522388059701
eye1	B cell	identity_markers>=2	9	11	0.127226463104326	0.11008905981151	2	11.6244443920389	2	90.9090909090909	45.4545454545455	36.3636363636364	36.3636363636364
eye1	fibroblast	identity_markers>=1	9	302	3.49294471431876	0.110496897912911	1	5.45274292827892	1	53.9735099337748	34.1059602649007	25.8278145695364	23.5099337748344
eye1	fibroblast	identity_markers>=2	9	41	0.474207726116123	0.110496897912911	2	8.7054905476196	3	82.9268292682927	53.6585365853659	48.780487804878	46.3414634146341
eye1	muller glia cell	identity_markers>=1	8	4731	54.7189451769604	5.3762305466245	1	1.67102000272745	0	21.3062777425491	8.89875290636229	6.57366307334602	5.6859015007398
eye1	muller glia cell	identity_markers>=2	8	1930	22.322461253759	5.3762305466245	2	3.51195169043174	0	37.4093264248705	21.0880829015544	15.699481865285	13.5751295336788
eye1	endothelial cell	identity_markers>=1	11	522	6.03747397640527	0.253279406518078	1	6.41442701227636	1	55.1724137931034	38.6973180076628	29.6934865900383	26.0536398467433
eye1	endothelial cell	identity_markers>=2	11	17	0.196622715706685	0.253279406518078	2	8.7858000494425	2	64.7058823529412	47.0588235294118	47.0588235294118	47.0588235294118
eye2	astrocyte	identity_markers>=1	6	5173	55.2966328166756	4.36253938344448	1	0.633987259731763	0	14.6723371351247	0.13531799729364	0	0
eye2	astrocyte	identity_markers>=2	6	451	4.82095136290754	4.36253938344448	2	1.52472679164935	0	42.350332594235	0.221729490022173	0	0
eye2	microglial cell	identity_markers>=1	13	672	7.18332442544094	0.279114027861599	1	1.43308367356585	0	33.7797619047619	0.148809523809524	0	0
eye2	microglial cell	identity_markers>=2	13	46	0.491715660074826	0.279114027861599	2	3.38991508806277	1	52.1739130434783	2.17391304347826	0	0
eye2	RPE cell	identity_markers>=1	9	3477	37.1672902191342	2.26305644650598	1	0.678803229862033	0	16.7673281564567	0.143802128271498	0	0
eye2	RPE cell	identity_markers>=2	9	568	6.07161945483699	2.26305644650598	2	1.0091793514425	0	29.2253521126761	0.176056338028169	0	0
eye2	cone cell	identity_markers>=1	8	6300	67.3436664885088	8.57993602269664	1	0.525060531240603	0	12.6984126984127	0.111111111111111	0	0
eye2	cone cell	identity_markers>=2	8	1880	20.0962052378407	8.57993602269664	2	0.530669619360574	0	15.0531914893617	0.159574468085106	0	0
eye2	rod cell	identity_markers>=1	8	8823	94.3132014965259	123.397563643882	6	0.571812058105582	0	12.7167630057803	0.113340133741358	0	0
eye2	rod cell	identity_markers>=2	8	8059	86.1464457509353	123.397563643882	6	0.54648288214818	0	12.0982752202507	0.111676386648468	0	0
eye2	horizontal cell	identity_markers>=1	7	1527	16.32282202031	1.11548122928347	1	0.796942970708698	0	22.920759659463	0.392927308447937	0	0
eye2	horizontal cell	identity_markers>=2	7	424	4.53233564938536	1.11548122928347	2	0.691449557296367	0	30.8962264150943	0.235849056603774	0	0
eye2	bipolar cell	identity_markers>=1	9	7135	76.269374665954	10.1251188872441	1	0.572725950271578	0	13.875262789068	0.168185003503854	0	0
eye2	bipolar cell	identity_markers>=2	9	3471	37.103153393907	10.1251188872441	2	0.525408141103293	0	14.7507922788822	0.201670988187842	0	0
eye2	RGC	identity_markers>=1	9	2926	31.2773917691074	1.56278767139068	1	0.533715815527746	0	15.0034176349966	0.205058099794942	0	0
eye2	RGC	identity_markers>=2	9	383	4.09406734366649	1.56278767139068	2	0.531110213838301	0	22.976501305483	0.261096605744125	0	0
eye2	T cells	identity_markers>=1	12	326	3.48476750400855	0.137476320766096	1	0.496011552770152	0	17.1779141104294	0	0	0
eye2	T cells	identity_markers>=2	12	5	0.0534473543559594	0.137476320766096	2	0.323510025789479	0	40	0	0	0
eye2	macrophage	identity_markers>=1	11	3633	38.8348476750401	2.61012262466888	1	1.29659949181206	0	28.9843104872007	0.11010184420589	0	0
eye2	macrophage	identity_markers>=2	11	920	9.83431320149653	2.61012262466888	2	2.06595554035439	1	53.1521739130435	0.434782608695652	0	0
eye2	Schwann cell	identity_markers>=1	8	7312	78.161411010155	9.07746359413702	1	0.584128489359152	0	13.9223194748359	0.150437636761488	0	0
eye2	Schwann cell	identity_markers>=2	8	1878	20.0748262960983	9.07746359413702	2	0.563623059535739	0	16.2406815761448	0.319488817891374	0	0
eye2	Pericyte	identity_markers>=1	10	677	7.2367717797969	0.332799067127107	1	1.55163967143935	0	35.8936484490399	0.295420974889217	0	0
eye2	Pericyte	identity_markers>=2	10	168	1.79583110636024	0.332799067127107	2	2.73793084530486	1	53.5714285714286	0.595238095238095	0	0
eye2	B cell	identity_markers>=1	9	344	3.67717797969001	0.141540100812711	1	1.80839847085127	0	36.9186046511628	0	0	0
eye2	B cell	identity_markers>=2	9	15	0.160342063067878	0.141540100812711	2	6.11669941053791	1	80	0	0	0
eye2	fibroblast	identity_markers>=1	9	304	3.24959914484233	0.121764938741915	1	1.56946396641996	0	42.4342105263158	0.657894736842105	0	0
eye2	fibroblast	identity_markers>=2	9	28	0.299305184393373	0.121764938741915	2	3.19415907732177	1	64.2857142857143	0	0	0
eye2	muller glia cell	identity_markers>=1	8	5019	53.650454302512	4.88969779538794	1	0.681671691160991	0	16.2781430563857	0.199242877067145	0	0
eye2	muller glia cell	identity_markers>=2	8	1828	19.5403527525388	4.88969779538794	2	1.05638111955833	0	25.492341356674	0.273522975929978	0	0
eye2	endothelial cell	identity_markers>=1	11	424	4.53233564938536	0.191225079930822	1	1.69665585236897	0	36.5566037735849	0.707547169811321	0	0
eye2	endothelial cell	identity_markers>=2	11	12	0.128273650454303	0.191225079930822	2	1.30701907616677	0.5	50	0	0	0
