eye	cell_type	marker	pct_CCL5_positive	pct_CCL5_negative	pct_CCL5_and_CD69_positive
eye1	astrocyte	GFAP	17.8403755868545	1.13138686131387	18.9591078066914
eye1	astrocyte	AQP4	25.8215962441315	0.900243309002433	28.996282527881
eye1	astrocyte	ALDH1L1	23.943661971831	0.413625304136253	27.1375464684015
eye1	astrocyte	SLC1A2	83.3333333333333	55.7299270072993	86.2453531598513
eye1	astrocyte	GJA1	0	0.0121654501216545	0
eye1	microglial cell	TMEM119	0	0	0
eye1	microglial cell	P2RY12	24.1784037558685	1.38686131386861	27.8810408921933
eye1	microglial cell	AIF1	0	0.158150851581509	0
eye1	microglial cell	CX3CR1	0	0.048661800486618	0
eye1	microglial cell	C1QA	0.704225352112676	0.328467153284672	1.11524163568773
eye1	microglial cell	C1QB	0.938967136150235	0.401459854014599	1.48698884758364
eye1	microglial cell	C1QC	0.469483568075117	0.158150851581509	0.743494423791822
eye1	RPE cell	RPE65	0.234741784037559	0.583941605839416	0.371747211895911
eye1	RPE cell	BEST1	53.5211267605634	2.59124087591241	61.3382899628253
eye1	RPE cell	PMEL	0.704225352112676	0.389294403892944	0.371747211895911
eye1	RPE cell	TYR	0.469483568075117	0.608272506082725	0.743494423791822
eye1	RPE cell	MERTK	18.5446009389671	18.8929440389294	21.9330855018587
eye1	RPE cell	LRAT	7.27699530516432	0.413625304136253	7.80669144981413
eye1	RPE cell	RDH5	5.86854460093897	9.07542579075426	6.69144981412639
eye1	cone cell	ARR3	7.74647887323944	7.45742092457421	8.92193308550186
eye1	cone cell	GNAT2	1.87793427230047	2.31143552311436	2.23048327137546
eye1	cone cell	PDE6H	28.8732394366197	24.6593673965937	34.5724907063197
eye1	cone cell	OPN1SW	0.234741784037559	0.462287104622871	0.371747211895911
eye1	cone cell	OPN1MW	0.469483568075117	0.364963503649635	0.371747211895911
eye1	cone cell	OPN1LW	4.22535211267606	4.90267639902676	5.94795539033457
eye1	rod cell	RHO	51.4084507042254	70.5717761557178	54.6468401486989
eye1	rod cell	GNAT1	37.793427230047	61.6180048661801	40.1486988847584
eye1	rod cell	PDE6A	51.4084507042254	83.1508515815085	57.6208178438662
eye1	rod cell	PDE6B	27.9342723004695	63.1143552311435	32.7137546468402
eye1	rod cell	SAG	41.7840375586854	78.5401459854015	48.3271375464684
eye1	rod cell	NRL	46.0093896713615	61.7153284671533	51.3011152416357
eye1	rod cell	NR2E3	18.3098591549296	44.4647201946472	23.7918215613383
eye1	horizontal cell	LHX1	0.469483568075117	1.00973236009732	0.371747211895911
eye1	horizontal cell	ONECUT1	0.938967136150235	1.60583941605839	1.11524163568773
eye1	horizontal cell	PROX1	12.9107981220657	9.17274939172749	14.8698884758364
eye1	horizontal cell	CALB1	1.40845070422535	4.50121654501217	2.23048327137546
eye1	horizontal cell	GAD1	8.92018779342723	2.60340632603406	10.7806691449814
eye1	horizontal cell	GAD2	8.68544600938967	2.40875912408759	10.4089219330855
eye1	bipolar cell	VSX2	12.6760563380282	6.64233576642336	12.639405204461
eye1	bipolar cell	CABP5	22.0657276995305	40.9245742092457	26.0223048327138
eye1	bipolar cell	GRM6	1.87793427230047	7.31143552311436	1.11524163568773
eye1	bipolar cell	TRPM1	6.10328638497653	9.07542579075426	7.0631970260223
eye1	bipolar cell	PRKCA	58.9201877934272	28.38199513382	63.1970260223048
eye1	bipolar cell	GNB3	18.7793427230047	34.5620437956204	23.0483271375465
eye1	RGC	RBPMS	3.9906103286385	2.65206812652068	4.46096654275093
eye1	RGC	SNCG	4.92957746478873	3.69829683698297	6.69144981412639
eye1	RGC	POU4F1	0	0	0
eye1	RGC	POU4F2	0	0	0
eye1	RGC	THY1	3.9906103286385	2.10462287104623	3.71747211895911
eye1	RGC	NEFL	3.52112676056338	2.5669099756691	4.08921933085502
