rank	gene	eye1_cpm	eye2_cpm	eye1_pct	eye2_pct	log2fc_eye1_vs_eye2
1	CCL5	0.262830219087326	0.00467560242773241	4.92713393476752	0.138963121325494	4.21651181656506
2	PTGER2	0.17919888124243	0.00184610145992856	4.11751098773999	0.0427578834847675	3.99741930500026
3	CD69	0.142473474259021	0	3.5970390932223	0	3.93048637439203
4	PTGIR	0.149003740009958	0.000964753688735729	3.96715244043488	0.0106894708711919	3.85811539137837
5	IL18RAP	0.133754740456402	0	3.62017117742309	0	3.84553762604127
6	CMKLR1	0.118440710323691	0	3.28475595651168	0	3.68303064371234
7	CSF3R	0.115887130147908	5.95314706571167e-05	3.37728429331483	0.0106894708711919	3.64549578183055
8	MEP1A	0.116495465552507	0.000296189273238899	3.31945408281286	0.0106894708711919	3.61890328509658
9	P2RY2	0.123351159923004	0.000879060212829959	3.44668054591719	0.0427578834847675	3.61560453394774
10	MYC	0.115169858451408	0.000289244195845496	3.28475595651168	0.0427578834847675	3.60467827868374
11	ICAM4	0.108788389711315	0	3.14596345130696	0	3.57032192997845
12	HPN	0.221494702576301	0.00949771194588263	4.6148507980569	0.309994655264564	3.5696024409264
13	APLNR	0.107406482786789	0	3.12283136710618	0	3.55344016624959
14	SELL	0.12105767320341	0.00118626620404636	3.31945408281286	0.0320684126135756	3.55040135012745
15	TPBG	0.114595401903054	0.000785074708152271	3.27318991441129	0.0427578834847675	3.53014275261348
16	SLAMF1	0.10547962213531	0	3.04186907240342	0	3.52956638689147
17	HAS2	0.111145203479826	0.000666010646180179	3.22692574600972	0.0106894708711919	3.50564470681968
18	ROS1	0.108619163658122	0.000544499399219566	3.16909553550775	0.0213789417423838	3.49177459517188
19	TLR3	0.119548242913489	0.00185505103011001	3.4235484617164	0.0534473543559594	3.44991567008208
20	FFAR2	0.103058989494513	0.000353254159656043	3.14596345130696	0.0106894708711919	3.44891950601299
21	PIK3R5	0.104735867140885	0.000643944739553198	3.04186907240342	0.0213789417423838	3.43021162671568
22	BST2	0.118612631053123	0.00253009198749017	3.40041637751561	0.085515766969535	3.35956342567226
23	OLR1	0.0930527921053355	0.000541308800151993	2.93777469349988	0.0320684126135756	3.28925768666041
24	ITGB3	0.137863172290664	0.00559404361726322	3.88619014573213	0.235168359166221	3.24519579064771
25	BDKRB1	0.0881296838571031	0.000712037564351077	2.81054823039556	0.0320684126135756	3.19545668729796
