cell_type	marker	found	eye1_cpm	eye2_cpm	eye1_pct	eye2_pct	log2fc_eye1_vs_eye2
astrocyte	GFAP	TRUE	0.0571933918049944	0.0758440960563022	1.95466111496646	2.15927311598076	-0.353399559189785
astrocyte	AQP4	TRUE	0.0614742453772277	0.0404635431567281	2.12815174647236	1.41101015499733	0.502181978336165
astrocyte	SLC1A3	TRUE	0.641825756350734	0.485207809337782	6.76613462873005	5.85783003741315	0.396452294321235
astrocyte	ALDH1L1	TRUE	0.0457442642491019	0.0367803141563725	1.57298172565348	1.30411544628541	0.252921817751832
astrocyte	SLC1A2	TRUE	4.2729647067495	3.72335926888446	57.0899838075411	50.6039551042223	0.198135440075305
astrocyte	GJA1	TRUE	0.000346496168376071	0.000884351852821306	0.0115660421003932	0.0213789417423838	-0.0731132166575421
astrocyte	SOX9	TRUE	0.0396057952119846	0.0385587106704203	1.24913254684247	1.06894708711919	0.0307785580389652
microglial cell	AIF1	TRUE	0.00547108381646575	0.00192805369790212	0.150358547305112	0.0748262960983431	0.375215609870656
microglial cell	CX3CR1	TRUE	0.00128901112588481	0.000489340349277636	0.046264168401573	0.0320684126135756	0.105995164125488
microglial cell	P2RY12	TRUE	0.0673070191919648	0.0428997064162314	2.50983113578533	1.81721004810262	0.547339695815361
microglial cell	TMEM119	TRUE	0	0.000288125899493042	0	0.0106894708711919	-0.0409802026640826
microglial cell	C1QA	TRUE	0.012378730703787	0.0108758789188748	0.346981263011797	0.331373597006948	0.10029127121599
microglial cell	C1QB	TRUE	0.015369634814037	0.0285390362909504	0.42794355771455	0.641368252271513	-0.603217743460161
microglial cell	C1QC	TRUE	0.00560508479798215	0.00625980342251456	0.173490631505899	0.138963121325494	-0.0592936187704645
microglial cell	TYROBP	TRUE	0.0110676937930935	0.0204187622368784	0.323849178811011	0.491715660074826	-0.529929053864368
microglial cell	LST1	TRUE	0.00389495968191419	0.00463992668398759	0.0693962526023595	0.117584179583111	-0.0753466803245117
microglial cell	FCER1G	TRUE	0.0086578253920371	0.00833931270132234	0.231320842007865	0.213789417423838	0.0248412745520801
microglial cell	CTSS	TRUE	0.101794854717311	0.0657319083728707	2.5676613462873	1.7103153393907	0.561880601805229
microglial cell	CD74	TRUE	0.0300068723840238	0.0569083600914499	0.879019199629887	1.38963121325494	-0.741938636974897
microglial cell	HLA-DRA	TRUE	0.0238871200252305	0.0317958127798459	0.613000231320842	0.833778727952966	-0.302621385086709
RPE cell	RPE65	TRUE	0.0203048069833876	0.0379952106299468	0.566736062919269	0.844468198824158	-0.663343794844147
RPE cell	BEST1	TRUE	0.182854798999301	0.0787173392267573	5.10062456627342	1.84927846071619	1.12022704388407
RPE cell	RLBP1	TRUE	0.372871690278087	0.308633025735263	7.74924820726347	6.59540352752539	0.264965183209874
RPE cell	MITF	TRUE	0.0797660311617992	0.108844107243419	2.53296321998612	2.99305184393373	-0.404828855085202
RPE cell	PMEL	TRUE	0.0135692763941077	0.00833429043370329	0.404811473513764	0.256547300908605	0.362363034218834
RPE cell	TYR	TRUE	0.0219923775878752	0.0184178140642685	0.601434189220449	0.416889363976483	0.170932628828292
RPE cell	MERTK	TRUE	0.942498845592206	1.42387010677027	18.8757807078418	23.9978621058258	-0.590125088080385
RPE cell	LRAT	TRUE	0.0220420616233499	0.026667502371755	0.751792736525561	0.844468198824158	-0.194535023982136
RPE cell	RDH5	TRUE	0.306321972072114	0.251577050030594	8.91741845940319	6.21058257616248	0.274157801777103
cone cell	ARR3	TRUE	0.716830763915463	0.792286675027668	7.47166319685404	8.57295563869589	-0.142498351580556
cone cell	GNAT2	TRUE	0.0621447759084618	0.0564209027816291	2.29007633587786	1.80652057723143	0.119257599344796
cone cell	PDE6H	TRUE	1.87934891538274	1.49162753252306	24.8669905158455	20.8658471405665	0.331362148426929
cone cell	OPN1SW	TRUE	0.0359757830396372	0.0545354792230419	0.451075641915337	0.641368252271513	-0.489218372883166
cone cell	OPN1MW	TRUE	0.0103877642710969	0.0306538989658076	0.370113347212584	0.801710315339391	-0.995690144888716
cone cell	OPN1LW	TRUE	0.222055406470711	0.355880527014342	4.86930372426556	6.32816675574559	-0.656903324159664
cone cell	GNGT2	TRUE	0.138502194955514	0.138396613571136	4.22160536664353	3.69855692143239	0.00102608526338959
cone cell	PDC	TRUE	6.43519786339506	5.66013439358994	63.2084200786491	57.7124532335649	0.184841718721988
rod cell	RHO	TRUE	7.99495040273033	9.08849148507781	69.6275734443673	70.7322287546766	-0.18473490459002
rod cell	GNAT1	TRUE	6.22694417389017	5.63511750252837	60.4441360166551	56.4190272581507	0.143835734735081
rod cell	PDE6A	TRUE	78.7498481393534	72.3044208085172	81.586860976174	81.7958311063602	0.12317695406
rod cell	PDE6B	TRUE	5.44967669070693	6.79730952895611	61.3809854267869	64.0619989310529	-0.318269190045599
rod cell	SAG	TRUE	19.7375409329501	17.6463785384118	76.7291232940088	75.7990379476216	0.161483547273218
rod cell	ROM1	TRUE	6.3825677698101	6.33445591826845	61.1265325005783	57.6483164083378	0.0108991019332484
rod cell	NRL	TRUE	5.46769571203664	3.34200047801192	60.941475826972	46.9374665954035	0.708546771268951
rod cell	NR2E3	TRUE	2.94974116765333	2.24938938410991	43.176035160768	33.6076964190273	0.389538089411748
rod cell	GNB1	TRUE	8.22337280466366	7.83664952402388	71.6978949803377	69.5884553714591	0.069406789689853
horizontal cell	LHX1	TRUE	0.0304641777229161	0.0324039227007808	0.983113578533426	0.972741849278461	-0.0675524531547827
horizontal cell	ONECUT1	TRUE	0.130381069343633	0.123775506101145	1.57298172565348	1.63548904329236	0.0695344115952796
horizontal cell	PROX1	TRUE	0.487861288798238	0.371668639102062	9.35692805921813	7.35435595938001	0.383423194770623
horizontal cell	CALB1	TRUE	0.22579337462276	0.150779718173385	4.34883182974786	3.49545697487974	0.552437754891024
horizontal cell	VSX1	TRUE	0.319356970750437	0.225451704556735	5.43603978718482	3.73062533404596	0.484220917602913
horizontal cell	GAD1	TRUE	0.130276755897995	0.104820149764998	2.9146426092991	2.26616782469268	0.288900129194609
horizontal cell	GAD2	TRUE	0.104853443295253	0.106581588884364	2.71801989359241	2.54409406734367	-0.0215458600824991
bipolar cell	VSX2	TRUE	0.317616674368932	0.257347838987495	6.93962526023595	5.77231427044361	0.293290770949081
bipolar cell	CABP5	TRUE	2.41455435223127	1.95957275668098	39.9953735831598	31.9828968466061	0.299836884007327
