group	file_id	file_name	metric	value	status
scogs_fungi	1108845at2759	1108845at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	160593at2759	160593at2759.faa.mafft.clipkit.treefile	treeness	0.0444	ok
scogs_fungi	751335at2759	751335at2759.faa.mafft.clipkit.treefile	treeness	0.0479	ok
scogs_fungi	1428854at2759	1428854at2759.faa.mafft.clipkit.treefile	treeness	0.0693	ok
scogs_fungi	345441at2759	345441at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	1128607at2759	1128607at2759.faa.mafft.clipkit.treefile	treeness	0.0518	ok
scogs_fungi	956854at2759	956854at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	543764at2759	543764at2759.faa.mafft.clipkit.treefile	treeness	0.0548	ok
scogs_fungi	911863at2759	911863at2759.faa.mafft.clipkit.treefile	treeness	0.0589	ok
scogs_fungi	777920at2759	777920at2759.faa.mafft.clipkit.treefile	treeness	0.039	ok
scogs_fungi	261328at2759	261328at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	1038775at2759	1038775at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	1233814at2759	1233814at2759.faa.mafft.clipkit.treefile	treeness	0.0202	ok
scogs_fungi	1454155at2759	1454155at2759.faa.mafft.clipkit.treefile	treeness	0.0566	ok
scogs_fungi	1459797at2759	1459797at2759.faa.mafft.clipkit.treefile	treeness	0.0647	ok
scogs_fungi	1079130at2759	1079130at2759.faa.mafft.clipkit.treefile	treeness	0.0707	ok
scogs_fungi	858842at2759	858842at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	1322642at2759	1322642at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	761109at2759	761109at2759.faa.mafft.clipkit.treefile	treeness	0.0382	ok
scogs_fungi	1076134at2759	1076134at2759.faa.mafft.clipkit.treefile	treeness	0.053	ok
scogs_fungi	1407446at2759	1407446at2759.faa.mafft.clipkit.treefile	treeness	0.0055	ok
scogs_fungi	39650at2759	39650at2759.faa.mafft.clipkit.treefile	treeness	0.0462	ok
scogs_fungi	1096688at2759	1096688at2759.faa.mafft.clipkit.treefile	treeness	0.0842	ok
scogs_fungi	996662at2759	996662at2759.faa.mafft.clipkit.treefile	treeness	0.0539	ok
scogs_fungi	1379600at2759	1379600at2759.faa.mafft.clipkit.treefile	treeness	0.0332	ok
scogs_fungi	1364586at2759	1364586at2759.faa.mafft.clipkit.treefile	treeness	0.0	ok
scogs_fungi	1257440at2759	1257440at2759.faa.mafft.clipkit.treefile	treeness	0.0523	ok
scogs_fungi	817008at2759	817008at2759.faa.mafft.clipkit.treefile	treeness	0.0381	ok
scogs_fungi	674160at2759	674160at2759.faa.mafft.clipkit.treefile	treeness	0.0233	ok
scogs_fungi	1442062at2759	1442062at2759.faa.mafft.clipkit.treefile	treeness	0.1227	ok
scogs_fungi	1112002at2759	1112002at2759.faa.mafft.clipkit.treefile	treeness	0.0322	ok
scogs_fungi	450058at2759	450058at2759.faa.mafft.clipkit.treefile	treeness	0.076	ok
scogs_fungi	1358374at2759	1358374at2759.faa.mafft.clipkit.treefile	treeness	0.0309	ok
