# ATAC sample-swap exploratory diagnostics
# matrix_rows	2430700
# second_pass_rows	2430700
# supplied_chunks	63
# observed_chunks	63
# bad_chrom_names	None
# bad_coordinates	0
# first_row	chr1p_1	10000	20000
# last_row	chr14q	436430000	436437773

# per-sample library summary
sample	total_counts	nonzero_rows	nonzero_fraction
Bladder	701506327	2430413	0.99988193
Brain	1168148790	2430611	0.99996339
Cloaca	484000505	2429721	0.99959724
GallBladder	565994637	2429999	0.99971161
Gill	1094125058	2430327	0.99984655
Heart	868549497	2231447	0.91802649
Intestine	699794434	2430037	0.99972724
Kidney	745602917	2430471	0.99990579
Limb	1147926115	2430556	0.99994076
Liver	398317869	2429663	0.99957337
Lung	877686879	2430229	0.99980623
Pancreas	1398702406	2430456	0.99989962
Prostate	973845979	2430400	0.99987658
Spleen	497829833	2430245	0.99981281
Stomach	455786546	2429655	0.99957008

# top_pairs_by_log1p_cpm_pearson
pearson	sample1	sample2
0.9277350238	Bladder	Limb
0.9104032346	Bladder	Lung
0.9094431611	Kidney	Limb
0.9087457832	Limb	Lung
0.9061260865	Gill	Lung
0.9056256438	Bladder	Kidney
0.9026090639	Gill	Limb
0.8954780153	Intestine	Stomach
0.8952554393	Brain	Limb
0.8917081935	Cloaca	Intestine
0.8843960157	Brain	Kidney
0.8825548119	Bladder	Brain
0.8789979329	Cloaca	Stomach
0.8763393831	Cloaca	Lung
0.8750704737	Limb	Pancreas
0.8746839677	Intestine	Lung
0.8720870673	Intestine	Liver
0.8709767593	Kidney	Lung
0.8700774172	Kidney	Pancreas
0.8696506943	Intestine	Pancreas
0.8679318837	Bladder	Gill
0.8669781555	Lung	Spleen
0.8656762045	Liver	Pancreas
0.8654919845	Limb	Spleen
0.8607030131	Intestine	Limb
0.8602908795	Brain	Lung
0.8569404398	Brain	Pancreas
0.8548266606	Bladder	Prostate
0.8542443117	Gill	Intestine
0.8538334767	Cloaca	Gill

# top_pairs_by_chromosome_composition_pearson
pearson	sample1	sample2
0.9899485776	Gill	Lung
0.9887340422	Lung	Prostate
0.9885466834	Bladder	Limb
0.9874550594	Limb	Pancreas
0.9871065313	Limb	Lung
0.9870245882	Bladder	Lung
0.9864145621	Bladder	Kidney
0.9857547742	Cloaca	Pancreas
0.9849598718	Gill	Limb
0.9849160236	Bladder	Brain
0.9848002596	Gill	Prostate
0.9843791435	Cloaca	Kidney
0.9837897186	Kidney	Limb
0.9836215306	Kidney	Lung
0.9829964489	Cloaca	Gill
0.9818109586	Gill	Pancreas
0.9817414823	Cloaca	Limb
0.9800593897	Cloaca	Lung
0.9796972249	Prostate	Spleen
0.9796611346	Cloaca	Stomach
0.9795866605	Limb	Prostate
0.9780037802	Lung	Pancreas
0.9770421609	Bladder	Pancreas
0.9758919905	Kidney	Pancreas
0.9754520609	Bladder	Prostate
0.9751693061	Bladder	Gill
0.9748104359	Gill	Kidney
0.9747789607	Gill	Spleen
0.9741819046	Lung	Spleen
0.9736688896	Brain	Kidney

# full_log1p_cpm_pearson_matrix
sample	Bladder	Brain	Cloaca	GallBladder	Gill	Heart	Intestine	Kidney	Limb	Liver	Lung	Pancreas	Prostate	Spleen	Stomach
Bladder	1.00000000	0.88255481	0.83381320	0.69800919	0.86793188	0.75166237	0.84528509	0.90562564	0.92773502	0.80134004	0.91040323	0.84813647	0.85482666	0.84056643	0.80672788
Brain	0.88255481	1.00000000	0.79920708	0.73312398	0.82131130	0.73988039	0.82456207	0.88439602	0.89525544	0.79765551	0.86029088	0.85694044	0.81611083	0.80941721	0.77657683
Cloaca	0.83381320	0.79920708	1.00000000	0.61633655	0.85383348	0.70369734	0.89170819	0.78715565	0.83190352	0.82605287	0.87633938	0.82289879	0.82455715	0.79070569	0.87899793
GallBladder	0.69800919	0.73312398	0.61633655	1.00000000	0.64276849	0.53737621	0.69541685	0.75334421	0.73668624	0.71730486	0.66808088	0.82500059	0.58292290	0.58765553	0.62913458
Gill	0.86793188	0.82131130	0.85383348	0.64276849	1.00000000	0.72731989	0.85424431	0.82107726	0.90260906	0.80841564	0.90612609	0.82033143	0.84639437	0.82792633	0.85270831
Heart	0.75166237	0.73988039	0.70369734	0.53737621	0.72731989	1.00000000	0.70915302	0.71653914	0.74180880	0.66951324	0.78617256	0.69516130	0.69313811	0.70082936	0.67105568
Intestine	0.84528509	0.82456207	0.89170819	0.69541685	0.85424431	0.70915302	1.00000000	0.83435321	0.86070301	0.87208707	0.87468397	0.86965069	0.81604219	0.80462028	0.89547802
Kidney	0.90562564	0.88439602	0.78715565	0.75334421	0.82107726	0.71653914	0.83435321	1.00000000	0.90944316	0.81948744	0.87097676	0.87007742	0.83411150	0.81976406	0.77309636
Limb	0.92773502	0.89525544	0.83190352	0.73668624	0.90260906	0.74180880	0.86070301	0.90944316	1.00000000	0.83747560	0.90874578	0.87507047	0.84744758	0.86549198	0.82220747
Liver	0.80134004	0.79765551	0.82605287	0.71730486	0.80841564	0.66951324	0.87208707	0.81948744	0.83747560	1.00000000	0.83754935	0.86567620	0.77401307	0.80664220	0.84394100
Lung	0.91040323	0.86029088	0.87633938	0.66808088	0.90612609	0.78617256	0.87468397	0.87097676	0.90874578	0.83754935	1.00000000	0.85349619	0.85215267	0.86697816	0.84555766
