query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	0.00354770593593203	1234	55	18	0.327272727272727	0.0145867098865478	GO:0009888	GO:BP	tissue development	12886	3587	GO:0048856
query_1	TRUE	0.00515503577367605	29	55	4	0.0727272727272727	0.137931034482759	GO:0032924	GO:BP	activin receptor signaling pathway	12886	7403	GO:0141091
query_1	TRUE	0.00515503577367605	113	55	6	0.109090909090909	0.0530973451327434	GO:0042445	GO:BP	hormone metabolic process	12886	9532	GO:0008152,GO:0010817
query_1	TRUE	0.0074904610815779	12	55	3	0.0545454545454545	0.25	GO:0008210	GO:BP	estrogen metabolic process	12886	2997	GO:0008202,GO:0042445
query_1	TRUE	0.0156524148020585	4	55	2	0.0363636363636364	0.5	GO:0019373	GO:BP	epoxygenase P450 pathway	12886	5393	GO:0019369
query_1	TRUE	0.0156524148020585	18	55	3	0.0545454545454545	0.166666666666667	GO:0032925	GO:BP	regulation of activin receptor signaling pathway	12886	7404	GO:0032924,GO:0090092
query_1	TRUE	0.0156524148020585	56	55	4	0.0727272727272727	0.0714285714285714	GO:0006805	GO:BP	xenobiotic metabolic process	12886	2359	GO:0008152,GO:0071466
query_1	TRUE	0.0156524148020585	105	55	5	0.0909090909090909	0.0476190476190476	GO:0002700	GO:BP	regulation of production of molecular mediator of immune response	12886	1172	GO:0002440,GO:0002697,GO:0010468
query_1	TRUE	0.0156524148020585	22	55	3	0.0545454545454545	0.136363636363636	GO:0042572	GO:BP	retinol metabolic process	12886	9594	GO:0001523,GO:0034308,GO:0042445,GO:0120254
query_1	TRUE	0.0156524148020585	51	55	4	0.0727272727272727	0.0784313725490196	GO:0046209	GO:BP	nitric oxide metabolic process	12886	11186	GO:2001057
query_1	TRUE	0.0156524148020585	1800	55	19	0.345454545454545	0.0105555555555556	GO:0048513	GO:BP	animal organ development	12886	11949	GO:0048856
query_1	TRUE	0.0156524148020585	96	55	5	0.0909090909090909	0.0520833333333333	GO:0071466	GO:BP	cellular response to xenobiotic stimulus	12886	15561	GO:0009410,GO:0070887
query_1	TRUE	0.0156524148020585	52	55	4	0.0727272727272727	0.0769230769230769	GO:2001057	GO:BP	reactive nitrogen species metabolic process	12886	24360	GO:0008152
query_1	TRUE	0.0186109679578633	63	55	4	0.0727272727272727	0.0634920634920635	GO:0002367	GO:BP	cytokine production involved in immune response	12886	860	GO:0001816,GO:0002440,GO:0006955
query_1	TRUE	0.0186109679578633	63	55	4	0.0727272727272727	0.0634920634920635	GO:0002718	GO:BP	regulation of cytokine production involved in immune response	12886	1190	GO:0001817,GO:0002367,GO:0002700
query_1	TRUE	0.0188561648809869	122	55	5	0.0909090909090909	0.040983606557377	GO:0051216	GO:BP	cartilage development	12886	12677	GO:0001501,GO:0048513,GO:0061448
query_1	TRUE	0.0188561648809869	26	55	3	0.0545454545454545	0.115384615384615	GO:0085029	GO:BP	extracellular matrix assembly	12886	16689	GO:0022607,GO:0030198
query_1	TRUE	0.0188561648809869	5	55	2	0.0363636363636364	0.4	GO:0097267	GO:BP	omega-hydroxylase P450 pathway	12886	17342	GO:0019369
query_1	TRUE	0.0191124052826102	27	55	3	0.0545454545454545	0.111111111111111	GO:0030279	GO:BP	negative regulation of ossification	12886	6316	GO:0001503,GO:0030278,GO:0051241
query_1	TRUE	0.0191124052826102	286	55	7	0.127272727272727	0.0244755244755245	GO:0010817	GO:BP	regulation of hormone levels	12886	4223	GO:0065008
query_1	TRUE	0.0210870266616717	131	55	5	0.0909090909090909	0.0381679389312977	GO:0002440	GO:BP	production of molecular mediator of immune response	12886	921	GO:0002376,GO:0010467
query_1	TRUE	0.0219461967202091	6	55	2	0.0363636363636364	0.333333333333333	GO:0016102	GO:BP	diterpenoid biosynthetic process	12886	4876	GO:0016101,GO:0016114
query_1	TRUE	0.0219461967202091	6	55	2	0.0363636363636364	0.333333333333333	GO:0002138	GO:BP	retinoic acid biosynthetic process	12886	691	GO:0016102,GO:0042573,GO:0072330
query_1	TRUE	0.0228522238686144	75	55	4	0.0727272727272727	0.0533333333333333	GO:0048706	GO:BP	embryonic skeletal system development	12886	12113	GO:0001501,GO:0043009
query_1	TRUE	0.0281892709111072	7	55	2	0.0363636363636364	0.285714285714286	GO:0009404	GO:BP	toxin metabolic process	12886	3315	GO:0019748
query_1	TRUE	0.0328645177599426	239	55	6	0.109090909090909	0.0251046025104603	GO:0048880	GO:BP	sensory system development	12886	12267	GO:0048731
query_1	TRUE	0.0328645177599426	37	55	3	0.0545454545454545	0.0810810810810811	GO:0001523	GO:BP	retinoid metabolic process	12886	317	GO:0016101
query_1	TRUE	0.0328645177599426	237	55	6	0.109090909090909	0.0253164556962025	GO:0150063	GO:BP	visual system development	12886	18869	GO:0048880
query_1	TRUE	0.0328645177599426	8	55	2	0.0363636363636364	0.25	GO:0032332	GO:BP	positive regulation of chondrocyte differentiation	12886	7005	GO:0002062,GO:0032330,GO:0045597,GO:0061036
query_1	TRUE	0.0328645177599426	237	55	6	0.109090909090909	0.0253164556962025	GO:0001654	GO:BP	eye development	12886	355	GO:0007423,GO:0150063
query_1	TRUE	0.0386370118981339	40	55	3	0.0545454545454545	0.075	GO:0060390	GO:BP	regulation of SMAD protein signal transduction	12886	13601	GO:0060395,GO:1902531
query_1	TRUE	0.0386370118981339	40	55	3	0.0545454545454545	0.075	GO:0016101	GO:BP	diterpenoid metabolic process	12886	4875	GO:0006721
query_1	TRUE	0.0472911252447994	1795	55	17	0.309090909090909	0.00947075208913649	GO:0065008	GO:BP	regulation of biological quality	12886	14785	GO:0065007
query_1	TRUE	0.0472911252447994	180	55	5	0.0909090909090909	0.0277777777777778	GO:0048562	GO:BP	embryonic organ morphogenesis	12886	11986	GO:0009887,GO:0048568,GO:0048598
query_1	TRUE	0.0472911252447994	11	55	2	0.0363636363636364	0.181818181818182	GO:0042574	GO:BP	retinal metabolic process	12886	9596	GO:0001523,GO:0006081,GO:0120254
query_1	TRUE	0.0472911252447994	11	55	2	0.0363636363636364	0.181818181818182	GO:0042573	GO:BP	retinoic acid metabolic process	12886	9595	GO:0001523,GO:0032787,GO:0042445
query_1	TRUE	0.0472911252447994	592	55	9	0.163636363636364	0.0152027027027027	GO:0030334	GO:BP	regulation of cell migration	12886	6339	GO:0016477,GO:2000145
query_1	TRUE	0.0472911252447994	46	55	3	0.0545454545454545	0.0652173913043478	GO:0006809	GO:BP	nitric oxide biosynthetic process	12886	2361	GO:0009058,GO:0046209
query_1	TRUE	0.0472911252447994	175	55	5	0.0909090909090909	0.0285714285714286	GO:0061448	GO:BP	connective tissue development	12886	14398	GO:0009888
query_1	TRUE	0.0472911252447994	11	55	2	0.0363636363636364	0.181818181818182	GO:0071280	GO:BP	cellular response to copper ion	12886	15401	GO:0046688,GO:0071248
query_1	TRUE	0.0484580483079697	47	55	3	0.0545454545454545	0.0638297872340425	GO:0034308	GO:BP	primary alcohol metabolic process	12886	7989	GO:0006066
